,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.174904,0.00842618838305118,0.168482276170498,0.013878122572625284,4.817607592194107,8.237140955159655,1.0381151298253084
Band2,0.22327777777777777,0.012353196417461961,0.23045960509853075,0.016565367440580448,5.532658261117573,7.187970071153288,0.9688369364441006
Band3,0.39449822222222225,0.015134924922016024,0.41286455823386686,0.020234662058515915,3.8365001587993133,4.901041190136258,0.9555148640265677
Band4,0.5226017777777778,0.01968685509435605,0.5302702671767424,0.025430706681999694,3.7670853662360386,4.795800982279755,0.9855385265332846
Band5,0.5654097777777778,0.021123940971628362,0.5578178461973458,0.02666807512589143,3.736040974503747,4.780785575020264,1.0136100550245684
Band6,0.5857377777777778,0.021680002961140518,0.5855032026276816,0.027737012236287852,3.701315466349459,4.737294708518558,1.0004006385431257
Band7,0.5965897777777778,0.02182540685520116,0.6026182784273137,0.02738762871395106,3.6583608483031784,4.54477232012047,0.9899961536758081
Band8,0.6054426666666666,0.024482655121080676,0.6078689241124273,0.02804685325720626,4.0437611138099525,4.613963988726442,0.9960085844998519
Band8a,0.6197902222222222,0.02392131160366225,0.6091812604663438,0.028447089266806093,3.859581959504582,4.669724942791103,1.0174151150804558
Band11,0.7286444444444444,0.0247380494655101,0.6956442494181913,0.030078460731690314,3.395078306590486,4.323827984899857,1.0474383207420361
Band12,0.5651142222222222,0.01864039991093287,0.5556104998441951,0.027390336140227265,3.298518985707429,4.929772952078496,1.0171050085998954
