,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.03850833333333333,0.007141443014778829,0.028119489904799875,0.006909970034151053,18.545188525718665,24.573596667454307,1.3694534809737116
Band2,0.03828333333333333,0.007962080269767583,0.03316397475122523,0.008864605146164387,20.797771710320202,26.72962216580173,1.1543650488371866
Band3,0.07448611111111111,0.007044665151642443,0.06832147107220372,0.011827686683013844,9.457689556558938,17.31181500836548,1.0902299078483315
Band4,0.06565555555555555,0.015102307484554297,0.0509078462747699,0.017804123365472567,23.00232989693496,34.973240214046044,1.2896942290818274
Band5,0.41583611111111113,0.04182776292778769,0.4454715335513303,0.044814049720708106,10.05871347152228,10.059913225755945,0.9334740377146806
Band6,0.2515722222222222,0.012249254197503688,0.2565203349043684,0.027268962335054395,4.8690805722912875,10.630331644163942,0.9807106415793865
Band7,0.1341,0.017447731466678794,0.12311706283663112,0.02174881134605769,13.010985433764947,17.665147985959543,1.0892072707902605
