,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.18298541666666668,0.009942966307549048,0.19194297409438568,0.013309084742563503,5.433747939411774,6.933874399601059,0.9533321942624781
Band2,0.23593416666666667,0.01520226680374418,0.2613394144264886,0.017123710379524065,6.443435903551137,6.552287727858495,0.9027883038018817
Band3,0.41184750000000003,0.02295069339003363,0.46681662960976544,0.030144380831469902,5.572619328764562,6.457435086806793,0.8822468478560485
Band4,0.5473637499999999,0.03098184109448899,0.5916373374255747,0.0397230006108553,5.660192348230769,6.714079402713875,0.9251676920557027
Band5,0.6008245833333333,0.03262361778415124,0.6226039759654689,0.04218108349694987,5.4298074161942,6.774946053233899,0.9650188667710283
Band6,0.6193245833333333,0.03447242285256998,0.6528722825528347,0.0446508361788234,5.566131844312114,6.83913797109467,0.948615219061951
Band7,0.61398125,0.034246108393570306,0.6557039080044934,0.04419480605720676,5.577712412809072,6.740055308150445,0.9363696670171326
Band8,0.6310258333333333,0.037012583436432656,0.6599270137903628,0.044197239500084924,5.865462470992232,6.697292060561859,0.9562054896176587
Band8a,0.6383191666666667,0.036978786251564415,0.6606546562686547,0.04406272975702619,5.793149913493811,6.669555620161725,0.9661918834748887
Band11,0.7585533333333334,0.040443649961671636,0.7525656922880434,0.051527352168889304,5.331681792755284,6.846890935491555,1.0079563034917067
Band12,0.60959375,0.031439896404687785,0.6181475413199317,0.04667441498458517,5.157516199056795,7.550691681943957,0.9861622173540209
