,Latitude,Longitude
0,-32.30914015416666,115.86462420833334
1,-32.309141008333334,115.86460691666667
2,-32.3091418625,115.86458962500001
3,-32.30914271666666,115.86457233333334
4,-32.309143570833335,115.86455504166668
5,-32.309144425,115.86453775000001
6,-32.309145279166664,115.86452045833335
7,-32.30914613333333,115.86450316666668
8,-32.3091469875,115.864485875
9,-32.309147841666665,115.86446858333333
10,-32.30914869583333,115.86445129166667
11,-32.30914955,115.864434
12,-32.309150404166665,115.86441670833334
13,-32.30915125833333,115.86439941666667
14,-32.3091521125,115.864382125
15,-32.309152966666666,115.86436483333334
16,-32.30915382083333,115.86434754166667
17,-32.309154675,115.86433025000001
18,-32.30915552916667,115.86431295833334
19,-32.30915638333333,115.86429566666668
20,-32.3091572375,115.86427837500001
21,-32.30915809166667,115.86426108333335
22,-32.30915894583333,115.86424379166668
23,-32.3091598,115.8642265
24,-32.30916065416667,115.86420920833334
25,-32.30916150833333,115.86419191666667
26,-32.3091623625,115.864174625
27,-32.30916321666667,115.86415733333334
28,-32.30916407083333,115.86414004166667
29,-32.309164925,115.86412275
30,-32.30916577916667,115.86410545833334
31,-32.309166633333334,115.86408816666668
32,-32.3091674875,115.86407087500001
33,-32.30916834166667,115.86405358333334
34,-32.309169195833334,115.86403629166668
35,-32.30917005,115.86401900000001
36,-32.30917090416667,115.86400170833335
37,-32.309171758333335,115.86398441666668
38,-32.3091726125,115.86396712500002
39,-32.309173466666664,115.86394983333335
40,-32.309174320833336,115.86393254166667
41,-32.309175175,115.86391525
42,-32.309176029166665,115.86389795833334
43,-32.309176883333336,115.86388066666667
44,-32.3091777375,115.86386337500001
45,-32.309178591666665,115.86384608333334
46,-32.30917944583334,115.86382879166668
47,-32.3091803,115.86381150000001
48,-32.309181154166666,115.86379420833335
49,-32.3092546,115.863826
50,-32.30925370869566,115.86384404347827
51,-32.309252817391304,115.86386208695653
52,-32.30925192608696,115.86388013043478
53,-32.30925103478261,115.86389817391304
54,-32.309250143478266,115.8639162173913
55,-32.30924925217391,115.86393426086957
56,-32.30924836086957,115.86395230434783
57,-32.30924746956522,115.86397034782608
58,-32.30924657826087,115.86398839130435
59,-32.30924568695652,115.86400643478261
60,-32.30924479565218,115.86402447826087
61,-32.30924390434783,115.86404252173914
62,-32.30924301304348,115.86406056521739
63,-32.30924212173913,115.86407860869565
64,-32.309241230434786,115.86409665217391
65,-32.30924033913043,115.86411469565218
66,-32.30923944782609,115.86413273913044
67,-32.30923855652174,115.86415078260869
68,-32.309237665217395,115.86416882608695
69,-32.30923677391304,115.86418686956522
70,-32.3092358826087,115.86420491304348
71,-32.30923499130435,115.86422295652174
72,-32.3092341,115.86424099999999
73,-32.30923320869565,115.86425904347826
74,-32.309232317391306,115.86427708695652
75,-32.30923142608696,115.86429513043478
76,-32.30923053478261,115.86431317391305
77,-32.30922964347826,115.86433121739131
78,-32.309228752173915,115.86434926086956
79,-32.30922786086957,115.86436730434782
80,-32.309226969565216,115.86438534782609
81,-32.30922607826087,115.86440339130435
82,-32.309225186956525,115.86442143478261
83,-32.30922429565217,115.86443947826086
84,-32.309223404347826,115.86445752173913
85,-32.30922251304348,115.86447556521739
86,-32.309221621739134,115.86449360869565
87,-32.30922073043478,115.86451165217392
88,-32.309219839130435,115.86452969565217
89,-32.30921894782609,115.86454773913043
90,-32.309218056521736,115.8645657826087
91,-32.30921716521739,115.86458382608696
92,-32.309216273913044,115.86460186956522
93,-32.3092153826087,115.86461991304347
94,-32.309214491304346,115.86463795652173
95,-32.3092136,115.864656
96,-32.30928879130434,115.86465245652174
97,-32.30928968260869,115.86463441304348
98,-32.30929057391304,115.86461636956523
99,-32.309291465217385,115.86459832608696
100,-32.30929235652173,115.8645802826087
101,-32.30929324782608,115.86456223913044
102,-32.30929413913043,115.86454419565217
103,-32.309295030434775,115.86452615217392
104,-32.30929592173913,115.86450810869566
105,-32.309296813043474,115.8644900652174
106,-32.30929770434782,115.86447202173913
107,-32.309298595652166,115.86445397826087
108,-32.30929948695652,115.86443593478262
109,-32.309300378260865,115.86441789130436
110,-32.30930126956521,115.86439984782609
111,-32.309302160869564,115.86438180434783
112,-32.30930305217391,115.86436376086957
113,-32.309303943478255,115.86434571739132
114,-32.3093048347826,115.86432767391305
115,-32.309305726086954,115.86430963043479
116,-32.3093066173913,115.86429158695653
117,-32.309307508695646,115.86427354347826
118,-32.30930839999999,115.86425550000001
119,-32.309309291304345,115.86423745652175
120,-32.30931018260869,115.86421941304349
121,-32.30931107391304,115.86420136956522
122,-32.30931196521739,115.86418332608696
123,-32.309312856521736,115.8641652826087
124,-32.30931374782608,115.86414723913045
125,-32.30931463913043,115.86412919565218
126,-32.30931553043478,115.86411115217392
127,-32.309316421739126,115.86409310869566
128,-32.30931731304347,115.86407506521739
129,-32.309318204347825,115.86405702173914
130,-32.30931909565217,115.86403897826088
131,-32.30931998695652,115.86402093478262
132,-32.30932087826086,115.86400289130435
133,-32.309321769565216,115.86398484782609
134,-32.30932266086956,115.86396680434784
135,-32.30932355217391,115.86394876086958
136,-32.30932444347826,115.86393071739131
137,-32.309325334782606,115.86391267391305
138,-32.30932622608695,115.86389463043479
139,-32.3093271173913,115.86387658695654
140,-32.30932800869565,115.86385854347827
141,-32.3093289,115.86384050000001
142,-32.30932979130434,115.86382245652175
143,-32.3094032,115.863855
144,-32.30940226818181,115.86387386363637
145,-32.309401336363635,115.86389272727273
146,-32.30940040454545,115.8639115909091
147,-32.30939947272727,115.86393045454545
148,-32.309398540909086,115.86394931818182
149,-32.30939760909091,115.86396818181818
150,-32.30939667727272,115.86398704545455
151,-32.309395745454545,115.8640059090909
152,-32.30939481363636,115.86402477272728
153,-32.30939388181818,115.86404363636363
154,-32.309392949999996,115.8640625
155,-32.30939201818182,115.86408136363636
156,-32.30939108636363,115.86410022727273
157,-32.309390154545454,115.86411909090909
158,-32.30938922272727,115.86413795454546
159,-32.30938829090909,115.86415681818181
160,-32.309387359090906,115.86417568181818
161,-32.30938642727273,115.86419454545454
162,-32.30938549545454,115.86421340909091
163,-32.309384563636364,115.86423227272726
164,-32.30938363181818,115.86425113636363
165,-32.3093827,115.86427
166,-32.309381768181815,115.86428886363636
167,-32.30938083636363,115.86430772727273
168,-32.30937990454545,115.86432659090909
169,-32.309378972727266,115.86434545454546
170,-32.30937804090909,115.86436431818181
171,-32.3093771090909,115.86438318181818
172,-32.309376177272725,115.86440204545454
173,-32.30937524545454,115.86442090909091
174,-32.30937431363636,115.86443977272727
175,-32.309373381818176,115.86445863636364
176,-32.30937245,115.86447749999999
177,-32.30937151818181,115.86449636363636
178,-32.309370586363634,115.86451522727272
179,-32.30936965454545,115.86453409090909
180,-32.30936872272727,115.86455295454545
181,-32.309367790909086,115.86457181818182
182,-32.30936685909091,115.86459068181817
183,-32.30936592727272,115.86460954545454
184,-32.309364995454544,115.8646284090909
185,-32.30936406363636,115.86464727272727
186,-32.30936313181818,115.86466613636362
187,-32.309362199999995,115.864685
188,-32.309437319999994,115.8646829
189,-32.30943814,115.8646663
190,-32.309438959999994,115.8646497
191,-32.30943978,115.8646331
192,-32.309440599999995,115.8646165
193,-32.30944142,115.8645999
194,-32.309442239999996,115.8645833
195,-32.30944306,115.8645667
196,-32.309443879999996,115.8645501
197,-32.3094447,115.86453350000001
198,-32.30944552,115.8645169
199,-32.30944634,115.8645003
200,-32.30944716,115.86448370000001
201,-32.309447979999995,115.8644671
202,-32.3094488,115.8644505
203,-32.309449619999995,115.86443390000001
204,-32.30945044,115.8644173
205,-32.309451259999996,115.8644007
206,-32.30945208,115.86438410000001
207,-32.3094529,115.8643675
208,-32.30945372,115.8643509
209,-32.30945454,115.86433430000001
210,-32.30945536,115.8643177
211,-32.30945618,115.8643011
212,-32.309456999999995,115.86428450000001
213,-32.30945782,115.8642679
214,-32.309458639999995,115.8642513
215,-32.30945946,115.8642347
