,Latitude,Longitude
0,-32.209905,148.21019283333334
1,-32.209905,148.21020366666667
2,-32.209905,148.21022333333335
3,-32.20990333333334,148.21030283333334
4,-32.20990333333334,148.21033133333333
5,-32.20990666666667,148.210371
6,-32.209905,148.21040133333332
7,-32.209905,148.210437
8,-32.209905,148.21046083333334
9,-32.20990333333334,148.21050733333334
10,-32.2099,148.210543
11,-32.2099,148.21057533333334
12,-32.2099,148.21060866666667
13,-32.209896666666666,148.21063866666665
14,-32.209898333333335,148.21067333333335
15,-32.209898333333335,148.2107045
16,-32.209896666666666,148.210738
17,-32.209896666666666,148.21077216666666
18,-32.209895,148.21080833333335
19,-32.209895,148.21082483333333
20,-32.209895,148.21083283333334
21,-32.20989333333333,148.210881
22,-32.20989333333333,148.21090066666667
23,-32.20989333333333,148.21091
24,-32.209891666666664,148.2109615
25,-32.209895,148.21103066666666
26,-32.20989333333333,148.21105533333332
27,-32.20989,148.2111145
28,-32.20988833333333,148.21114316666666
29,-32.20988,148.21118316666667
30,-32.20988166666667,148.21121666666667
31,-32.209878333333336,148.21125183333334
32,-32.20979833333333,148.211302
33,-32.2098,148.21127183333334
34,-32.2098,148.21123816666667
35,-32.20979833333333,148.21120533333334
36,-32.20979666666667,148.21116833333335
37,-32.209795,148.21113483333335
38,-32.209795,148.2111005
39,-32.20979333333333,148.2110675
40,-32.20979166666667,148.2110345
41,-32.20979333333333,148.21100183333334
42,-32.20979666666667,148.21097033333334
43,-32.20980333333333,148.21093866666666
44,-32.209805,148.210906
45,-32.209808333333335,148.21087283333333
46,-32.209806666666665,148.21084133333332
47,-32.209806666666665,148.2108105
48,-32.20980333333333,148.2107745
49,-32.20980333333333,148.21074183333334
50,-32.20980333333333,148.21071
51,-32.2098,148.21067966666666
52,-32.209805,148.210608
53,-32.209806666666665,148.21057066666665
54,-32.209808333333335,148.210535
55,-32.209808333333335,148.2105
56,-32.209805,148.21046533333333
57,-32.209806666666665,148.210431
58,-32.209806666666665,148.2103995
59,-32.209805,148.21036383333333
60,-32.20980333333333,148.21033083333333
61,-32.209805,148.21029383333334
62,-32.209806666666665,148.21026183333333
63,-32.209808333333335,148.21022783333333
64,-32.20981166666667,148.2101975
65,-32.209806666666665,148.21017133333334
66,-32.20972666666667,148.2101965
67,-32.20972666666667,148.21023383333332
68,-32.209725,148.21026933333334
69,-32.209723333333336,148.21030666666667
70,-32.209725,148.21034016666667
71,-32.209723333333336,148.21037716666666
72,-32.20972166666667,148.210411
73,-32.20972,148.21044416666666
74,-32.209715,148.21047633333333
75,-32.20971333333333,148.2105105
76,-32.20971333333333,148.21054583333333
77,-32.20971333333333,148.21058283333332
78,-32.20971333333333,148.210617
79,-32.20971333333333,148.21065133333335
80,-32.209711666666664,148.21068266666666
81,-32.20971,148.21072416666667
82,-32.20970833333333,148.21075916666666
83,-32.20970666666667,148.21079333333333
84,-32.209705,148.21082733333333
85,-32.2097,148.21086216666666
86,-32.209698333333336,148.210896
87,-32.209698333333336,148.21092866666666
88,-32.209696666666666,148.210964
89,-32.209695,148.211002
90,-32.209698333333336,148.2110385
91,-32.2097,148.2110725
92,-32.20970166666667,148.2111085
93,-32.20970333333333,148.21114233333333
94,-32.20970166666667,148.211182
95,-32.209698333333336,148.21122016666666
96,-32.209698333333336,148.21125516666666
97,-32.209698333333336,148.2112915
98,-32.209603333333334,148.21130166666666
99,-32.209605,148.21127083333334
100,-32.20961166666667,148.2112355
101,-32.20961,148.21119733333333
102,-32.20961,148.21116083333334
103,-32.20961166666667,148.21112383333335
104,-32.20961166666667,148.211085
105,-32.20961333333333,148.21104766666667
106,-32.20961,148.211011
107,-32.20961,148.21097716666668
108,-32.20961166666667,148.21093966666666
109,-32.20961166666667,148.21090333333333
110,-32.20961333333333,148.21086866666667
111,-32.209615,148.2108365
112,-32.20961333333333,148.2107995
113,-32.20961833333333,148.2107625
114,-32.20962,148.21072633333333
115,-32.20962166666666,148.21069183333333
116,-32.20962333333333,148.21064866666666
117,-32.20962333333333,148.21061683333335
118,-32.20962333333333,148.2105785
119,-32.209625,148.21054183333334
120,-32.209625,148.21050666666667
121,-32.209626666666665,148.2104705
122,-32.209628333333335,148.21043433333332
123,-32.209628333333335,148.2104005
124,-32.209626666666665,148.21036183333334
125,-32.209625,148.21032283333332
126,-32.209626666666665,148.2102845
127,-32.209626666666665,148.21024966666667
128,-32.209628333333335,148.21020916666666
129,-32.209635,148.21017466666666
130,-32.209538333333334,148.21019633333333
131,-32.209538333333334,148.21022083333332
132,-32.20954,148.21025616666665
133,-32.20954,148.2102975
134,-32.20954166666667,148.21033166666666
135,-32.20954166666667,148.21036316666667
136,-32.209538333333334,148.210396
137,-32.209538333333334,148.2104295
138,-32.209538333333334,148.210461
139,-32.209536666666665,148.21049183333332
140,-32.209538333333334,148.210521
141,-32.20953333333333,148.21054633333333
142,-32.20953166666666,148.21057583333334
143,-32.20952833333333,148.21061283333333
144,-32.20952833333333,148.21064483333333
145,-32.20952833333333,148.21068316666666
146,-32.20952833333333,148.21071766666665
147,-32.20952666666667,148.210752
148,-32.209525,148.2107855
149,-32.209525,148.21082466666667
150,-32.20952166666667,148.21086116666666
151,-32.209518333333335,148.21089666666666
152,-32.20952,148.210933
153,-32.209516666666666,148.21096783333334
154,-32.209518333333335,148.2110035
155,-32.209515,148.21103916666667
156,-32.209511666666664,148.2110765
157,-32.209513333333334,148.211114
158,-32.209511666666664,148.21115066666667
159,-32.20951,148.21118583333333
