,Latitude,Longitude
0,-31.449591666666667,143.82186033333332
1,-31.449591666666667,143.821828
2,-31.449588333333335,143.82179166666666
3,-31.449585,143.82175466666666
4,-31.449581666666667,143.82171783333334
5,-31.449578333333335,143.8216805
6,-31.449575,143.82164283333333
7,-31.449571666666667,143.8216035
8,-31.44957,143.82156933333334
9,-31.449568333333332,143.82152783333333
10,-31.449563333333334,143.82149333333334
11,-31.449563333333334,143.8214535
12,-31.449561666666668,143.821419
13,-31.449558333333332,143.8213855
14,-31.449555,143.82134933333333
15,-31.449553333333334,143.82131033333334
16,-31.44955,143.82127133333333
17,-31.449545,143.82122816666666
18,-31.449541666666665,143.82118866666667
19,-31.449536666666667,143.82115
20,-31.449531666666665,143.82111233333333
21,-31.449528333333333,143.821069
22,-31.44952333333333,143.82102833333335
23,-31.44952,143.82098916666666
24,-31.449513333333332,143.82095283333334
25,-31.449506666666668,143.82091633333334
26,-31.449501666666666,143.8208825
27,-31.449498333333334,143.82084733333335
28,-31.449493333333333,143.82081666666667
29,-31.449491666666667,143.82078816666666
30,-31.449381666666667,143.82081983333333
31,-31.449386666666665,143.8208525
32,-31.44939,143.82088316666668
33,-31.449391666666667,143.82091483333335
34,-31.449395,143.8209455
35,-31.449398333333335,143.82097383333334
36,-31.449396666666665,143.8210055
37,-31.4494,143.82103833333332
38,-31.449401666666667,143.82107033333332
39,-31.449405,143.821102
40,-31.449405,143.8211335
41,-31.44940666666667,143.82116633333334
42,-31.449408333333334,143.821203
43,-31.449411666666666,143.82123283333334
44,-31.449416666666668,143.82126733333334
45,-31.44942,143.82130233333334
46,-31.44942,143.82133616666667
47,-31.449421666666666,143.82136833333334
48,-31.449425,143.8214035
49,-31.449428333333334,143.82143566666667
50,-31.449431666666666,143.82147216666667
51,-31.44943333333333,143.82150766666666
52,-31.449435,143.82154233333333
53,-31.449438333333333,143.82157783333332
54,-31.449446666666667,143.82161383333334
55,-31.449453333333334,143.82165033333334
56,-31.44946,143.82168416666667
57,-31.449465,143.82171883333334
58,-31.449466666666666,143.821754
59,-31.449471666666668,143.821788
60,-31.449476666666666,143.82182283333333
61,-31.44948,143.82185766666666
62,-31.44939,143.821867
63,-31.449386666666665,143.8218355
64,-31.449386666666665,143.821804
65,-31.449383333333333,143.82177083333335
66,-31.44938,143.82174066666667
67,-31.449378333333332,143.821707
68,-31.449375,143.82167066666668
69,-31.449373333333334,143.82163666666668
70,-31.449371666666668,143.82160066666665
71,-31.449368333333332,143.82156666666666
72,-31.449368333333332,143.82153116666666
73,-31.449366666666666,143.82149933333332
74,-31.449366666666666,143.82146416666666
75,-31.449365,143.82142883333333
76,-31.449361666666668,143.821392
77,-31.44936,143.82135633333334
78,-31.449356666666667,143.82132283333334
79,-31.449351666666665,143.82128983333334
80,-31.449348333333333,143.82125866666667
81,-31.449346666666667,143.82121983333334
82,-31.449341666666665,143.821185
83,-31.449338333333333,143.82114783333333
84,-31.449333333333332,143.82111033333334
85,-31.449328333333334,143.82107516666667
86,-31.449325,143.8210365
87,-31.449321666666666,143.820997
88,-31.449318333333334,143.82096233333334
89,-31.449313333333333,143.82092866666667
90,-31.449313333333333,143.82089316666668
91,-31.449306666666665,143.82085583333333
92,-31.44919833333333,143.8208295
93,-31.449203333333333,143.82086316666667
94,-31.449211666666667,143.82089766666667
95,-31.44922,143.82092916666667
96,-31.449226666666668,143.8209635
97,-31.449228333333334,143.82099233333332
98,-31.449231666666666,143.8210235
99,-31.449233333333332,143.82105316666667
100,-31.449235,143.82108383333335
101,-31.449238333333334,143.82111466666666
102,-31.44924,143.82114933333332
103,-31.44924333333333,143.82118016666666
104,-31.449246666666667,143.82121216666667
105,-31.44925,143.821246
106,-31.44925,143.82128166666666
107,-31.449251666666665,143.821314
108,-31.449256666666667,143.82135
109,-31.449261666666665,143.82138616666666
110,-31.449266666666666,143.82142133333332
111,-31.449273333333334,143.821457
112,-31.449278333333332,143.82149366666667
113,-31.449285,143.82152716666667
114,-31.44928833333333,143.8215615
115,-31.44928833333333,143.821594
116,-31.449286666666666,143.82162866666667
117,-31.44928833333333,143.82166266666667
118,-31.44929,143.82169633333334
119,-31.449291666666667,143.82173116666667
120,-31.449293333333333,143.821767
121,-31.449298333333335,143.82180083333333
