Wavelength,1,2,3,4,5,6
350,0.052054424376187826,0.049960287212418776,0.04900859862116266,0.05227146689834052,0.054435300526236866,0.056152540143512016
351,0.052615641888558703,0.05045882353542629,0.049340509856528963,0.05261632931973167,0.05496711387220898,0.056717888249131466
352,0.05285688781462442,0.05071237141037875,0.04953557206606857,0.05288893103113077,0.05530975493534268,0.05708760717777738
353,0.05331439977472262,0.051124390506716036,0.049763296639350224,0.0531799375322492,0.055544787026607506,0.05733608999556669
354,0.05379445560951191,0.05155231585333777,0.05013470773657135,0.05357785949450951,0.05590618586062396,0.0576979770052613
355,0.054065622107570106,0.05183355944048161,0.05066269244571333,0.05410987587107492,0.05653733977008179,0.05832859403393314
356,0.054582744856904925,0.052357971068186016,0.051168849948987745,0.05466340295629054,0.05713997560559457,0.05896620764618142
357,0.054963902825462804,0.052675311996319696,0.05156368329220244,0.05508719597195756,0.05758722168384454,0.05942903033586242
358,0.05537118857290397,0.053007966316879616,0.05195627691514246,0.05549818346908982,0.05805725691377356,0.059906295722289796
359,0.056061707584288294,0.053686100410961175,0.052491023276173915,0.056070338600550454,0.058755971508739305,0.06062957749862279
360,0.056731272934680145,0.0543030075319716,0.053112607053786225,0.0567393132800277,0.05947260743691567,0.06135009525870092
361,0.05731453165312891,0.054807884651211176,0.053551708397609865,0.05721616869935272,0.06003569852394774,0.06193116319583945
362,0.057858701721731014,0.055270624431267755,0.05403176451088705,0.057714142105427545,0.060554436678037116,0.06247096602468721
363,0.05843806724652524,0.055784916853923096,0.05485340463590969,0.05854087622547299,0.061220267001111314,0.06313665327267233
364,0.05892572978413445,0.05621843791405229,0.05532503282690176,0.059068366304800224,0.061841773104153425,0.06378085834439168
365,0.05959173759753916,0.056809968724145815,0.05575788774207159,0.059549710373049645,0.06250713643121135,0.06445868554023683
366,0.060366492473273296,0.057509794089373505,0.05631451005193037,0.06012425929927946,0.06323954039127283,0.06519025553511876
367,0.06098522583915004,0.058092915421341186,0.056989987645521656,0.0608009211134405,0.06400918411454669,0.06596636959732302
368,0.061745220102576534,0.05873795946238044,0.05776193179407349,0.06160157225361172,0.06486039962178419,0.06683250286278648
369,0.06253074994448615,0.05944444038053643,0.05855316809891588,0.062439453383043055,0.06576606550938668,0.06776429455711536
370,0.06334119714921642,0.060219476002745534,0.05936299044260861,0.06330149338307392,0.06671547248740975,0.06874640287967729
371,0.06431950893645047,0.06109460870676699,0.06026604013583784,0.06425603794123061,0.06772538869943814,0.06978383545700968
372,0.06533664813356149,0.06204854319554654,0.06118670266020681,0.06523869371588345,0.0688076973278204,0.07087473444768203
373,0.06642026448113023,0.06306273923403816,0.06219499342165865,0.06629919156809719,0.06990454431184723,0.07198675213138574
374,0.06754230069883785,0.06408938348288387,0.06327408737407433,0.0674190817755407,0.07099951731534632,0.0731129831006352
375,0.06856883060980673,0.06504474289605953,0.06426240452634396,0.06846666065174198,0.07214844443114356,0.07428726406811259
376,0.06973607770988713,0.06613381708263755,0.06528456545238524,0.06954081692571457,0.07328312108629427,0.0754236027339382
377,0.07096607559918247,0.0672802967037519,0.06637093881888277,0.07067139591070136,0.07448870295725528,0.07662369984004931
378,0.07215948650253662,0.06839118934004466,0.06751006998857503,0.07185467011125378,0.07580718994255033,0.07794810903048366
379,0.07332078586494571,0.06947004849303588,0.06863618407968808,0.07303891154568407,0.07711719041388265,0.07928161327679446
380,0.07456445158262516,0.07065746480854614,0.06993737435347941,0.07437347265963068,0.07843252632596645,0.08060438602675886
381,0.07593696670473579,0.07196767025718652,0.07131687884101329,0.07578982602022993,0.07978723050739284,0.08197238858748693
382,0.07743729042174088,0.07337345971757343,0.07265347056747061,0.07719403333847887,0.08123411587432319,0.08345654429373986
383,0.07901486118868888,0.07488107508902431,0.0740670125546378,0.07866057702587517,0.08287764151978999,0.08510511136376608
384,0.0806667715469813,0.07645914393679795,0.07556864244311887,0.0802050866694568,0.08449965558115849,0.08673817337528837
385,0.08228928646769591,0.07800328822028875,0.0770971618679643,0.08178059934041082,0.08609509981373883,0.08835300693759846
386,0.08378771537573546,0.07942710295622511,0.07857853204321825,0.08332626992886005,0.08774003822126868,0.09001183157336393
387,0.08530504471545179,0.08086026815163376,0.0800438893745297,0.08485826823240536,0.08936803429128616,0.09164230081811595
388,0.08680219553506802,0.08228045946485767,0.08149357290269663,0.08635434755569595,0.0909456497111314,0.09323957183308518
389,0.08829403160760124,0.08369040403175854,0.08291588016711757,0.08780803395525649,0.09245057977632194,0.09476923318319075
390,0.08982008728340087,0.08510697927718884,0.08430123311207556,0.08923291940627122,0.09388638879651537,0.09620219647561365
391,0.09130525516388158,0.08651406790253188,0.08574334227422388,0.09073106700510837,0.09540489223510572,0.09773718932227882
392,0.09287556879503564,0.0880110978290874,0.08721325724672495,0.0922446152163176,0.09699002891472978,0.09932824684853427
393,0.09451846712017392,0.08956219483083591,0.0886939906292533,0.09375897007645483,0.09859082896590171,0.1009214478239477
394,0.0960815923831759,0.09100990063776986,0.09019518727405633,0.09531637756828709,0.10015280111409901,0.1024917135693978
395,0.09773433070374464,0.09257871599242903,0.09179632338307636,0.09693351151000074,0.1018286710623328,0.10416638401249641
396,0.09933159089169817,0.09410688066317767,0.09331660094489595,0.09846582077809062,0.1034516090889434,0.10579765447827259
397,0.10078942594156873,0.09548030743347204,0.09468395301697642,0.09986059975080357,0.10492660935178087,0.10729149814002881
398,0.10219792643769296,0.09675969873791468,0.0960522191888787,0.10124453892094538,0.10635141515314928,0.10871351496653886
399,0.10352276771354534,0.09800043582641627,0.09734724804995377,0.10255384464196296,0.10768135845512412,0.11003135391251018
400,0.10476715787094266,0.09918107729985823,0.0985063265432084,0.10373643037792372,0.10891106844075095,0.11125210829040745
401,0.10595337675608814,0.10029321216579686,0.09954294336524135,0.1048047915532532,0.11006438091151745,0.11240520157468477
402,0.1071410958510524,0.10141186274106923,0.10063161049760921,0.10590657180422454,0.11121948985808079,0.11355999808766654
403,0.10834141834552702,0.10255447873721978,0.10182441063923492,0.1071087309175192,0.11241478532505801,0.11475048565732963
404,0.10958062115446428,0.10372416864622562,0.10304183093177137,0.10833977188443271,0.11365235271379492,0.11598391886229778
405,0.11088001284519022,0.10492974053566649,0.1042067472807528,0.10952484697923126,0.11491972342775726,0.11725203058978546
406,0.11225038609757153,0.10624899043071666,0.1054601033914563,0.11079604290721697,0.11622336098212635,0.1185457215201708
407,0.11361753760938659,0.10756730552581842,0.10678750579463922,0.11213090331299899,0.11756981213251294,0.11989092547467713
408,0.1149992474407644,0.10888599928538685,0.1081452175468941,0.11349276337702152,0.11895934193869459,0.12127974779833517
409,0.11645109015262439,0.11026327294496392,0.10948672875295855,0.11484825733600271,0.12038618419641368,0.12268764926510506
410,0.11787476013755335,0.11161268408270249,0.11084586059132479,0.11621777602605263,0.1218315970445073,0.12412484108882907
411,0.11931792045620336,0.1129902650415088,0.11224242394079677,0.11762422702000479,0.12324751734773924,0.1255413447214097
412,0.12078590245196616,0.11439568376216828,0.1136586486624102,0.11905097945680063,0.12465214594479418,0.1269473166008898
413,0.12223426996739523,0.11576823790497916,0.11504674518621567,0.120448268973007,0.12611627442299586,0.1284027545478852
414,0.1237341097723428,0.11719431559114794,0.1164932821167625,0.12190468718871153,0.1275876970308513,0.12985407021616943
415,0.12529837451986328,0.11868558141509895,0.11797048054253595,0.12339652773630763,0.12908810065488827,0.13133380781466442
416,0.12691857430844636,0.12023410787852291,0.11946951568817443,0.12490819795658645,0.13063391210286468,0.13286793193248791
