time,x,y,nbar_coastal_aerosol,nbar_blue,nbar_green,nbar_red,nbar_red_edge_1,nbar_red_edge_2,nbar_red_edge_3,nbar_nir_1,nbar_nir_2,nbar_swir_2,nbar_swir_3
2018-05-22 02:13:51.024,-1593885.0,-3433975.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3433985.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3433995.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434005.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434015.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434025.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434035.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434045.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434055.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434065.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434075.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434085.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434095.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434105.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434115.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434125.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434135.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593885.0,-3434145.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3433975.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3433985.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3433995.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434005.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434015.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434025.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434035.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434045.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434055.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434065.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434075.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434085.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434095.0,,,,,,,,,,,
