Wavelength,1,2,3,4,5,6
350,0.05311681808552535,0.04931797628892051,0.04755458915948844,0.05041957434467994,0.053979457044300766,0.05498614785673156
351,0.053503228944064535,0.04966904623464932,0.04784721302941262,0.05078594892840824,0.05438476529146162,0.055389694488207054
352,0.053951173815322134,0.05009186532649033,0.048250202621707435,0.051247018332022644,0.05489257487264077,0.055864266478603375
353,0.054327665588968115,0.05045339396977083,0.04861154892472274,0.05161107297280252,0.05533969663472484,0.05629309001415927
354,0.05463155892371529,0.0507407891485122,0.04889250762907975,0.05186914973813091,0.05568727937922925,0.0566674460497213
355,0.05504666689947583,0.05111462754650086,0.04923843976543188,0.05228829717870484,0.05608921491800081,0.057139771777150135
356,0.05540287151483128,0.05147478977644827,0.04957863028404248,0.052675571760143695,0.05650249586791787,0.057571580572040176
357,0.05577637330055702,0.05183799443647051,0.04992524121904362,0.053075965478735235,0.05696573322684121,0.05802523050522094
358,0.05624125758005838,0.052234106995118566,0.05029883306307866,0.05354030489074945,0.057488417764184806,0.05854988085402015
359,0.05668926807745887,0.05264648436006091,0.050684251013047285,0.0539657226823931,0.057944607702175334,0.05901087236296636
360,0.05722308203643652,0.053128194234673264,0.051144462504300055,0.054472204044483406,0.058495618365587525,0.05954960067864827
361,0.05777453048421503,0.053635558131226994,0.051637658293239665,0.05500909301768811,0.059096221465585116,0.060143792836542455
362,0.05823666328623629,0.054099778403997885,0.052092289807662444,0.05547857190088603,0.05963037427638925,0.06071139030852711
363,0.05881625049839071,0.05461442553820652,0.05260158777978941,0.056054586712005285,0.06022282974519017,0.06134287298774641
364,0.05937056684437239,0.05510186081178868,0.05307520238632242,0.05659284642756688,0.06080051196780462,0.06195873691754225
365,0.059877103314676605,0.055579568409892144,0.05352522775387865,0.057083806317435856,0.06137676046382552,0.0625655763605296
366,0.06046551635850732,0.05617225882905694,0.05408010649992565,0.05768107864992749,0.06206644744711189,0.06326924976775362
367,0.06107995511995392,0.056735248319229166,0.054616402615065326,0.05828605023892189,0.06275714226674661,0.06396228551176765
368,0.06176405702785452,0.05735925902529852,0.055207207425461445,0.058964066707208815,0.06350070902458232,0.0647199092746572
369,0.06253301866506296,0.05809421645147239,0.05589768357203592,0.05974463543352391,0.06433143618433465,0.06558184472553566
370,0.06327730438176546,0.058760911824443596,0.056559148151882385,0.06048455416006396,0.06515216246302734,0.06640467699107899
371,0.06418440951550455,0.059604564611235415,0.05737335755521019,0.06136435891985172,0.06609842563540046,0.06735832583685769
372,0.06521239253557772,0.06058186627058853,0.05831011842809288,0.062357544566042755,0.06714015047036134,0.06841445859527562
373,0.06622171794055588,0.06153048828829913,0.05924313433474078,0.0633450380440005,0.06817520229036127,0.06946043958548744
374,0.06712331190041834,0.062373410635229234,0.060060050454971405,0.06422103592102789,0.0691232222702602,0.07041845660600561
375,0.06810983979105131,0.06329649711222031,0.060939734221612925,0.06517822755236241,0.07015257011910048,0.07145728389850019
376,0.06922604482379001,0.0643533395053959,0.0619377073544422,0.06626626413476884,0.07130259346902709,0.07261912290491442
377,0.0703454253448054,0.06544053351908696,0.06296059217677294,0.06736551901538669,0.0724633329355354,0.07379849873974545
378,0.07157508459559922,0.0665923507212265,0.06407551645172092,0.06853167645417603,0.073714180603434,0.07505965089306856
379,0.07284456726379722,0.06778005486080282,0.06523710719638867,0.06973899130308149,0.07500248805381317,0.07636004895743798
380,0.07410742219406202,0.06898817873083196,0.06640756491811492,0.07097032761854877,0.07629487021998803,0.07767304521880514
381,0.07546328327444769,0.07025897213668969,0.06762015888049089,0.07226670617277434,0.07766629136173255,0.07906070489172541
382,0.07683335027000764,0.07156294645076659,0.06886317252102434,0.0735855973534251,0.07907742151289036,0.08048748626143425
383,0.07827032052235708,0.07293053132005922,0.07017789429442212,0.07497692987684139,0.08056076101567014,0.08197888087758635
384,0.07984546732622878,0.07439553832425555,0.07160092395169554,0.07649464606842221,0.0821505661093852,0.08356449977638267
385,0.08138298568337202,0.07584107398537024,0.07299457823862392,0.07795954002497296,0.08369536956216335,0.08512531523947105
386,0.08295084566391431,0.07732734384920936,0.0744166492747116,0.07945223583162511,0.0852724345654846,0.08670915184234719
387,0.08453278638655239,0.07883042992797683,0.07585022348349212,0.08097173656144437,0.08687296533689805,0.08830599394213849
388,0.08602614751392178,0.08024538866029542,0.0772040059707111,0.08242922759676657,0.08839924344862223,0.08984762004531341
389,0.08754848379273968,0.08170426153073955,0.0785986984109364,0.083914718080841,0.08995178241907709,0.09139375207443058
390,0.08908786456185108,0.08316347012044535,0.08000426419374955,0.08538905215354449,0.09149287407656236,0.09292702788965937
391,0.0906135991690535,0.08458360662455801,0.08138660257938408,0.08682454755043943,0.09299457998714762,0.09443607996614846
392,0.09211478643588045,0.08601717112523012,0.08277541342780079,0.08828057074572934,0.09451653876408175,0.09596067226647458
393,0.09362876521574481,0.0874744365981374,0.08417628255209848,0.08974407041134416,0.096046318870687,0.09749426644188967
394,0.09515391194509082,0.08893429795175925,0.08557860512064337,0.09121161691149475,0.097572951098848,0.099026561022354
395,0.0966720190007356,0.09037016224599713,0.08696576059781501,0.09267711224079007,0.09908606119673857,0.10054386955917151
396,0.0981865349783407,0.09181946207064348,0.088345705454635,0.09412569670163264,0.10059991724629824,0.10204437309078619
397,0.09962004565899595,0.09318048546646308,0.0896494848865272,0.09549386634151852,0.10202950299560493,0.10346255014867585
398,0.10095995631193429,0.09444830621615276,0.09087298614554529,0.0967751614219237,0.10336368098710708,0.10479109995087779
399,0.10226003344680899,0.09571025416091268,0.09207574613872552,0.09802032310630977,0.10466468255450746,0.10608193943049446
400,0.10349321568663479,0.09687561560606073,0.09320697807280437,0.09920442529524923,0.10588560727210412,0.10731083324097708
401,0.10464489730056181,0.09796083292864477,0.09425726393180366,0.10030350097311501,0.10702492606021043,0.10846462946147419
402,0.10573545805752632,0.09901217630838031,0.0952571391684173,0.10133952583194664,0.10811517266879873,0.10956095709028078
403,0.10684305380288331,0.10009296429461059,0.09629875514549317,0.1024218448925309,0.10923654370488232,0.11066959557431556
404,0.10803040655033996,0.1012320401040634,0.0973896682593268,0.1035675050201164,0.11041434058633331,0.11183688300486999
405,0.10925547406376496,0.10239301006530667,0.09850019220171094,0.10473511825019659,0.11161814978528486,0.11303475966261922
406,0.11046488720772399,0.10354292810292716,0.0996104697695104,0.10588774868876222,0.11281846529720746,0.11423017897649414
407,0.11179991234587768,0.10482693621076472,0.10085192329051328,0.10716238205131781,0.11412989691735312,0.1155455104679389
408,0.11318659139473124,0.1061566481405013,0.10213355935672612,0.10848485509810407,0.11549606945547757,0.11690525268159041
409,0.11457457995832143,0.1074851772511746,0.10340667426626789,0.10980922832328431,0.11687000459755299,0.11826247348199033
410,0.11595570855260817,0.10882531678420072,0.10468331359978299,0.11113490433169536,0.11822985520638142,0.1196153475392962
411,0.11735501431265229,0.11016092171210198,0.10596929518601769,0.11246011635233677,0.11959408009831318,0.1209710824920054
412,0.11875850243729777,0.11150123344243258,0.10726227925983604,0.1137893469844793,0.12096430380758537,0.12233779587862567
413,0.12016386749648275,0.11286274512443137,0.1085680454124223,0.11513625679559039,0.12234705602950656,0.12372364279669029
414,0.12161401107636768,0.11426683808072788,0.10991599946059559,0.11653445907599885,0.12376771377280954,0.125135676214196
415,0.12310518758889195,0.11569889739818957,0.11129720753660449,0.11795405721178223,0.12522147921092355,0.1265820464435369
416,0.12464082435770706,0.1171708417439751,0.11271594446590581,0.11940377173776129,0.1267129686759426,0.1280605760301251
417,0.12622321229730227,0.11869920970453014,0.11417956330187129,0.12090508657524018,0.12824645296335094,0.12956618212334112
418,0.1278542971450434,0.1202753884302289,0.11569891791592044,0.12246797395044101,0.12982089127793817,0.13112790569701877
419,0.12954973843392006,0.12190265023229467,0.11727318173484813,0.12407639074882702,0.13145024067743993,0.132739610405162
420,0.13130874122823463,0.12359072255943011,0.11890499095313775,0.12573051453949638,0.13313757525230582,0.1344014352744869
421,0.13311185492030175,0.12535454137451382,0.1206011138977115,0.1274504002121855,0.1348729298717379,0.13612328058111842
422,0.13500098921853246,0.12718451862174698,0.12235148311120604,0.12923646448214224,0.13667517194628312,0.13790526955533533
423,0.1369033414002851,0.1290219516491425,0.12411268013839935,0.13102915645506752,0.13848317914312738,0.13968990001798506
424,0.13879638195866195,0.13085999545812801,0.12588728400924787,0.1328186269365085,0.14028438114519073,0.14146875981213253
425,0.14084890670842523,0.1328441690660861,0.12780814916165373,0.1347532516284524,0.14223446336952922,0.14338945087261426
426,0.14300974207001593,0.13494331498690706,0.12983093783806704,0.13679931277402435,0.14428339815757182,0.1454042659361381
427,0.14526717320527693,0.1371389427500011,0.13194433769003347,0.13893466950572492,0.14641577425522145,0.14749945446363763
428,0.14762987555317852,0.1394224270700387,0.13415358511758196,0.14114838998085505,0.14863436295284238,0.1496791466854398
429,0.15008115189792393,0.14179303130570417,0.13643389058132271,0.1434513540917419,0.15092318264429327,0.1519281521027231
430,0.15258405149440168,0.14422999456304614,0.13877949258617464,0.1458071769791363,0.15326303631012775,0.1542227040031508
431,0.155086480990252,0.14667449571546692,0.14113868351697376,0.14815992805941255,0.15560448763738194,0.1565148660830772
432,0.1575351661350389,0.14903862432565046,0.14341509529651683,0.1504481870166817,0.15787447408040825,0.1587403275910811
433,0.15992669848980998,0.15136547980473117,0.1456601226613995,0.1526938579918726,0.16009847920391249,0.16092006548494278
434,0.16227379710276194,0.1536568732555854,0.14787246819480104,0.15490037301384696,0.16227856125366938,0.16305428481990825
435,0.1645816826071211,0.15590336250098658,0.1500384576495284,0.15706275539754694,0.16441058902889638,0.16513806715627935
436,0.16680369943306797,0.15807573042665163,0.1521285523049822,0.15914806171270895,0.16647155523322707,0.1671487152007051
437,0.16900158511685542,0.1602204763630599,0.15418849815180877,0.16120481206816326,0.16850142757861206,0.16913517518065405
438,0.1711793908086005,0.1623427723126068,0.15623158769806245,0.16323987091810616,0.1705077995563853,0.17110036208453847
439,0.1733057936520513,0.1644203115394297,0.15824482811227733,0.16523215028755664,0.17247485349263617,0.1730185112748752
440,0.17536094625772894,0.16642622897703077,0.1601775774601317,0.1671558462422743,0.17437228797329093,0.17487248372524394
441,0.17731845207884397,0.1683392285011032,0.16201563625340987,0.1689891749204588,0.1761814282614907,0.17663996467473486
442,0.17916635512372708,0.17014556208835227,0.1637520019029035,0.17072019484076467,0.17789121490289575,0.17830877172175577
443,0.18092383254063354,0.17184986989039763,0.16539178321621426,0.17235895023964434,0.1795075473910127,0.17989001545853844
444,0.18254156443135844,0.17342120904804997,0.16690529154265993,0.17386875420382045,0.18100059084812442,0.18135233154686536
445,0.1840119142893289,0.17485804637075136,0.16828689615175904,0.1752460992952121,0.18237019258723638,0.18269474089275026
446,0.18534668215919814,0.17617012538991367,0.16954351346722776,0.17650273505152123,0.183627853794819,0.18392836896957226
447,0.18656942240896762,0.17736369049037568,0.17068962639222945,0.17765810780983815,0.1847840500762323,0.18506428946302997
448,0.18767347099960452,0.17843940239244266,0.17172072639311445,0.17869626615717485,0.18583040320407995,0.18609813036389525
449,0.18865735027155256,0.17939580867369764,0.17263546764747023,0.17961818539407037,0.1867672407823152,0.18702691353480053
450,0.1895241198842469,0.18023124600855667,0.17343617840415185,0.18043749384691615,0.18760213309918433,0.18785063207954958
451,0.19025375778061296,0.18093782383365728,0.17411038154716083,0.18113258111605796,0.1883219947555429,0.1885663227495069
452,0.1908818678250411,0.18154667510418382,0.17469216804739712,0.18173444759822047,0.188954051911847,0.18920039528060792
453,0.19143538657281603,0.18208058173639224,0.1752049012062275,0.18226744286956453,0.18951993467046468,0.18977157488464091
454,0.19190230889061552,0.18252922975865504,0.17563225545945965,0.18272238580677264,0.1900136741831331,0.19027012156944947
455,0.19230814816508243,0.18291839195750612,0.1759991109164761,0.18312034263621702,0.1904528618310455,0.1907165490239786
456,0.19265488787588161,0.1832490752200113,0.17630834485175712,0.18346154740033352,0.19083656490176612,0.1911131840264469
457,0.19294245743236396,0.1835203285664762,0.17656127531753418,0.18374553527836932,0.1911644539719519,0.19146076533518522
458,0.19320343651680574,0.18376746175608386,0.1767906553616152,0.18400584340790743,0.1914716330204784,0.19178437391294959
459,0.1934284614639816,0.18397606049530635,0.17698213392133033,0.18423159996328398,0.1917481398722886,0.19207318268704962
460,0.19363759773339095,0.18416569709452013,0.17715653027058686,0.18444119959380967,0.19201001802594866,0.1923453565871232
