Wavelength,12FEB,26MAR,05APR,03MAY,04JUL,24JUL
350,0.03948548072561821,0.03283156810681047,0.04570440578504451,0.042965253829358646,0.048968802172222346,0.05516965843203592
351,0.03981928011900508,0.03301687149229648,0.046312200944351026,0.04334360077968413,0.04934649368047952,0.0557480359472574
352,0.040005322919769284,0.03313466475035953,0.046563783177587845,0.04366217814123387,0.04959420706825314,0.05588675563848705
353,0.04004622775271828,0.033097278288828205,0.04655128501551395,0.04368544378194349,0.04970061918779407,0.05601315426185969
354,0.04082294449057543,0.033609741096062795,0.04730393514834133,0.044327837491206376,0.05059337983133215,0.05696274239713513
355,0.04125718474488234,0.03383596313947752,0.047746591646676995,0.04463513379111138,0.050930336664707865,0.057451586590823056
356,0.041531444494835056,0.03400200974445143,0.048022069972135525,0.044976064028848246,0.05113847867492613,0.05784452111360593
357,0.041692143192537466,0.03418383750887462,0.048280212199322006,0.04520893089323663,0.05131567237616092,0.058209868190480296
358,0.0418367999223561,0.03426387385874065,0.04851785628590774,0.04525538745077299,0.05133916315490254,0.0583852081115589
359,0.04206354712788901,0.03441237160881626,0.04871311068248897,0.04544941793078682,0.05161996356536619,0.05848794158910408
360,0.04244133733492966,0.03466875080692024,0.049114719060939005,0.04580515545097675,0.051966584546037184,0.05911430774047799
361,0.04278804339763727,0.03485065753040355,0.04956333882135944,0.04614909529763071,0.05234212799899207,0.05962550740789785
362,0.04308169126198155,0.03502416860907523,0.04989262968310945,0.04638246828677286,0.05271761323082022,0.05998142095634214
363,0.04333113142812055,0.03518704418270473,0.049987189224829004,0.04649533009266532,0.052755572225098135,0.06032663423862421
364,0.04369173559729972,0.03542567362105173,0.05032767301644966,0.04676545160092477,0.05309683048472427,0.060705514479731354
365,0.043919507922960115,0.03564078509926574,0.05065289542155223,0.04706247922117509,0.05334928153116651,0.06108027872883047
366,0.04404053061863643,0.035673525779484655,0.0507441468439293,0.04714869549884551,0.05349421116989708,0.0613306968074844
367,0.04438251249349083,0.035879764823530946,0.05098640657127167,0.04735218003428526,0.05365124237401933,0.061630030727529025
368,0.044730716102470966,0.03612163966026269,0.05132161262082162,0.04763791852970606,0.05396769689159315,0.062102881574308474
369,0.04507030237213784,0.0364145356708062,0.051760089305249994,0.04802297898617807,0.05433809045466009,0.06254503522075745
370,0.04526782152660169,0.03660591448421032,0.05210668323830994,0.04817520206166927,0.054593327348285474,0.06292513259472304
371,0.045483395534971924,0.03680003005974883,0.05247019596578125,0.0484839062456539,0.05486154233191711,0.06336390724424837
372,0.045806624643560556,0.037037010320023545,0.052759890778649926,0.04878125934761639,0.055188623911544554,0.06368168624246115
373,0.04617638283937433,0.037263791760429765,0.05306323616088507,0.0491079661238448,0.05560625542687306,0.06407322121120779
374,0.046565228695452744,0.037538015094686,0.0534912986196104,0.04955053412346662,0.056071043818513217,0.06477555474178798
375,0.04693178343785423,0.037883987576499877,0.05396218223409522,0.05006400957189268,0.05659206962551058,0.0654042509414641
376,0.04730649139532309,0.03814211959022756,0.05440135475890846,0.050520195348138695,0.057061719625498636,0.06587223501754148
377,0.04768189482230694,0.03838268012939731,0.054888933163413214,0.05088745024220343,0.05751086103606635,0.06643178977405964
378,0.04798152084217194,0.03861694450230536,0.055303898037396756,0.05113592986761103,0.057855891702109204,0.06687548433181145
379,0.04836591190123263,0.03897032065586958,0.05577682440777484,0.051543768781931516,0.05825224441816912,0.06749458501964611
380,0.048757314497997015,0.039199842688010716,0.05618453754100197,0.051955768519514764,0.05870655982086297,0.06802154853348374
381,0.04906942559666287,0.039330064547437794,0.056508363797557894,0.05225012899411108,0.05905564357594967,0.06836858915830932
382,0.04949369004234075,0.03969090505243544,0.05705883379545212,0.05280152604920379,0.05959331083528302,0.06900220952942397
383,0.04991200500291766,0.040001849328764716,0.057547696269230474,0.05323900693838836,0.06019194564792857,0.0697048748199032
384,0.05027999078260981,0.04023077485437887,0.05799540182957819,0.053623273781227665,0.0606636736854269,0.0702340848081353
385,0.050590322946323985,0.040490732700963185,0.05838544463875528,0.05396504778883548,0.06105673623981793,0.07063282008998248
386,0.0509251625269098,0.04080304665816703,0.058838494738059854,0.054455052527004506,0.06149851517887023,0.071226962687241
387,0.05135528903359128,0.04108617083528351,0.05933745134177295,0.05490775843313446,0.06201971897931023,0.07187181701806244
388,0.05170190788518836,0.04132013592454799,0.05974883696130907,0.055279196974813774,0.06239540078327556,0.07236588395085533
389,0.052074954442749406,0.04161680382383648,0.060215699232146,0.05566568174940712,0.06280737871070144,0.0729572384959023
390,0.05237249293228996,0.041819763053185896,0.060584761760829296,0.05607024509780983,0.06329352164068835,0.07345103839101144
391,0.05265825789843939,0.04203845800461442,0.06088414104637523,0.05635472882759144,0.06366018435461981,0.07380268317094094
392,0.05289960940377095,0.04224931947949132,0.0612556912343024,0.05671551551237301,0.0639103631491007,0.07421220626548228
393,0.0532240631602103,0.0424880977110378,0.06167154592104905,0.05705858890153607,0.0642364303612965,0.07476990691677263
394,0.05361185172130285,0.042738710612543626,0.062063965933273596,0.05739128109672468,0.06473152658634063,0.07525304793826229
395,0.05402703245586569,0.04306382281889782,0.06250122876714675,0.05780925854640644,0.0651868949422115,0.07580318942547307
396,0.054360885924662546,0.04335403398927146,0.06294806617161541,0.05821735858787861,0.06558027366838061,0.07636377418214296
397,0.0545835320936227,0.0435321686063503,0.06321897814287458,0.058482578537901266,0.06582834432370552,0.07680430995503305
398,0.054797347175693054,0.043674294699666244,0.06347317216854764,0.05873762935646402,0.06609654696682826,0.0771014031195096
399,0.05501637029485319,0.043887999443015524,0.06374282517822771,0.05896570270983981,0.06642149232638371,0.07748503743175822
400,0.05528758296672451,0.04411482851735974,0.06401455950377916,0.059263147342774825,0.06679823600886306,0.07786510732875654
401,0.05548598609460595,0.044291632233368974,0.06432224259617966,0.05952295316251053,0.06708945777745737,0.07823077912988118
402,0.055700549947689595,0.04441740999097542,0.06460059378315702,0.059826097419255424,0.067371252714997,0.07859121206815478
403,0.05589576765871081,0.044532159321030766,0.06480229261005263,0.06000829020887433,0.06764815973534351,0.07888975284918287
404,0.05611403449662182,0.044685928694322655,0.06504990224208029,0.06025526598869926,0.06794294534498083,0.07921152803678386
405,0.05630714734718173,0.04484865800314828,0.06526433777904468,0.06054554713957369,0.06821748263418981,0.07957232143675944
406,0.05651514818539271,0.04505858742956369,0.06552135814908891,0.06083056908623877,0.0685574655696777,0.07996733556860228
407,0.05673851350015936,0.04524332268379523,0.06584192337549807,0.061178364230839326,0.06890872759524017,0.08037461174971167
408,0.05695208717976634,0.045420762471003004,0.06614519039159332,0.06141926513077123,0.06923730753538082,0.0807467477484722
409,0.05720313383300834,0.04559882856297596,0.06642221590355973,0.06169874103136179,0.06956189897829693,0.08115469428068581
410,0.05738939851046979,0.045786594346975615,0.06670455915899423,0.06198854405449972,0.06987297986303209,0.08153714801117673
411,0.05753616444876544,0.04594277646245641,0.06691935387299701,0.062191467663031165,0.07016075533584575,0.08182193042179975
412,0.057734767283158,0.04609837190176112,0.06715356002715421,0.0624836363939234,0.07047424046602555,0.08215037879974316
