Wavelength,12FEB,26MAR,05APR,03MAY,04JUL,24JUL
413,0.057979403589502085,0.04628796045299283,0.06744055608469096,0.06275534646738323,0.07079219790040672,0.08254465232973512
414,0.058233020214010285,0.046485927122572615,0.06775913982358145,0.0630624530017532,0.07114191948986581,0.08294862485237708
415,0.058395464812770866,0.04662901991351265,0.06799238544622856,0.06330352160099541,0.07140991686702783,0.08325104540657326
416,0.05856431212044588,0.04678044054195772,0.06823389925501251,0.06352775809336406,0.07167949535012642,0.08359660701616832
417,0.05875885975025785,0.04694988357148169,0.06845807781667951,0.06379361150610682,0.07198744523114722,0.0839609361267212
418,0.058942002923939064,0.047107402909085425,0.06870328512240084,0.06403074924100452,0.07226122027765006,0.08429455288615459
419,0.05915568429302672,0.047271385937591004,0.0689850758701872,0.06435014050314856,0.07260836184116135,0.08466924163325845
420,0.059347784996279046,0.047424868278522755,0.0692389039593399,0.06461336748089183,0.07286202296964171,0.08502359356283196
421,0.059518419151378926,0.047581324135243935,0.06949484575545253,0.06492039660497148,0.07313596623120266,0.08533042242531494
422,0.05968988198983692,0.0477606482172768,0.0697208176672443,0.06520542180322882,0.07345344572334872,0.08569041484521069
423,0.05983311866941212,0.04790991324057784,0.06992825705962258,0.0654161234379255,0.07372947814116887,0.086016955220601
424,0.0599977799720795,0.048025327206236354,0.0701641824638522,0.06564479124502531,0.07398048271604259,0.08633800551199916
425,0.06016408248062631,0.04820842431509534,0.07039958784728498,0.06592438869024154,0.0742562028786524,0.08667158329201648
426,0.06032880537715074,0.04838197087315856,0.07063583741496199,0.06619340126730497,0.07455779887348923,0.08698492663433689
427,0.06051857771758608,0.048524077824922504,0.0708680827930618,0.06647601675661848,0.07486584649666274,0.08729494894664958
428,0.06070694202998938,0.048722295580996,0.07114744120079355,0.06674522058881974,0.07515962671180465,0.0877230054177853
429,0.0609145942107268,0.04888937134819461,0.07136917374299091,0.06698907095048483,0.07546243752852,0.08807224294437657
430,0.06110642496338187,0.049050818961095415,0.0716144165597984,0.0672301706804025,0.07579324297892617,0.08844213225277076
431,0.06128338832179412,0.049209287650138114,0.07184776441570409,0.06747249842943438,0.07608746871468984,0.08875322620179985
432,0.06144681207790746,0.04930986911455142,0.07201139943230811,0.0676536364047006,0.07635742395904324,0.08905925319407978
433,0.06160008674560767,0.04945036242746811,0.07220499577069073,0.0678713631887987,0.07658803111423321,0.08935512317897168
434,0.06174158772497443,0.049604242448017394,0.0724004482617526,0.06812489113309256,0.07679768484108848,0.08966758444330776
435,0.06187723293102437,0.04976987996570619,0.07260458665049083,0.06836618837330002,0.07703981062176343,0.0900149975451909
436,0.06205696491650553,0.049946662810613565,0.07285501685266793,0.0685598703713843,0.07731830917005669,0.09034038433830202
437,0.062218688705972934,0.05010884693255972,0.07308826721717898,0.06881316038600614,0.0775720177245663,0.09063553310407714
438,0.062317546792340334,0.05022268808010984,0.07323955687633922,0.06891016752717878,0.07776333641474412,0.0908656967170548
439,0.06241491817087348,0.050327289833007355,0.07337184605961519,0.06909727958076632,0.07796743978177491,0.09109299450352325
440,0.06255236620212468,0.05045038022623327,0.07356075316729783,0.06926620789479046,0.07814565195246503,0.09133598461530863
441,0.06269972647089861,0.0505768799110672,0.073763282778995,0.06946288714719147,0.07839630326214542,0.09160615258094612
442,0.06282502534120221,0.05068890343699609,0.07395362528083023,0.0696389304550974,0.07864715937249164,0.0918671002417979
443,0.06296067363361016,0.05081752750101083,0.07410292835761623,0.06983571625197377,0.07887004750118835,0.09215137942448243
444,0.06308050180522481,0.05093740473240453,0.07427263214682914,0.07004339984677266,0.07908137673612989,0.09239696384054007
445,0.06321710695146701,0.051059711839724575,0.07446600887914476,0.07023902341067759,0.07927754475966788,0.09263823823373388
446,0.0633690121013647,0.051193111518759236,0.07466831247512151,0.07042187676673908,0.07950069410222207,0.09290041803852225
447,0.06350892632551437,0.05135132273445072,0.07484520374048637,0.07063465313202859,0.07976515096699269,0.09320858377852542
448,0.06367152808972863,0.051478497017617156,0.07506339337467882,0.07087152350867776,0.08002221714334981,0.09348489406934325
449,0.06383789163506871,0.051604621776557225,0.07526995923069893,0.07110039177060656,0.08026522639271366,0.09376188455531789
450,0.06400467300693946,0.05176224181919608,0.07546371175350632,0.07132005832156069,0.08051127942451816,0.09408007398692582
451,0.06418335630499536,0.05189448261180604,0.07567485412872657,0.07155485830646298,0.08077813591308775,0.09437194757476278
452,0.06435754091801268,0.05206155152747232,0.07590819224585521,0.07177671312510336,0.0810391281928079,0.09464943611044743
453,0.06454158398457638,0.05223665489160528,0.07615551119890558,0.07204162711193701,0.08130625907939741,0.09495798532722782
454,0.06472703325663524,0.05236187748696095,0.07638858262793119,0.07232310317260225,0.08157185740514643,0.09529675051600334
455,0.06494231978233639,0.05254035783885194,0.07664125639787395,0.07259418610057637,0.08185705605268323,0.09561868722625524
456,0.06515122974733584,0.05271039256677627,0.07689277099150293,0.07286234280103557,0.0821370813139149,0.09593896771012822
457,0.06533478747917862,0.05286007694483831,0.07711894336205644,0.07311925608126164,0.08239751284298755,0.09623881583718238
458,0.06551717855734404,0.052999611633617064,0.07732999372861354,0.07337806500804171,0.08267760922143563,0.09652840914871463
459,0.06567926638204985,0.05315445423790134,0.07755147186640798,0.07360061576861321,0.08292783578949225,0.09681853032282384
460,0.06584118691916421,0.053313311642507924,0.07776048586615081,0.07384062716767836,0.08318484266719493,0.09712917731244333
461,0.06598690678425909,0.053453560206259396,0.0779516694131635,0.07407215661230201,0.08342447038730581,0.09741463211644746
462,0.06613299119770888,0.053564749569989786,0.07815957267703043,0.07427287748788898,0.0836695091002845,0.09764962951883539
463,0.06628987885427765,0.05369681443531715,0.07836256216248505,0.07447794281887991,0.08391255515579546,0.0979247883867976
464,0.06642917755026961,0.05383409035751116,0.07854784928721488,0.07470397660385013,0.08414398153379873,0.09819314519920053
465,0.06657560738568191,0.05396473157098769,0.07876273631245201,0.07493305215834617,0.08439422535514204,0.0984602477879537
466,0.06670236190468457,0.054095981905615875,0.07893049183845864,0.07511955440665714,0.08462537087213205,0.09870917850044139
467,0.06682206871449367,0.054216110572062964,0.07909690384803315,0.0753157593455564,0.08481536374186371,0.09894982323643318
468,0.06694378416606325,0.054327237798173895,0.07925506871414001,0.07551498111118589,0.08500575302801461,0.09918257193143898
469,0.06705727004750409,0.05441824581688398,0.079413330761095,0.07568644543634294,0.08521926052389647,0.09938621624365296
470,0.06716402864329024,0.054525928139457544,0.07958027104474526,0.07587809701733532,0.08543086297881697,0.09960350620213898
471,0.06726638504844676,0.054639003197281585,0.07972899704491554,0.07607395409328338,0.08563691283943503,0.09984062217597532
472,0.06738790270281267,0.05476451396871206,0.07987900025596642,0.07625347124048654,0.08584717606938422,0.10009631609173122
473,0.06751956020182352,0.05486437211387929,0.08004174849083899,0.07642946603818053,0.08604395964542542,0.10033211152289687
474,0.0676326215829967,0.054976551070744964,0.08020226893686692,0.07661234278330809,0.08623648509064163,0.10053127197123482
475,0.06774103416018068,0.055093293309100205,0.08035430460858935,0.07678514397948914,0.08642016801590255,0.10073608436467285
476,0.06786796153797377,0.05519332135785698,0.08051128878327979,0.0769660576653156,0.08663268404513454,0.10098512970238321
477,0.0679770610352646,0.05530353967827725,0.08066028635244263,0.07713556616519149,0.08684975483489951,0.10121916165049614
478,0.06808690447334434,0.05540731046066585,0.08081231966869179,0.0773221241989242,0.08704367631610202,0.10143870763881956
479,0.06820259070132853,0.055514910427086686,0.08096232886048046,0.07751992113097807,0.0872348770517728,0.10165615074967613
480,0.06832107226614506,0.05563092778993005,0.08110893960758953,0.07771054058688173,0.08742692039535871,0.10187461025567732
481,0.06843950961358819,0.05573060106386012,0.08125135250163816,0.07788285536909867,0.08761212130732221,0.10209111224609443
482,0.06855322589788372,0.05582749130677324,0.08140340038565033,0.07805991826142857,0.08783018962998682,0.1023057319246593
483,0.06868710159627317,0.05594385188305609,0.08159126584102841,0.07827717047361704,0.08808219112967836,0.10254850958421363
484,0.0688312845044474,0.05606114403368224,0.08174769771770657,0.07848610135599711,0.08827893906507622,0.10278392386863236
485,0.06896391950253128,0.05619034959324963,0.08190408837865135,0.07869925839378358,0.08847970231441862,0.10300991325452245
486,0.06910301580064684,0.056315585312465964,0.08207826413394945,0.07889107406047499,0.08869416366677733,0.10325084138019078
487,0.06923684516830117,0.05641229786997437,0.08224967735999857,0.07908002307796418,0.08890211572660384,0.10348665986142891
488,0.06937811237429584,0.056522842444888706,0.08239642601821272,0.07927543759142047,0.08911482306896305,0.10373986830074702
489,0.06951505729244062,0.056647650401337596,0.08255447282021683,0.07947516453337285,0.0893099335037837,0.10398971528022827
490,0.0696329368834338,0.05676071130088564,0.08270996063023195,0.07966746095261805,0.08950364446118722,0.10421045266618705
491,0.06974559296245089,0.05685778680529553,0.08287879169474605,0.07983672738364,0.08971404339160836,0.10440200193148072
492,0.0698570364249823,0.056954993111216407,0.08301735366039346,0.08002797504612269,0.08990593082474496,0.10460575976072856
493,0.06996343265328696,0.0570433771066564,0.0831500081414848,0.08020351489595905,0.09009637708442278,0.10482351043908016
494,0.07007635424400036,0.05713853840820196,0.08329862949708203,0.080364537286012,0.090295756236799,0.10505463061907375
495,0.0701979009676072,0.057251680757348926,0.08345972676444166,0.08054558310890765,0.09048560042115529,0.10527390441767658
496,0.07033123417166864,0.057370962467885596,0.0836118170015053,0.0807299202211885,0.0906786244728002,0.10548383601373967
497,0.0704550747738896,0.05748896568082462,0.08376774749798863,0.08093119243985253,0.09087541617200037,0.10570464418146469
498,0.07055995341736324,0.0575935995501658,0.08391185803098196,0.08112745983833128,0.09106966425791294,0.10592602690559236
499,0.0706600619876073,0.057682463727800386,0.08405475971622403,0.08127613060594417,0.09127196287270893,0.10612262649611744
500,0.07079252457239321,0.05781112207199483,0.08420980676817977,0.08147380478413181,0.09146645919349271,0.10634873976286323
501,0.07093276387045007,0.05793367556718226,0.08438554502191001,0.08169659402413935,0.09166017585473722,0.10659168859669194
502,0.07105250614953548,0.05804332196505911,0.08456480211842818,0.08188658670697187,0.0918677361793705,0.10680873461743134
503,0.07118030737769865,0.05816871871857069,0.08470738458839097,0.08208824030798108,0.09205865942002456,0.10702740939720114
504,0.07130769735962056,0.05828511241616392,0.0848524774063271,0.08228363431473268,0.09226404479774039,0.10724335340365784
505,0.07143891614404804,0.05839795774720792,0.08501867891211355,0.08248273183923355,0.09248562500347937,0.10747453983283009
506,0.0715631372083856,0.0585143563094708,0.08518978092220014,0.08267161177299921,0.09269330205036852,0.10770149744892041
507,0.07165577722466468,0.05860376899298976,0.08532520186037561,0.08285394060208712,0.09286246327909173,0.10791666678441267
508,0.07176466945402138,0.05870990800374004,0.08546491112673071,0.08303553279870925,0.09306962557783767,0.10812717678095599
509,0.07189299641481378,0.05882961708558258,0.085622429126467,0.08320755944294858,0.09328994416800554,0.10833081519499071
510,0.07203616774549523,0.05895175593891308,0.08577613520412858,0.08339281441742213,0.09348002138587708,0.10856995781476822
511,0.0721585526648186,0.05906605020407523,0.08593337417304982,0.08358590725367919,0.09370034508669127,0.1087797936212414
512,0.07227398708397799,0.059189819115503264,0.08609655389198356,0.0837904543264354,0.09393789359339742,0.10899076609487328
513,0.07239022718555232,0.05931651120280211,0.0862602769714253,0.08399058671957657,0.09415958485446517,0.10921149655717781
514,0.07251193614078999,0.05939954427148714,0.08641582194551424,0.08415890505380391,0.09435353490422577,0.1094145131962576
515,0.0726330749831574,0.05952027706654499,0.0865673882931588,0.08433736484925039,0.09456050390188186,0.109635287181756
516,0.07275831917835093,0.05964928686491933,0.08673523899576592,0.08453293290733278,0.09477164355416483,0.10986632440145769
517,0.07288772574927677,0.05975762076603115,0.08690808073263875,0.08473817539469147,0.09497366604351228,0.11008398777830657
518,0.07301198431817237,0.05987266560603381,0.08706740894519222,0.0849996760593165,0.09517432688681882,0.11031095644716153
519,0.07313604476097604,0.059998010517624864,0.08720244472217724,0.08523680821332374,0.095377472366934,0.11053414056547767
520,0.0732667188994796,0.060122930824293326,0.08734393267064862,0.08543920623191109,0.09559089384161258,0.11076002744311553
521,0.07337950655281758,0.06023276522806313,0.08750647662034075,0.08559195291836093,0.09578479485945984,0.11096375106597939
522,0.07347747201873062,0.06034536464144546,0.08764623387684911,0.08576853517015326,0.09598241349183483,0.11117392094111361
523,0.07357832945899737,0.06045498611417392,0.08778129347320744,0.08598110107634248,0.0961719128608635,0.11138649286763266
524,0.07372136990121184,0.06056573078093866,0.08793227154465813,0.08617244774493031,0.09635768823568053,0.11159053687277057
525,0.07384004580069453,0.06068698233762988,0.08809118085351507,0.08636867672408399,0.09655722115422238,0.1118096119161511
526,0.07395468254785256,0.06078968685161179,0.08828104602323084,0.08657893548487008,0.09675165678025792,0.11201929869438615
527,0.07407938357588553,0.06090547056993387,0.08844263190874588,0.08680159819544138,0.09695840991552948,0.11223483079172011
528,0.0741867556489578,0.06105612642707265,0.0885938000577998,0.08700954917385116,0.09717819714838456,0.11244409334739738
529,0.0743090155590119,0.06115954923454078,0.08873802948949658,0.08715307698146575,0.09738201846732297,0.11265189127066362
530,0.07445309847829835,0.06126545214422252,0.08890525748172626,0.08732890154766887,0.09757857809480279,0.11286611832877735
531,0.07458749402475187,0.061372999362127915,0.08906154363349669,0.08748765924305335,0.09776804426293365,0.11307206620156529
532,0.07468833484386604,0.0614730532822787,0.08918664162377563,0.08764869250051965,0.09797306764616807,0.11327710457401971
533,0.07479690276563083,0.06157981331758568,0.08931277750306818,0.0878164264941022,0.09814875460529475,0.11350261719817165
534,0.07491346804309679,0.06169384378567441,0.08946200424080974,0.08798257894757347,0.09833137948082665,0.11371672990986811
535,0.07503487735899046,0.06180799345273959,0.08962907543349352,0.08814005487398593,0.09853289691940226,0.11390402532886407
536,0.07516648350939314,0.06190994511444245,0.08976827516867884,0.08831859455381888,0.0986980327768516,0.11409285236248468
537,0.07530219589006346,0.06201404423037242,0.08989900701819595,0.08848066603033417,0.09887914830448732,0.11429939282263502
538,0.07542249137502077,0.062114708488137736,0.09003549771898164,0.08864626943202852,0.09907116432016284,0.11449811802871948
539,0.07552910225150969,0.06221187541399577,0.09018347835706135,0.0888417452674609,0.09926502990286615,0.11468528953758608
540,0.07564410339571984,0.06231774994111095,0.09031504853726327,0.08902255439096533,0.09946165148300343,0.11489686825463766
541,0.07575616918726996,0.06242651010486842,0.09043448703192762,0.08919201896291462,0.09963058169634073,0.11508238905271921
542,0.07586362526658734,0.06253407921355945,0.09056253778741177,0.0893769236388616,0.09979257158622873,0.11525877836568177
543,0.07596285601581737,0.06263793641581776,0.09069970889334295,0.08955362398192619,0.09999624681081999,0.11546441125764818
544,0.07606961805907558,0.0627424445808534,0.09082755732096576,0.08976396156544948,0.1001798678948417,0.11565592719339107
545,0.07616446851775346,0.06283661744622156,0.09094776145331096,0.08991799759148277,0.10034139349562465,0.1158238968940964
546,0.07624680947750732,0.06292838915682959,0.09107741515897033,0.09005465337044279,0.10050328589038146,0.11599518193544478
547,0.07633417333723497,0.0630289905553259,0.09120750674869701,0.09023362442524481,0.10068703117940711,0.11618254243400851
548,0.07642679745787195,0.06311880338218132,0.09134463275683233,0.09041868968555078,0.1008296216919615,0.11637306473485001
549,0.07651479576481994,0.06321334978947304,0.09147729217975951,0.09059167204651547,0.1009807655887353,0.1165529262533197
550,0.07660081551169244,0.06331097948583114,0.09158513090185694,0.09074952122670939,0.10115600283440762,0.11672756963687647
551,0.0767001615153742,0.06340819343809125,0.09171308241261392,0.09090772918540768,0.10132578224082867,0.11689946372937393
552,0.07679042961826625,0.06350457085715419,0.0918327315348805,0.09104896769580245,0.10149221780580087,0.11708344900591833
553,0.07688213646500497,0.06360569881868727,0.0919405174078465,0.09118993059908306,0.10165994373269684,0.1172757755786214
554,0.0769722251257643,0.06370667482940284,0.09204068517722129,0.09135011228981449,0.10182048248395031,0.11744300516572642
555,0.0770516086361564,0.06378795424736292,0.09215061364240718,0.09148239744052206,0.10199533753176471,0.11760115207629865
556,0.07713447174274055,0.06386879111675622,0.09227055250123242,0.09160274012081232,0.10217868771310046,0.1177633925931208
557,0.07722755250061414,0.0639569994076188,0.09238761293976555,0.09172925676903614,0.10233303513339626,0.11793914870521138
558,0.07733628568862058,0.06404095579192527,0.09250361377680504,0.09188941738060737,0.10250679142786898,0.11812245336628885
559,0.07743504217603467,0.06412635823853582,0.09262076726351466,0.09204752484348419,0.1026867451155747,0.11830964039003969
560,0.07752890628952738,0.06421475871212406,0.09273486890136237,0.09220496299005038,0.10283404662647148,0.11848035442212551
561,0.07762301143084127,0.06430471943520544,0.09285133881826858,0.09234792579977141,0.10295893482982371,0.11864529140929288
562,0.07769267911357802,0.06439797569248498,0.09294432779312414,0.09246485004005546,0.10307207006501892,0.11882402322792382
563,0.077770607143197,0.06448533589819934,0.09303394571091714,0.09257605392561102,0.10320929808207556,0.11899633668064549
564,0.07785195494155275,0.06456134493715576,0.0931254433175064,0.09269009104908667,0.10336883693808346,0.11915970627479416
565,0.07792078818771259,0.06462980630403226,0.09321183621716045,0.09280951943954675,0.10350978824002843,0.11929616608626958
566,0.07799701824750455,0.06470956263495908,0.09330278401290036,0.09292343303427884,0.10364270567008567,0.11943559544888188
567,0.07808235326733445,0.06480800323359223,0.09339625520338124,0.09303392375067897,0.10377652236424481,0.11958284295035068
568,0.07816734535360317,0.06489428000610514,0.09347272966706921,0.09314893751618558,0.10390846774175827,0.11972580364006716
569,0.07823253796360002,0.06493462842911037,0.0935920378264768,0.09326983452978345,0.10404397264673869,0.11990009533946752
570,0.07830900519316365,0.06500851901173459,0.09364546702281033,0.093404448249579,0.10415897741729133,0.12006919302343025
571,0.07837609005450213,0.06509562197176913,0.09373585612192883,0.09353514857698741,0.10421683426773151,0.12021738659641601
572,0.07842157541180494,0.06516643829383434,0.09381420287833128,0.09366070786881536,0.10426767956557406,0.12034734382194404
573,0.0784611624595843,0.06524873739899728,0.09390068753414912,0.09380218380197285,0.10436126214146114,0.12045308032274037
574,0.07852599146630823,0.06533147984166664,0.09399967558200194,0.09394887470392856,0.1044743224217412,0.12055580884600087
575,0.07859117334137207,0.06540033911947725,0.09409702141472892,0.09406097304487841,0.10459707209163924,0.12065228177310273
576,0.07868136457701011,0.06545658594901747,0.0941684591713556,0.09414258060120588,0.10471449574242314,0.12076614983496581
577,0.07875159533649737,0.06552080403077415,0.09426911466080998,0.09425563424567839,0.10482512287005408,0.12088336839351962
578,0.07882313330723933,0.06558893307315347,0.09436029643070602,0.0943675246739029,0.10494150320247306,0.12103616840798745
579,0.07887686238041412,0.06566038285486973,0.09443337250853862,0.09445063952675196,0.10507308323586918,0.12118990461522758
580,0.07893087994632482,0.06573154662246794,0.09449112690099598,0.09455052440090676,0.10518508591510677,0.12131083061236694
581,0.07896531270500329,0.0657927099885517,0.0945669986771473,0.09465466299190425,0.1053041754611096,0.12143581754814617
582,0.07900874239961918,0.06584787762818448,0.09465785114113173,0.09477125758913071,0.10542863996078505,0.12154715749949263
583,0.07907716050262066,0.06590370331329468,0.09475581427745562,0.09488349783032657,0.10553260806605182,0.12168025539268393
584,0.0791549154512102,0.06595808139893015,0.0948593218907765,0.09501822385571704,0.10563275469563502,0.1218299565712136
585,0.07924789426732659,0.06602146987578615,0.09492659700286685,0.09517725756447931,0.10573094265871484,0.12198017425016527
586,0.07932826385925273,0.0660929643997677,0.09499096994042203,0.09532431856884516,0.10584105847356201,0.12213268650401565
587,0.07937214092484898,0.06616298567313811,0.09508287453678183,0.09544883631489563,0.10597178025516846,0.12225463271809467
588,0.07944108306771386,0.06623617662229553,0.09517416852370675,0.09558925018713244,0.10608822639417251,0.12236960914643216
589,0.07951329921110266,0.06630923182717532,0.09526499286617889,0.09573046154086398,0.10619667931894183,0.12250406610287978
590,0.0795874230145535,0.06636031105477964,0.09536607992931168,0.0958889616068717,0.10629741190058538,0.12264346601267986
591,0.07963325367869284,0.06641592383342038,0.09545397534955047,0.09600648391936574,0.10641189622825312,0.12274588428101046
592,0.0796817439327896,0.06648174303055418,0.09552430068074912,0.0961017128530052,0.10651235084051924,0.1228562224511853
593,0.07974668159563086,0.06655774176246468,0.09560713563061071,0.09621607610483134,0.10661128382807618,0.12297999758096813
594,0.07980609806817732,0.06662104586809425,0.09569541041436483,0.09633047810566396,0.10670999077353702,0.12308188469502702
595,0.07985727659515711,0.0666853741865924,0.09577576278890627,0.09643579691384918,0.10684576798396644,0.12319922613312509
596,0.07992032870486906,0.0667483294312944,0.09585938379910171,0.09653971213547645,0.10696099824894109,0.12331983689041799
597,0.07998940062652266,0.06680647980184795,0.09594515007728971,0.09663954755435027,0.10705066917149832,0.12344480216891791
598,0.08004464210859409,0.0668751844205526,0.09603251182763772,0.0967500335746975,0.10717425198964234,0.123578326313035
