Wavelength,08MAR,17APR,09JUL
350,0.01300302584376177,0.012876865538908235,0.01530510893998278
351,0.013068712230275194,0.012860024385789632,0.015187641087375022
352,0.01318395110269562,0.012878192451073564,0.015379836001985515
353,0.013237274089880536,0.012866370600964256,0.015497038712514049
354,0.013230995061679922,0.012817876442815132,0.015561163649089065
355,0.013230218754995684,0.012780292614513434,0.015654428373698022
356,0.01336323644793173,0.012927398014613284,0.015604140562746107
357,0.013412577979378025,0.01297027326862183,0.015620441777808912
358,0.013423723921389175,0.012956817719075083,0.01568495833036763
359,0.01350227984985018,0.013012410393842074,0.015703800652959506
360,0.013511729356318244,0.012941170066813197,0.015715382915527522
361,0.013539196946311,0.012939772384301178,0.01565409567683837
362,0.013606136231188705,0.012983267857148543,0.015580703006551863
363,0.013690033907657644,0.012961499681930536,0.015591085951531549
364,0.01375982032398447,0.01301503958159068,0.01560383405608736
365,0.013836151914760902,0.013035266760711383,0.01558098468903007
366,0.01392390080667596,0.013025676280743343,0.015565221136847426
367,0.014012205986404761,0.013067237064054688,0.015629072304108326
368,0.014069242730006716,0.013105257203147268,0.015648283131251745
369,0.01414618279459907,0.013146683621180598,0.015659321918488296
370,0.014245144877737355,0.01319841744682836,0.015701438049922214
371,0.014318304487867224,0.013260311684726791,0.01578670190310685
372,0.014434845061595104,0.013305989278954258,0.015797249398585494
373,0.014562284119967468,0.01335769525750125,0.01586463509741849
374,0.01467766521693566,0.013433660978986035,0.016010116672460235
375,0.014794141578435548,0.01353595177015088,0.01605021842496588
376,0.014889524672841001,0.013621723394002073,0.016134657525609858
377,0.015019700601664665,0.013716452749613216,0.016249136598149742
378,0.0152026439869808,0.01383778486888523,0.016362018987373335
379,0.01533801554313208,0.013952157281312022,0.01648049971674573
380,0.015466264474127802,0.014048003178609603,0.01660761622709637
381,0.015599534043539344,0.014144495493677982,0.01676658878852443
382,0.015754442874313754,0.014268680527829218,0.01695449206034472
383,0.01599064813411973,0.014437354052571775,0.01707184499810973
384,0.01621786808552552,0.01461184657831957,0.01721391395204142
385,0.016422822212376884,0.014784824420900712,0.0173928911229629
386,0.016629842181730695,0.014963514585768228,0.0175766165037648
387,0.0168351751977285,0.015142898261315074,0.017721171722383616
388,0.017057877567592177,0.015320963359733802,0.017898495946448434
389,0.01728188423232997,0.015512082505429903,0.018088535671104747
390,0.017482465199652356,0.01572753069901837,0.018225345117016862
391,0.017751142814350963,0.015863462025629372,0.01841493790180892
392,0.018044017349685915,0.01604671876192979,0.018608003307890565
393,0.01833761188971834,0.016308680804075174,0.01879762335960876
394,0.018644968479085013,0.016563056242123127,0.019030441277275146
395,0.018991876333882038,0.016793062000689536,0.019270929575477033
396,0.019319463360817878,0.017024965529057592,0.019475016392002466
397,0.019611145637767613,0.017269512104050023,0.01964287458521297
398,0.01993135616984366,0.017507353774568465,0.0198358274017943
399,0.020240831884248262,0.01773151242256818,0.019998506511280444
400,0.0205269738983051,0.017930235881005768,0.020150198879745562
401,0.020798529672687305,0.018111513863767303,0.02031795495692261
402,0.021098232357745,0.01832766076788885,0.020514730117469602
403,0.021406043307115787,0.018572490738953652,0.020718763926617347
404,0.021718908443075127,0.018820123743208916,0.020934577459545484
405,0.02203829052557102,0.01905395580779202,0.02117052469492342
406,0.02236405870545972,0.019328037072892212,0.02141672689150754
407,0.022714156707851697,0.019611635495313008,0.021669923377076804
408,0.02307548523712173,0.019901424200196093,0.021934576833987866
409,0.02342325274814071,0.02020588142110612,0.022215788939160094
410,0.023785903920680272,0.02048927053058812,0.022498478157704106
411,0.024135482553344478,0.02075583616842808,0.022767156002811085
412,0.024472848503801145,0.021019601157528985,0.023024785031295354
413,0.024825543009987964,0.021295601395193254,0.023290797866823466
414,0.025153473968632357,0.021558238746011,0.023579117910053213
415,0.0254748665437846,0.021825546637209602,0.023880959837201034
416,0.02580228156778241,0.02210337202975304,0.0241727135204506
417,0.02612301875973543,0.02236682342259638,0.02441325688699796
418,0.026441023602069774,0.02261881341769279,0.02466984709486951
419,0.02673765321154087,0.022870612117607377,0.02496252067882529
420,0.027010985120062694,0.02312175617600532,0.02527120496108247
421,0.027318710386216367,0.023327683129447538,0.025505740045176434
422,0.027626187883443915,0.023559083352129785,0.025755741754578235
423,0.027900984308703223,0.023798971245832943,0.02602329754604016
424,0.028130075563898148,0.02400616952948967,0.026281359525883084
425,0.028375658865866182,0.024207448611837882,0.02654199980866684
426,0.028627157868257768,0.024400222841747844,0.02679638320623762
427,0.028871022707749022,0.02459142042905626,0.027041779019181134
428,0.029097855967700818,0.02479329586813117,0.027281888905985492
429,0.029323247508077452,0.02498879554848848,0.027519789591616994
430,0.029547574678126597,0.02517079132982487,0.027761467026916037
431,0.02976202394654153,0.025336699832323274,0.027993924090538243
432,0.029952212034529378,0.025488766803999183,0.028185564133921055
433,0.03013889585777695,0.02562629645516782,0.02837699626487103
434,0.030320907753036478,0.025765883150211753,0.028565223605018418
435,0.03049091918354473,0.02591008868862669,0.02874321456846344
436,0.030633179439328348,0.026023247960763586,0.028914897326127183
437,0.030793069862774806,0.02614312154242001,0.029076265774844744
438,0.030960329055080008,0.026264492236550276,0.02922745517337003
439,0.031115202134732525,0.02637511867989025,0.029376434916189673
440,0.03127669999853131,0.026489199904658218,0.02956008574815901
441,0.031435969329230845,0.02661591322227081,0.029723919412131646
442,0.03159030728233837,0.026745921133567385,0.029871481752531282
443,0.03174283392487895,0.026862411177922988,0.030037386715784327
444,0.03190116309745457,0.026978174341187072,0.0301880178058346
445,0.03206196626017791,0.02709491479457466,0.03033844248209931
446,0.03222307163435819,0.02721622157522464,0.03049764884822451
447,0.03238527158206502,0.02734844535605736,0.030661548632953266
448,0.03254750915317788,0.02747256609820364,0.030801054224569177
449,0.03271041049037826,0.02759468347079637,0.030943438572782037
450,0.03287304267873049,0.027720057487474914,0.03110404735020326
451,0.03303055115971125,0.0278398419526701,0.031245740964109647
452,0.03318687412545112,0.027962448933623433,0.03139068532900259
453,0.03334113723770539,0.02808358786911281,0.031536608210655896
454,0.033490394996389325,0.028196088315238836,0.031677207938327
455,0.03363038133612328,0.02829994561465897,0.03182710819973444
456,0.03376502675527683,0.028408217778718742,0.03197234390913333
457,0.03389498606883897,0.028517737819373085,0.0321092016216424
458,0.03401876332106987,0.028614611449373353,0.03224264450317969
459,0.03413988952230498,0.028703958551827807,0.0323729143690299
460,0.03425481973100893,0.028789371687308413,0.03250588836117327
461,0.03436222448801366,0.02887290020873057,0.03263903268918886
462,0.034464615607587824,0.028954173546320166,0.03275739845494631
463,0.034566302567374606,0.02903413804604929,0.03288732753182889
464,0.034669912200729965,0.029115397597953754,0.03302096892156585
465,0.03477457879557155,0.029199697150304238,0.0331492340922432
466,0.03487231170673854,0.029287217270118675,0.03328597392830273
467,0.03496886467301357,0.029365452678873742,0.03342539428485481
468,0.035068071285965854,0.02944186888906664,0.03355926591261948
469,0.035171798593880144,0.029528381014069443,0.03368304258540366
470,0.03527567823066454,0.0296014272848163,0.033818776920758166
471,0.03537580993434822,0.029676659096827398,0.033951186216011675
472,0.035476627757658745,0.029759572624770053,0.03407868267710167
473,0.035588360427838056,0.02984368566774305,0.03421400489342086
474,0.0356895343786597,0.029934111301867964,0.03434944797119477
475,0.03579211664484608,0.03002482921391212,0.03448250860836021
476,0.03590364784553707,0.030108984545630265,0.03461322590915666
477,0.0360125892874501,0.030180549628044305,0.03474462278659079
478,0.036118257104205284,0.0302625778200286,0.03487916152896645
479,0.03622505531426492,0.030354043583816607,0.035011286209119696
480,0.03633657029684988,0.03044574765814204,0.03513652860343837
481,0.036445193193130956,0.030531201028336515,0.03526465113370641
482,0.03654929977221562,0.030612766458328684,0.03539768971901638
483,0.03665579473522038,0.030702011504960065,0.03553464683990368
484,0.036775567419635814,0.030812336388051816,0.03567385721216107
485,0.03690031587155457,0.030914615901273965,0.03583098580757806
486,0.03702905014979892,0.03102439949063178,0.035988585504449944
487,0.03716518156370317,0.031147760767591386,0.036143304237020016
488,0.03731675010816078,0.03126843289205862,0.036317863723712346
489,0.037465822010701165,0.031386776964307375,0.03648092873332186
490,0.03761708033522818,0.031509975621066,0.03663937935168487
