,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.18045285714285714,0.0059891263715067455,0.18280944624131576,0.012188177524183656,3.3189423910120746,6.667148648377161,0.9871090408788404
Band2,0.21572238095238094,0.010830768518993386,0.22555398178816916,0.01395369446396545,5.020697653705294,6.1864101681300285,0.956411317779255
Band3,0.3145671428571428,0.00940649807964946,0.32908679555447845,0.01656006994753907,2.9902989848883603,5.0321283537484405,0.9558789568786209
Band4,0.46556142857142857,0.011305556487099307,0.47423434791144786,0.019416687872146635,2.42837052068302,4.094323398897341,0.981711743617443
Band5,0.5244871428571428,0.013173638049368986,0.5072296574283693,0.020974363407330936,2.5117180142120574,4.135082225607622,1.034023021280475
Band6,0.5362514285714286,0.013992223107247582,0.5291647254308228,0.02189289721495759,2.6092654232218644,4.137255596002427,1.0133922440405227
Band7,0.5181676190476191,0.013925769160517425,0.5245090276892009,0.02195213448245679,2.6875027787557797,4.185272955008999,0.987909819837573
Band8,0.5338252380952381,0.014683177325493353,0.521478018227426,0.02251191866073188,2.750558849162874,4.316944890074739,1.023677354435345
Band8a,0.5254671428571429,0.01396944340264106,0.5201871799436357,0.022885488783310728,2.6584808569922114,4.399471895057172,1.0101501211815318
Band11,0.7064285714285715,0.016933442337214104,0.6697755489372392,0.0212999415818276,2.3970494713953228,3.1801611175004973,1.0547243364579242
Band12,0.6145123809523809,0.015419067943161406,0.5858444393587586,0.016688351259906108,2.5091549692236783,2.8485977059323964,1.0489343922509549
