,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.0890937037037037,0.006494744113311446,0.09361615969390387,0.011160164587199978,7.289790235807038,11.921194613932354,0.9516915027812803
Band2,0.10403925925925926,0.00906908134754233,0.10723621272524549,0.012955009693933135,8.716979928646696,12.080816139157882,0.970187743629316
Band3,0.12032666666666667,0.010314144908095155,0.12185987047550569,0.01487678915613339,8.571786449189835,12.208111741858188,0.9874183042961038
Band4,0.14592407407407407,0.012505704404837807,0.13809713087044503,0.01677412865613223,8.570007714073041,12.14661633475121,1.056677087744653
Band5,0.16436074074074075,0.012439799309422583,0.14661530496667696,0.017604885114366576,7.568595306494065,12.007535719662998,1.121033992857001
Band6,0.17186592592592592,0.013109903878298143,0.15468976342564092,0.018286663134033397,7.627983154699613,11.821508242737576,1.1110361934746997
Band7,0.16622037037037038,0.011941064839136224,0.1614550709318257,0.01880670953745709,7.18387572625983,11.64826191516661,1.0295147090211667
Band8,0.18268555555555557,0.014944392441049545,0.17213365126219773,0.01973394898676864,8.180390833639215,11.464317896045474,1.0613006475839226
Band8a,0.18612925925925927,0.01358076238135071,0.17788120832471324,0.020232260700996037,7.296414564479664,11.374029270176228,1.046368309571462
Band11,0.29316592592592594,0.018334226899286293,0.2711807004733265,0.0275104629977066,6.253873754727824,10.14469796327285,1.0810722349128306
Band12,0.26934407407407407,0.019037912031339768,0.24490416252591252,0.027784492894037328,7.068249820155326,11.345047224788408,1.0997937776805882
