,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.07398761904761905,0.0004168350680100015,0.061554433645629465,0.005331319409680342,0.5633848924665665,8.661146068491007,1.2019868377567695
Band2,0.08341285714285714,0.001984073834208757,0.08082700647277045,0.006322822667875835,2.378618719187056,7.822660944403415,1.0319924092568964
Band3,0.12113238095238096,0.002448128351680903,0.12148775041016992,0.006625947925531343,2.021035442738718,5.454004953718095,0.9970748535832695
Band4,0.18993333333333332,0.0046458310377957175,0.18790814919496932,0.014472057646142445,2.446032487431933,7.701665791581268,1.0107775216085104
Band5,0.21554,0.004543998658618179,0.2071958073043722,0.01583164070925674,2.1081927524441766,7.640907851962439,1.0402720151734062
Band6,0.23029666666666668,0.004870185127344049,0.22442205048148736,0.016808374010782643,2.1147440811174207,7.489626787885164,1.0261766442850673
Band7,0.23717761904761905,0.004603706999863216,0.23703164579916275,0.016925611158058143,1.9410376992354037,7.140654616387905,1.0006158386487347
Band8,0.2538985714285715,0.005848121216998454,0.2561451719597393,0.016697237378181736,2.3033297052810275,6.5186617613882625,0.9912291904080045
Band8a,0.2709347619047619,0.005362620289735429,0.2668165197890489,0.01651537480839692,1.9793031547647917,6.189787207124335,1.015434734397139
Band11,0.40792190476190476,0.008864965618630517,0.40012893965797813,0.02260867008116322,2.1732016631479514,5.650346136045206,1.0194761346444672
Band12,0.35948571428571424,0.007235862124188942,0.35277002203322433,0.040405391152233135,2.012837182853386,11.453748512799567,1.0190370264847999
