,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.058892948717948715,0.0044188569147764435,0.032930870252102604,0.005626934595008024,7.503202014793522,17.087111734159986,1.7883811835852852
Band2,0.055385256410256406,0.00609468878159584,0.04234837464619642,0.0070390531394141686,11.004171825892653,16.621778753547492,1.3078484563570119
Band3,0.08379294871794872,0.006694372992790357,0.07629695732747002,0.008316704350906076,7.989184167899322,10.900440387433017,1.0982475796289695
Band4,0.07067051282051282,0.010777113796759184,0.0559335032920622,0.01267473927807844,15.2498027347426,22.66037085482749,1.2634737440188555
Band5,0.12943333333333332,0.006395705022516496,0.11126803930136686,0.012236930597972772,4.941312147192761,10.997704888848931,1.1632570695594464
Band6,0.30488717948717947,0.012824399410882197,0.3159342920615723,0.01910362516756296,4.2062770341648505,6.046708333845527,0.9650335121828438
Band7,0.35942115384615386,0.01756888278344365,0.37410665219198924,0.02615961149964633,4.888104830625471,6.992554488504893,0.9607451558003869
Band8,0.40005705128205127,0.022061577901641365,0.3959940486066386,0.027164155520420105,5.514607936778333,6.859738325866525,1.0102602619653223
Band8a,0.4042865384615385,0.02074301886436724,0.40937111751112965,0.027755195982449497,5.130771591679056,6.7799595025642985,0.9875795364350468
Band11,0.30951923076923077,0.011773286338281076,0.27964914851562744,0.024410355658169326,3.8037333929208814,8.728921860745526,1.1068127058929131
Band12,0.1720628205128205,0.00995441673617937,0.14159439901123472,0.02167803967253678,5.785338579543778,15.309955636604487,1.2151809797163537
