,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.058892948717948715,0.0044188569147764435,0.03302514092998202,0.005641525983281279,7.503202014793522,17.082519027676863,1.7832762271267852
Band2,0.055385256410256406,0.00609468878159584,0.04279590194276494,0.007114602052364559,11.004171825892653,16.624493770173597,1.2941719626409187
Band3,0.08379294871794872,0.006694372992790357,0.07767516440056757,0.008419769670284823,7.989184167899322,10.839719149951746,1.0787611376762847
Band4,0.07067051282051282,0.010777113796759184,0.05688180277256006,0.012917829995775978,15.2498027347426,22.70995180554927,1.2424098635390732
Band5,0.12943333333333332,0.006395705022516496,0.11202173781101743,0.012483825439218126,4.941312147192761,11.144109780084426,1.1554305071725413
Band6,0.30488333333333334,0.012823145306653728,0.3149751559454363,0.018724779148114275,4.205918757990617,5.944843202604209,0.9679599408981603
Band7,0.35942115384615386,0.01756888278344365,0.37871053749899314,0.026489111715137362,4.888104830625471,6.994553647773212,0.9490656273252218
Band8,0.40005705128205127,0.022061577901641365,0.4020139227458348,0.027575823193189873,5.514607936778333,6.8594199436779535,0.9951323291232858
Band8a,0.4042865384615385,0.02074301886436724,0.4147455804286948,0.0281274398408749,5.130771591679056,6.781854025256024,0.9747820291265178
Band11,0.3095275641025641,0.011776419146436557,0.2813566801247973,0.024778901648939138,3.804643111698562,8.806935608547953,1.100125164845105
Band12,0.1720628205128205,0.00995441673617937,0.14214315551669832,0.022127447426335763,5.785338579543778,15.567015763721619,1.2104896636588836
