,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.2679449579831933,0.018375679139062153,0.34536795397711745,0.020709067470469612,6.858005195311329,5.996233070263868,0.7758246093699421
Band2,0.2923075630252101,0.019996153662343284,0.36687637058378536,0.021329869504580583,6.8407924363622135,5.813912046349515,0.796746769381961
Band3,0.36453319327731093,0.021652019504575303,0.4431309731729518,0.02444854943968219,5.939656498744131,5.517228747208343,0.8226308142424417
Band4,0.47393361344537815,0.021858720457800275,0.5344701243330925,0.02629261005129526,4.6121903654169785,4.9193788116974675,0.8867354635336235
Band5,0.5025752100840336,0.023746122526423094,0.5460279301051952,0.02599224554652358,4.7248893399363245,4.760241026776054,0.9204203345188035
Band6,0.4960247899159664,0.02244101734346387,0.546055875075871,0.026148973342768483,4.524172541309013,4.7886992039294975,0.9083773521291149
Band7,0.4748663865546218,0.0216792945298679,0.5282951952399961,0.023846902872342635,4.565346199203811,4.513935217886917,0.8988656168619849
Band8,0.48427436974789917,0.021561168960789752,0.5278434448340346,0.024079459729007855,4.4522630780592305,4.561856354317133,0.9174583382392208
Band8a,0.48091008403361346,0.022248291011538725,0.5235889422505698,0.02437918474811243,4.62628914430991,4.656168757751472,0.9184878541676079
Band11,0.0974390756302521,0.02039119584656828,0.13618099406847273,0.02714556913264524,20.927123656166323,19.933449097159816,0.7155115608956347
Band12,0.038324369747899156,0.01059462338975999,0.0643803295619661,0.013398610683171582,27.644612186585956,20.811652836097107,0.5952807326189894
