,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.045025,0.0004602988159880492,0.05011672420623005,0.004446235830128103,1.0223183031383656,8.871760675801289,0.8984026931752837
Band2,0.05445833333333334,0.0014642736159004648,0.06056435080415748,0.005837137637177003,2.6887962342472194,9.637910024086825,0.8991813271379937
Band3,0.07966666666666666,0.001588675199305663,0.08669380486089918,0.006917850386133895,1.9941529698397444,7.979636373364435,0.9189430178372305
Band4,0.09521666666666666,0.003226668388429293,0.09929994564076138,0.013885282028181251,3.388764279813716,13.98317183215206,0.9588793433093423
Band5,0.14190833333333333,0.0019250360746980533,0.13806200689869164,0.012295459872612222,1.356534904949007,8.905751950740868,1.0278594127453478
Band6,0.24250833333333335,0.0028969692016926163,0.2302590142573129,0.015887360003724347,1.194585423879296,6.8997776503856345,1.0531980001544343
Band7,0.266025,0.0036701782427197363,0.2670407160637321,0.020567337880243192,1.3796365915683624,7.701948295905026,0.9961964000145593
Band8,0.2949,0.005747753184216131,0.28970028539286763,0.020492728902984984,1.9490516053632185,7.073768973059324,1.0179486002234377
Band8a,0.3078166666666666,0.003415365605937705,0.30266007484403334,0.02052520619291945,1.1095453806717328,6.78160348816952,1.0170375687156312
Band11,0.37799166666666667,0.005417019219295998,0.3741681833386579,0.034362408587682795,1.433105461574373,9.183679991460293,1.0102186222620326
Band12,0.27673333333333333,0.005968993959528598,0.2809244985443429,0.040097389991923936,2.156947949721247,14.273368894380958,0.9850808126997581
