,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.048013186813186816,0.006526315433759312,0.03257790778831047,0.007811209727155557,13.59275621331359,23.977014662551035,1.473795896445345
Band2,0.04829615384615384,0.012670201111115467,0.04301717619888819,0.010209675303024652,26.234389495022867,23.733950494148264,1.1227179027944214
Band3,0.08278131868131867,0.012865841239054373,0.07899157758036625,0.011067070332342636,15.541962176978242,14.010443481880039,1.0479765212575574
Band4,0.08660274725274726,0.021813206583709586,0.07034098621863495,0.022120805301653314,25.187661218238794,31.44796013080778,1.231184717592205
Band5,0.16377747252747255,0.014963078669919914,0.1391641393612372,0.0181471533407114,9.136225171267043,13.04010747596813,1.17686548617489
Band6,0.34396923076923075,0.03655920591001562,0.3405889537844606,0.055466658934167926,10.6286268188166,16.28551317294619,1.0099247992256066
Band7,0.37012252747252744,0.04222414923035475,0.3989053804407704,0.07206756350512256,11.40815435328747,18.066330272480037,0.9278454130239122
Band8,0.4051802197802198,0.054611173472866925,0.42588388077986694,0.07247409025699704,13.478242719372982,17.01733583442615,0.9513866057533449
Band8a,0.41908241758241754,0.046964169399044076,0.441959914979753,0.07240220288097951,11.206428002866051,16.382074578934695,0.9482362616564819
Band11,0.3062373626373626,0.02328264291647721,0.2884734565206754,0.037939255793202335,7.602809375042796,13.151731965496506,1.061578997010472
Band12,0.19452087912087912,0.019783429165764383,0.16200223670585553,0.03957472357416057,10.170337115056205,24.428504432328097,1.200729589148001
