,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.0640425925925926,0.005157806088719701,0.08553662863465837,0.010578665035487878,8.05371219358829,12.36740938279339,0.7487154171826144
Band2,0.0771011111111111,0.00726286079403841,0.09775429467827963,0.01222838003084445,9.419917157318052,12.509302093672122,0.7887235171084762
Band3,0.0924937037037037,0.008500518349401099,0.11028092579006776,0.013798856699582212,9.19037513800057,12.512459975036752,0.8387098951252544
Band4,0.11321481481481481,0.010287421434962274,0.12511263112150275,0.015604072448594101,9.086638927766991,12.472020058022961,0.9049031564596111
Band5,0.13031074074074075,0.011451223265054175,0.13427290051506985,0.016050941075681953,8.787628095704646,11.953969128625852,0.970491739143712
Band6,0.1398651851851852,0.012069427667663687,0.142918074733598,0.016377294864875512,8.629329487308402,11.459218783490542,0.9786388841712048
Band7,0.13557740740740742,0.011088558030888849,0.14668255206461592,0.016423873433785395,8.178765358425798,11.19688279390614,0.924291304583271
Band8,0.14971148148148147,0.01306387929558663,0.1571452323482064,0.01728968082526191,8.726037018879254,11.002357861516915,0.9526950276782624
Band8a,0.15348148148148147,0.01312700459575849,0.16275843387482714,0.017762906084300586,8.552826353414076,10.913662451410369,0.9430017101265529
Band11,0.22768444444444444,0.019210374769000005,0.2330550897999433,0.026073537113509383,8.437280296365342,11.187714087639604,0.9769554685112903
Band12,0.18597296296296298,0.018916378620384488,0.1943376717834412,0.0265842970235188,10.171574576758093,13.679435788004513,0.956957862344881
