,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.17912857142857141,0.008609623234781993,0.17526784776153181,0.014478722859007248,4.806393065114758,8.260912109052024,1.022027563619612
Band2,0.2133316326530612,0.01204512431581441,0.21569282055447073,0.016493566814958623,5.646197034175076,7.646785262745156,0.9890530065148218
Band3,0.3054591836734694,0.011168503788987646,0.31364052490728545,0.02062178955975309,3.656299887492197,6.574976102290687,0.9739149102743196
Band4,0.45657806122448985,0.012944539401723886,0.46235896728281956,0.026576379496979254,2.835120760513136,5.747996984499447,0.9874969310267674
Band5,0.5074836734693877,0.015099727622070697,0.49505319906057726,0.028664649429317034,2.9754115080869767,5.790215977537695,1.0251093709371009
Band6,0.5310239795918367,0.015604365116641594,0.5185138325085485,0.030227276285539926,2.9385424606692236,5.829598824644968,1.024126930274482
Band7,0.5139647959183673,0.01585703138503881,0.520380631451706,0.030525828824317983,3.085236870495187,5.866057839078305,0.987670879457138
Band8,0.5281464285714286,0.017370821696988642,0.5180920596168097,0.031212986396964317,3.2890162192281767,6.024602349638403,1.0194065297238009
Band8a,0.5223877551020407,0.01749758155479081,0.5171136419596917,0.031685325069415314,3.349538993572488,6.127342715101904,1.01019913750943
Band11,0.705938775510204,0.016871317482717987,0.6641189930325077,0.03056091211165341,2.38991227964841,4.601722346789967,1.0629703154350976
Band12,0.6130290816326531,0.015872724685841423,0.5790676877874751,0.023777380319878028,2.5892286616433107,4.106148697525774,1.0586484008025712
