,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.22288571428571427,0.01193106047598589,0.0977141391607362,0.010540967964975506,5.352994701442202,10.787556494394325,2.280997573125783
Band2,0.2192408163265306,0.012342260540597024,0.1086194963002125,0.01182175951147866,5.629545057985387,10.883644202146362,2.018429690748821
Band3,0.23313469387755104,0.013182092847687904,0.1257671418173642,0.013847364057957598,5.654281921081859,11.010319434679039,1.8537011377431414
Band4,0.2536938775510204,0.014204015071389903,0.13960121844317194,0.015320997885211483,5.598879724061662,10.974831062415308,1.8172755251007544
Band5,0.281269387755102,0.014340127857592307,0.17966084359092316,0.01862189820891237,5.098360675523669,10.365028815802125,1.5655575368194048
Band6,0.341630612244898,0.015936368419457,0.2725397452208214,0.024581724396682027,4.664795205188758,9.019500761903567,1.2535074910563841
Band7,0.3204408163265306,0.01852996380237383,0.24697778317765967,0.025059160325778023,5.78264779586996,10.14632166641163,1.2974479412831494
