,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.3065470588235294,0.023869582005787062,0.3299540434984756,0.01908296695761672,7.786596321424214,5.783522685547838,0.9290598641351265
Band2,0.3359256302521008,0.023951315612315862,0.3504929501937342,0.019426379484846466,7.129945873537905,5.5425877964474255,0.9584376235425525
Band3,0.412340756302521,0.02614375213886857,0.423325500885851,0.021791786020282658,6.340326959988343,5.147761232120711,0.9740513043500961
Band4,0.5167352941176471,0.02603759914914027,0.510584118568051,0.0229812767502258,5.038866020096585,4.500977589094918,1.012047330353414
Band5,0.5545936974789917,0.027916681298678934,0.5216283562178127,0.022631976752064128,5.033717733464945,4.338716728546455,1.0631969885613617
Band6,0.5414411764705882,0.026057163765265522,0.5216534325919586,0.022754627615584323,4.812556727790906,4.362020106437826,1.0379327397124745
Band7,0.5191113445378152,0.02554521443529412,0.5046956830559316,0.02071362671021842,4.920950910452171,4.104181471257579,1.0285630766536316
Band8,0.5378210084033613,0.026054467427539224,0.5042627441477455,0.02092884834366141,4.844449551141109,4.150385604836474,1.0665491643891571
Band8a,0.5241403361344538,0.027028919524156272,0.5001958659713976,0.0212190112452655,5.156809667329772,4.242140467126301,1.0478701880443477
Band11,0.1381873949579832,0.025735101930340523,0.13001122545144717,0.025352335491892676,18.623335318076915,19.500112704776047,1.0628881812177784
Band12,0.0630327731092437,0.012083721317594746,0.06146649253285909,0.012542013371577704,19.170537359433865,20.40463487463991,1.0254818603086437
