,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.04728979591836735,0.0008901375490955715,0.04506624294458322,0.007742402080936816,1.882303638256646,17.180047803091654,1.0493396571025098
Band2,0.04713265306122449,0.0007435128301603664,0.05446484202006905,0.00887917290798482,1.5774898756379285,16.30257718311759,0.8653775777749834
Band3,0.0777795918367347,0.0016745367427412586,0.08941971804821279,0.01036783324330155,2.152925598087785,11.59457161082915,0.8698259571205309
Band4,0.12123061224489795,0.0035975731095027677,0.130793665335409,0.012907131690385057,2.9675451133046415,9.868315607859017,0.9268844323156826
Band5,0.17311428571428572,0.004465102782371629,0.17781096265582727,0.015394471185148955,2.5792803661166364,8.65777393880188,0.9735861227486154
Band6,0.26356530612244894,0.008219602031689264,0.28533319091786785,0.028050322231307556,3.11862063813154,9.830725314876439,0.9237106460506912
Band7,0.2439816326530612,0.007059388696127691,0.2653034052871816,0.02628345788081088,2.893409892934872,9.906943279661247,0.9196324954403041
