,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.18225326797385621,0.011107934768017993,0.18504905447024686,0.013416449101613147,6.094779474468133,7.250212188341829,0.9848916466804203
Band2,0.23490098039215687,0.016639029016758476,0.25193881546781843,0.017088969108388585,7.083422550634036,6.782983827504522,0.9323731238315761
Band3,0.40918071895424835,0.024160062399947963,0.4493661059811192,0.028257764023452394,5.904496786088635,6.288361237605153,0.9105731685322984
Band4,0.543375816993464,0.032247810942869146,0.5660173227636598,0.03615908686398908,5.934715888038322,6.388335729273658,0.9599985638961624
Band5,0.5964781045751635,0.034624022758237095,0.5926845022987783,0.03767178834572887,5.804743291105004,6.3561284628863355,1.0064007111062823
Band6,0.6148777777777777,0.03650936440393581,0.622622713697185,0.0393038485338107,5.937662040069793,6.312626839522317,0.9875607880197348
Band7,0.6098924836601307,0.03637465597224813,0.6249810565674355,0.03847107216473583,5.964109567960884,6.1555581181979075,0.9758575516029633
Band8,0.6267882352941176,0.039108095447944684,0.6287599710616961,0.038610082772430034,6.239443123815714,6.140671249671757,0.9968640882716355
Band8a,0.634026797385621,0.03939601852172598,0.6292801970711931,0.03867597995372964,6.2136204154419925,6.146066590643733,1.0075429043159463
Band11,0.7526267973856209,0.04255220017127744,0.7166523410756842,0.04493674934106626,5.653824753395687,6.270369433750385,1.0501979191973887
Band12,0.6044611111111111,0.031937964133829794,0.5886722764304452,0.04271267757616832,5.28370866987984,7.255765098225253,1.026821094372586
