,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.18298541666666668,0.009942966307549048,0.1929916410416781,0.013381481866939616,5.433747939411774,6.933710597367155,0.9481520322797271
Band2,0.23593416666666667,0.01520226680374418,0.2645051002682586,0.017329809589392127,6.443435903551137,6.5517865522503715,0.8919834302906994
Band3,0.41184750000000003,0.02295069339003363,0.47470473994749984,0.030653941462698963,5.572619328764562,6.457475327945777,0.8675866603850395
Band4,0.5473637499999999,0.03098184109448899,0.6026064588525201,0.04045947678346368,5.660192348230769,6.714079510615666,0.9083270548448601
Band5,0.6008245833333333,0.03262361778415124,0.6338600522428769,0.04294366940390853,5.4298074161942,6.7749449191434055,0.9478820777667728
Band6,0.6193245833333333,0.03447242285256998,0.6637742159257188,0.04539643177165102,5.566131844312114,6.839137568539,0.9330350117164542
Band7,0.61398125,0.034246108393570306,0.6665487935478865,0.044925757498765116,5.577712412809072,6.740055331828837,0.9211347405370258
Band8,0.6310258333333333,0.037012583436432656,0.6698707528414823,0.04486343240063052,5.865462470992232,6.697326642539201,0.9420113218208509
Band8a,0.6383191666666667,0.036978786251564415,0.6697383349652399,0.0446685754344351,5.793149913493811,6.669556318103464,0.9530873974830724
Band11,0.7585533333333334,0.040443649961671636,0.7639612880672619,0.052307506250230056,5.331681792755284,6.846879163545354,0.9929211665323906
Band12,0.60959375,0.031439896404687785,0.6264232866945433,0.04729877621012608,5.157516199056795,7.550609502355541,0.9731339222982148
