,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.08585095238095238,0.0007091403565948521,0.06692064594301085,0.011324238620370483,0.8260133835768466,16.92189078690921,1.2828769234245354
Band2,0.09610333333333333,0.0022257023146977205,0.08716455338279287,0.01382935251136058,2.3159470514700016,15.865798624157957,1.1025506310034632
Band3,0.13502238095238095,0.003050889651298305,0.12705874542059464,0.01718877506469378,2.25954366215352,13.528210913617045,1.0626767996600688
Band4,0.2050847619047619,0.004616632063526108,0.18829357423160975,0.025301417609181406,2.251084878587907,13.437217766156746,1.0891755745870446
Band5,0.23349952380952382,0.0048045563455957644,0.20628236508352762,0.02742415987110767,2.057630040185889,13.294476171049865,1.131941277263209
Band6,0.24637238095238095,0.00513407839808981,0.2220786299502796,0.02907538752184663,2.083869295025455,13.09238422821512,1.1093925651808119
Band7,0.25908761904761907,0.0048923301535225274,0.24039008784055169,0.03059720395308087,1.888291756860578,12.728147082909544,1.0777799591282202
Band8,0.2810542857142857,0.006401190790580685,0.25860354849467565,0.03154627635385627,2.277563842982281,12.198702043141441,1.0868152712918875
Band8a,0.2938966666666667,0.005717953208000996,0.26957771658734425,0.03206832506115541,1.9455658592025529,11.895762553046607,1.0902112770565107
Band11,0.4159861904761905,0.009351997482682497,0.3874983775398932,0.0342629368862176,2.2481509475054966,8.84208525045765,1.073517244426048
Band12,0.3416009523809524,0.008001107009575912,0.31875470056780425,0.04676689982290038,2.3422379105820235,14.671752209330105,1.0716734585323813
