Wavelength,12FEB,26MAR,05APR,03MAY,04JUL
350,0.040007330753386784,0.03305508281178071,0.045928111029728595,0.043013981613076444,0.049564729611874504
351,0.040297052706554023,0.0332618508609401,0.046470251983238835,0.04336218972531479,0.049873657692220234
352,0.040615558121590956,0.033506006343976394,0.04693868262914126,0.04383724282464713,0.05027355739487036
353,0.0409962203606109,0.033673506471821664,0.0472477267847515,0.044179671078759905,0.05067738348184442
354,0.041392696278393364,0.03383870966858484,0.04756872327128901,0.04443647166880891,0.05105366028222083
355,0.04175275871218995,0.034083919398146555,0.04803496420454064,0.044743414179520144,0.05139934920454573
356,0.04211779080777538,0.0343092916801587,0.048355722509914795,0.045177811700763966,0.051757117810949896
357,0.042427061152603036,0.034566479730549986,0.04872904543866142,0.045512659176832095,0.05204198304444203
358,0.04270546778467643,0.03482777412563369,0.04912101008224327,0.04579686984987017,0.0523226228221768
359,0.04301234700021517,0.03504636565760688,0.04944404886099921,0.04614163007580382,0.052684347942552626
360,0.04338916758434333,0.035233636253371926,0.04980667965945996,0.04638401919411701,0.05299885392667342
361,0.043733006342751624,0.03538025057450392,0.050178221505103204,0.0466315614278498,0.05334132681955713
362,0.044026186748586424,0.035537253793808794,0.05048952250858949,0.046888775429356495,0.0536415836419235
363,0.04430213167572278,0.03575847155902674,0.050696593869168215,0.04711050573605749,0.05381619631669342
364,0.04457461312892771,0.035958675479610215,0.05094873358560988,0.047315653320236156,0.05413234662891986
365,0.04483080078531174,0.036144815733892444,0.05123005566996959,0.0475381963642766,0.05441197712351214
366,0.045094676020971204,0.03633007574365652,0.05151135338504447,0.04777929824784991,0.054628850195588684
367,0.04540400309932184,0.03652759317566928,0.05177282786309678,0.04802109338091906,0.0548801224177142
368,0.045696815263834546,0.03674258917576668,0.0520685054058366,0.04829197142647411,0.05520633539710485
369,0.045980271612467934,0.03695421515665462,0.05240372160763324,0.048557998759762314,0.055515841031020995
370,0.046265790282670805,0.037171985111247786,0.05277772724817964,0.04883718418102533,0.05580100741089458
371,0.04656419934890998,0.03743342801550464,0.05318658462075776,0.04919695089115336,0.056145221238844065
372,0.04692422215520394,0.03768840878272807,0.05355766799555022,0.04954150501225772,0.05649396584963815
373,0.047275601919063506,0.0379290102101839,0.05391531920253798,0.049868357383254354,0.05686173979289437
374,0.04759283410374166,0.038165193273550356,0.05428344878184456,0.05020902388351208,0.05725105561960301
375,0.04793956264698998,0.0384211130304219,0.05466059756490654,0.05061782282298909,0.057635870344497554
376,0.04827974001097346,0.03864109188761031,0.05506541730514399,0.051004524632090355,0.058037566134338615
377,0.048617657838758856,0.0388794624512801,0.055490438051355784,0.05137143649517937,0.05845632538697584
378,0.04895894351841264,0.039174128027793506,0.055914307695225623,0.05174007075292509,0.05887297870911598
379,0.0492880795518729,0.03948335650450744,0.056297348484113136,0.052123546593164434,0.059234060594390577
380,0.04967697308563156,0.03970031165982762,0.05671371638510027,0.05250761109094475,0.05963409415301417
381,0.050057504172464413,0.03991178200577227,0.057152733284238165,0.05290844069510694,0.06005909772679723
382,0.05036926149326547,0.04020954180570858,0.05759250585958337,0.053341189152684064,0.06048408804071
383,0.05073339154057274,0.04048431654479498,0.05807991079450135,0.05379266580764136,0.06097381963063589
384,0.051126927357819124,0.040748461088505605,0.058527027661050515,0.05421923388362525,0.061451914398108265
385,0.051516857481222714,0.041025032908713184,0.05896131700002318,0.05464571648283694,0.06191285651392591
386,0.051877737485990255,0.04132633011807595,0.05943932707938504,0.05510828599059006,0.06237718137634589
387,0.05224872749059148,0.041580145853431914,0.059872339838661984,0.055526543889396346,0.06280767332122715
388,0.052584311225967344,0.04184460385201056,0.060294857379287255,0.05591200927658209,0.06321805283218992
389,0.0529072935091452,0.04210626171611892,0.06071272280136736,0.05628754714062806,0.06363559874776964
390,0.05327088783509572,0.042316337189762694,0.06110613938560471,0.05667393689195436,0.06407757523760195
