New GA 10" Labsphere panel
Serial # Serial Number : 99aa03-0319-1952
Comments : Labsphere cal only (50nm steps & manually interpolated)


Wavelength	K-factor
503	0.993688
504	0.993684
505	0.99368
506	0.993676
507	0.993672
508	0.993668
509	0.993664
510	0.99366
511	0.993656
512	0.993652
513	0.9936480000000001
514	0.9936440000000001
515	0.9936400000000001
516	0.9936360000000001
517	0.9936320000000001
518	0.9936280000000001
519	0.9936240000000001
520	0.9936200000000001
521	0.993616
522	0.993612
523	0.993608
524	0.993604
525	0.9936
526	0.993596
527	0.993592
528	0.993588
529	0.993584
530	0.99358
531	0.993576
532	0.993572
533	0.993568
534	0.993564
535	0.99356
536	0.993556
537	0.993552
538	0.9935480000000001
539	0.9935440000000001
540	0.9935400000000001
541	0.9935360000000001
542	0.9935320000000001
543	0.9935280000000001
544	0.9935240000000001
545	0.9935200000000001
546	0.9935160000000001
547	0.9935120000000001
548	0.9935080000000001
549	0.993504
550	0.9935
551	0.993498
552	0.993496
553	0.9934940000000001
554	0.993492
555	0.99349
556	0.993488
557	0.9934860000000001
558	0.993484
559	0.993482
560	0.99348
561	0.9934780000000001
562	0.993476
563	0.993474
564	0.993472
565	0.9934700000000001
566	0.993468
567	0.993466
568	0.993464
569	0.9934620000000001
570	0.99346
571	0.993458
572	0.993456
573	0.9934540000000001
574	0.993452
575	0.9934499999999999
576	0.993448
577	0.993446
578	0.993444
579	0.9934419999999999
580	0.99344
581	0.993438
582	0.993436
583	0.9934339999999999
584	0.993432
585	0.99343
586	0.993428
587	0.9934259999999999
588	0.993424
589	0.993422
590	0.99342
591	0.9934179999999999
592	0.993416
593	0.993414
594	0.993412
595	0.9934099999999999
596	0.993408
597	0.993406
598	0.993404
599	0.9934019999999999
600	0.9934
601	0.993394
602	0.9933879999999999
603	0.993382
604	0.9933759999999999
605	0.99337
606	0.9933639999999999
607	0.993358
608	0.9933519999999999
609	0.993346
610	0.99334
611	0.9933339999999999
612	0.993328
613	0.9933219999999999
614	0.993316
615	0.9933099999999999
616	0.993304
617	0.993298
618	0.993292
619	0.993286
620	0.9932799999999999
621	0.993274
622	0.9932679999999999
623	0.993262
624	0.9932559999999999
625	0.99325
626	0.993244
627	0.993238
628	0.993232
629	0.9932259999999999
630	0.99322
631	0.9932139999999999
632	0.993208
633	0.9932019999999999
634	0.993196
635	0.99319
636	0.993184
637	0.993178
638	0.9931719999999999
639	0.993166
640	0.9931599999999999
641	0.993154
642	0.993148
643	0.993142
644	0.993136
645	0.99313
646	0.993124
647	0.993118
648	0.993112
649	0.9931059999999999
650	0.9931
651	0.99309
652	0.99308
653	0.99307
654	0.9930599999999999
655	0.99305
656	0.99304
657	0.99303
658	0.99302
659	0.99301
660	0.993
661	0.99299
662	0.99298
663	0.99297
664	0.99296
665	0.99295
666	0.99294
667	0.99293
668	0.99292
669	0.99291
670	0.9929
671	0.99289
672	0.99288
673	0.99287
674	0.99286
675	0.99285
676	0.9928400000000001
677	0.99283
678	0.99282
679	0.99281
680	0.9928
681	0.9927900000000001
682	0.99278
683	0.99277
684	0.99276
685	0.99275
686	0.9927400000000001
687	0.99273
688	0.99272
689	0.99271
690	0.9927
691	0.9926900000000001
692	0.99268
693	0.99267
694	0.99266
695	0.99265
696	0.9926400000000001
697	0.99263
698	0.9926200000000001
699	0.99261
700	0.9926
701	0.9925980000000001
702	0.992596
703	0.9925940000000001
704	0.992592
705	0.9925900000000001
706	0.992588
707	0.9925860000000001
708	0.992584
709	0.9925820000000001
710	0.99258
711	0.9925780000000001
712	0.992576
713	0.9925740000000001
714	0.992572
715	0.9925700000000001
716	0.992568
717	0.9925660000000001
718	0.992564
719	0.992562
720	0.99256
721	0.992558
722	0.992556
723	0.992554
724	0.992552
725	0.99255
726	0.9925480000000001
727	0.992546
728	0.9925440000000001
729	0.992542
730	0.9925400000000001
731	0.992538
732	0.9925360000000001
733	0.992534
734	0.9925320000000001
735	0.99253
736	0.9925280000000001
737	0.992526
738	0.9925240000000001
739	0.992522
740	0.9925200000000001
741	0.992518
742	0.9925160000000001
743	0.992514
744	0.9925120000000001
745	0.99251
746	0.9925080000000001
747	0.992506
748	0.992504
749	0.992502
750	0.9925
751	0.99251
752	0.9925200000000001
753	0.99253
754	0.9925400000000001
755	0.99255
756	0.99256
757	0.9925700000000001
758	0.99258
759	0.9925900000000001
760	0.9926
761	0.99261
762	0.9926200000000001
763	0.99263
764	0.9926400000000001
765	0.99265
766	0.99266
767	0.99267
768	0.99268
769	0.9926900000000001
770	0.9927
771	0.99271
772	0.99272
773	0.99273
774	0.9927400000000001
775	0.99275
776	0.99276
777	0.99277
778	0.99278
779	0.9927900000000001
780	0.9928
781	0.99281
782	0.99282
783	0.99283
784	0.9928400000000001
785	0.99285
786	0.99286
787	0.99287
788	0.99288
789	0.99289
790	0.9929
791	0.99291
792	0.99292
793	0.99293
794	0.99294
795	0.99295
796	0.99296
797	0.99297
798	0.99298
799	0.99299
800	0.993
801	0.993008
802	0.993016
803	0.993024
804	0.993032
805	0.99304
806	0.993048
807	0.9930559999999999
808	0.993064
809	0.993072
810	0.99308
811	0.993088
812	0.993096
813	0.993104
814	0.993112
815	0.99312
816	0.993128
817	0.993136
818	0.993144
819	0.9931519999999999
820	0.9931599999999999
821	0.9931679999999999
822	0.993176
823	0.993184
824	0.993192
825	0.9932
826	0.993208
827	0.993216
828	0.993224
829	0.993232
830	0.99324
831	0.993248
832	0.9932559999999999
833	0.9932639999999999
834	0.9932719999999999
835	0.9932799999999999
836	0.993288
837	0.993296
838	0.993304
839	0.993312
840	0.99332
841	0.993328
842	0.993336
843	0.993344
844	0.9933519999999999
845	0.9933599999999999
846	0.9933679999999999
847	0.9933759999999999
848	0.9933839999999999
849	0.9933919999999999
850	0.9934
851	0.9934019999999999
852	0.993404
853	0.993406
854	0.993408
855	0.9934099999999999
856	0.993412
857	0.993414
858	0.993416
859	0.9934179999999999
860	0.99342
861	0.993422
862	0.993424
863	0.9934259999999999
864	0.993428
865	0.99343
866	0.993432
867	0.9934339999999999
868	0.993436
869	0.993438
870	0.99344
871	0.9934419999999999
872	0.993444
873	0.993446
874	0.993448
875	0.9934499999999999
876	0.993452
877	0.9934540000000001
878	0.993456
879	0.993458
880	0.99346
881	0.9934620000000001
882	0.993464
883	0.993466
884	0.993468
885	0.9934700000000001
886	0.993472
887	0.993474
888	0.993476
889	0.9934780000000001
890	0.99348
891	0.993482
892	0.993484
893	0.9934860000000001
894	0.993488
895	0.99349
896	0.993492
897	0.9934940000000001
898	0.993496
899	0.993498
900	0.9935
901	0.993496
902	0.993492
903	0.993488
904	0.993484
905	0.99348
906	0.993476
907	0.993472
908	0.993468
909	0.993464
910	0.99346
911	0.993456
912	0.993452
913	0.993448
914	0.993444
915	0.99344
916	0.993436
917	0.993432
918	0.993428
919	0.993424
920	0.99342
921	0.993416
922	0.993412
923	0.993408
924	0.993404
925	0.9934
926	0.9933960000000001
927	0.993392
928	0.993388
929	0.993384
930	0.99338
931	0.993376
932	0.993372
933	0.993368
934	0.993364
935	0.99336
936	0.993356
937	0.993352
938	0.993348
939	0.993344
940	0.99334
941	0.993336
942	0.993332
943	0.993328
944	0.993324
945	0.99332
946	0.993316
947	0.993312
948	0.993308
949	0.993304
950	0.9933
951	0.993298
952	0.993296
953	0.993294
954	0.993292
955	0.99329
956	0.993288
957	0.993286
958	0.993284
959	0.993282
960	0.9932799999999999
961	0.993278
962	0.9932759999999999
963	0.993274
964	0.9932719999999999
965	0.99327
966	0.9932679999999999
967	0.993266
968	0.9932639999999999
969	0.993262
970	0.9932599999999999
971	0.993258
972	0.9932559999999999
973	0.993254
974	0.9932519999999999
975	0.99325
976	0.993248
977	0.993246
978	0.993244
979	0.993242
980	0.99324
981	0.993238
982	0.993236
983	0.993234
984	0.993232
985	0.99323
986	0.993228
987	0.9932259999999999
988	0.993224
989	0.9932219999999999
990	0.99322
991	0.9932179999999999
992	0.993216
993	0.9932139999999999
994	0.993212
995	0.9932099999999999
996	0.993208
997	0.9932059999999999
998	0.993204
999	0.9932019999999999
1000	0.9932
1001	0.993196
1002	0.993192
1003	0.993188
1004	0.993184
1005	0.99318
1006	0.993176
1007	0.9931719999999999
1008	0.9931679999999999
1009	0.9931639999999999
1010	0.9931599999999999
1011	0.9931559999999999
1012	0.9931519999999999
1013	0.993148
1014	0.993144
1015	0.99314
1016	0.993136
1017	0.993132
1018	0.993128
1019	0.993124
1020	0.99312
1021	0.993116
1022	0.993112
1023	0.993108
1024	0.993104
1025	0.9931
1026	0.993096
1027	0.993092
1028	0.993088
1029	0.993084
1030	0.99308
1031	0.993076
1032	0.993072
1033	0.993068
1034	0.993064
1035	0.9930599999999999
1036	0.9930559999999999
1037	0.9930519999999999
1038	0.993048
1039	0.993044
1040	0.99304
1041	0.993036
1042	0.993032
1043	0.993028
1044	0.993024
1045	0.99302
1046	0.993016
1047	0.993012
1048	0.993008
1049	0.993004
1050	0.993
1051	0.9930019999999999
1052	0.993004
1053	0.9930059999999999
1054	0.993008
1055	0.99301
1056	0.993012
1057	0.993014
1058	0.993016
1059	0.993018
1060	0.99302
1061	0.993022
1062	0.993024
1063	0.993026
1064	0.993028
1065	0.99303
1066	0.993032
1067	0.993034
1068	0.993036
1069	0.993038
1070	0.99304
1071	0.993042
1072	0.993044
1073	0.993046
1074	0.993048
1075	0.99305
1076	0.9930519999999999
1077	0.993054
1078	0.9930559999999999
1079	0.993058
1080	0.9930599999999999
1081	0.993062
1082	0.993064
1083	0.993066
1084	0.993068
1085	0.99307
1086	0.993072
1087	0.993074
1088	0.993076
1089	0.993078
1090	0.99308
1091	0.993082
1092	0.993084
1093	0.993086
1094	0.993088
1095	0.99309
1096	0.993092
1097	0.993094
1098	0.993096
1099	0.993098
1100	0.9931
1101	0.9931
1102	0.9931
1103	0.9931
1104	0.9931
1105	0.9931
1106	0.9931
1107	0.9931
1108	0.9931
1109	0.9931
1110	0.9931
1111	0.9931
1112	0.9931
1113	0.9931
1114	0.9931
1115	0.9931
1116	0.9931
1117	0.9931
1118	0.9931
1119	0.9931
1120	0.9931
1121	0.9931
1122	0.9931
1123	0.9931
1124	0.9931
1125	0.9931
1126	0.9931
1127	0.9931
1128	0.9931
1129	0.9931
1130	0.9931
1131	0.9931
1132	0.9931
1133	0.9931
1134	0.9931
1135	0.9931
1136	0.9931
1137	0.9931
1138	0.9931
1139	0.9931
1140	0.9931
1141	0.9931
1142	0.9931
1143	0.9931
1144	0.9931
1145	0.9931
1146	0.9931
1147	0.9931
1148	0.9931
1149	0.9931
1150	0.9931
1151	0.99308
1152	0.9930599999999999
1153	0.99304
1154	0.99302
1155	0.993
1156	0.99298
1157	0.99296
1158	0.9929399999999999
1159	0.99292
1160	0.9929
1161	0.99288
1162	0.99286
1163	0.99284
1164	0.99282
1165	0.9928
1166	0.99278
1167	0.99276
1168	0.99274
1169	0.9927199999999999
1170	0.9927
1171	0.99268
1172	0.99266
1173	0.99264
1174	0.99262
1175	0.9925999999999999
1176	0.99258
1177	0.99256
1178	0.99254
1179	0.99252
1180	0.9924999999999999
1181	0.99248
1182	0.99246
1183	0.99244
1184	0.99242
1185	0.9924
1186	0.9923799999999999
1187	0.99236
1188	0.99234
1189	0.99232
1190	0.9923
1191	0.9922799999999999
1192	0.99226
1193	0.99224
1194	0.99222
1195	0.9922
1196	0.99218
1197	0.9921599999999999
1198	0.99214
1199	0.99212
1200	0.9921
1201	0.992098
1202	0.992096
1203	0.992094
1204	0.992092
1205	0.99209
1206	0.992088
1207	0.992086
1208	0.992084
1209	0.992082
1210	0.99208
1211	0.992078
1212	0.992076
1213	0.992074
1214	0.992072
1215	0.99207
1216	0.992068
1217	0.992066
1218	0.992064
1219	0.992062
1220	0.9920599999999999
1221	0.992058
1222	0.9920559999999999
1223	0.992054
1224	0.9920519999999999
1225	0.99205
1226	0.992048
1227	0.992046
1228	0.992044
1229	0.992042
1230	0.99204
1231	0.992038
1232	0.992036
1233	0.992034
1234	0.992032
1235	0.99203
1236	0.992028
1237	0.992026
1238	0.992024
1239	0.992022
1240	0.99202
1241	0.992018
1242	0.992016
1243	0.992014
1244	0.992012
1245	0.99201
1246	0.992008
1247	0.9920059999999999
1248	0.992004
1249	0.9920019999999999
1250	0.992
1251	0.99198
1252	0.99196
1253	0.99194
1254	0.99192
1255	0.9919
1256	0.99188
1257	0.99186
1258	0.9918399999999999
1259	0.99182
1260	0.9918
1261	0.99178
1262	0.99176
1263	0.99174
1264	0.99172
1265	0.9917
1266	0.99168
1267	0.99166
1268	0.99164
1269	0.99162
1270	0.9916
1271	0.99158
1272	0.99156
1273	0.99154
1274	0.99152
1275	0.9915
1276	0.99148
1277	0.99146
1278	0.99144
1279	0.99142
1280	0.9914
1281	0.99138
1282	0.99136
1283	0.99134
1284	0.99132
1285	0.9913
1286	0.9912799999999999
1287	0.99126
1288	0.99124
1289	0.99122
1290	0.9912
1291	0.99118
1292	0.99116
1293	0.99114
1294	0.99112
1295	0.9911
1296	0.99108
1297	0.9910599999999999
1298	0.99104
1299	0.99102
1300	0.991
1301	0.990982
1302	0.990964
1303	0.990946
1304	0.990928
1305	0.99091
1306	0.990892
1307	0.990874
1308	0.990856
1309	0.990838
1310	0.99082
1311	0.990802
1312	0.990784
1313	0.990766
1314	0.990748
1315	0.99073
1316	0.990712
1317	0.990694
1318	0.990676
1319	0.990658
1320	0.99064
1321	0.990622
1322	0.990604
1323	0.990586
1324	0.990568
1325	0.99055
1326	0.990532
1327	0.990514
1328	0.9904959999999999
1329	0.990478
1330	0.99046
1331	0.9904419999999999
1332	0.990424
1333	0.990406
1334	0.9903879999999999
1335	0.99037
1336	0.990352
1337	0.9903339999999999
1338	0.990316
1339	0.990298
1340	0.9902799999999999
1341	0.990262
1342	0.990244
1343	0.9902259999999999
1344	0.990208
1345	0.99019
1346	0.9901719999999999
1347	0.990154
1348	0.990136
1349	0.9901179999999999
1350	0.9901
1351	0.990092
1352	0.990084
1353	0.990076
1354	0.990068
1355	0.9900599999999999
1356	0.9900519999999999
1357	0.990044
1358	0.990036
1359	0.990028
1360	0.99002
1361	0.990012
1362	0.990004
1363	0.989996
1364	0.989988
1365	0.98998
1366	0.989972
1367	0.989964
1368	0.989956
1369	0.989948
1370	0.98994
1371	0.989932
1372	0.989924
1373	0.989916
1374	0.989908
1375	0.9899
1376	0.989892
1377	0.989884
1378	0.989876
1379	0.989868
1380	0.98986
1381	0.989852
1382	0.9898440000000001
1383	0.989836
1384	0.989828
1385	0.98982
1386	0.989812
1387	0.989804
1388	0.989796
1389	0.989788
1390	0.98978
1391	0.989772
1392	0.989764
1393	0.989756
1394	0.9897480000000001
1395	0.9897400000000001
1396	0.9897320000000001
1397	0.989724
1398	0.989716
1399	0.989708
1400	0.9897
1401	0.989724
1402	0.9897480000000001
1403	0.989772
1404	0.989796
1405	0.98982
1406	0.9898440000000001
1407	0.989868
1408	0.989892
1409	0.989916
1410	0.98994
1411	0.9899640000000001
1412	0.989988
1413	0.990012
1414	0.990036
1415	0.99006
1416	0.990084
1417	0.990108
1418	0.990132
1419	0.990156
1420	0.9901800000000001
1421	0.990204
1422	0.990228
1423	0.990252
1424	0.990276
1425	0.9903
1426	0.990324
1427	0.990348
1428	0.990372
1429	0.990396
1430	0.99042
1431	0.990444
1432	0.990468
1433	0.990492
1434	0.9905160000000001
1435	0.99054
1436	0.990564
1437	0.990588
1438	0.990612
1439	0.990636
1440	0.99066
1441	0.990684
1442	0.990708
1443	0.9907320000000001
1444	0.990756
1445	0.99078
1446	0.990804
1447	0.990828
1448	0.990852
1449	0.990876
1450	0.9909
1451	0.9909
1452	0.9909
1453	0.9909
1454	0.9909
1455	0.9909
1456	0.9909
1457	0.9909
1458	0.9909
1459	0.9909
1460	0.9909
1461	0.9909
1462	0.9909
1463	0.9909
1464	0.9909
1465	0.9909
1466	0.9909
1467	0.9909
1468	0.9909
1469	0.9909
1470	0.9909
1471	0.9909
1472	0.9909
1473	0.9909
1474	0.9909
1475	0.9909
1476	0.9909
1477	0.9909
1478	0.9909
1479	0.9909
1480	0.9909
1481	0.9909
1482	0.9909
1483	0.9909
1484	0.9909
1485	0.9909
1486	0.9909
1487	0.9909
1488	0.9909
1489	0.9909
1490	0.9909
1491	0.9909
1492	0.9909
1493	0.9909
1494	0.9909
1495	0.9909
1496	0.9909
1497	0.9909
1498	0.9909
1499	0.9909
1500	0.9909
1501	0.9909
1502	0.9909
1503	0.9909
1504	0.9909
1505	0.9909
1506	0.9909
1507	0.9909
1508	0.9909
1509	0.9909
1510	0.9909
1511	0.9909
1512	0.9909
1513	0.9909
1514	0.9909
1515	0.9909
1516	0.9909
1517	0.9909
1518	0.9909
1519	0.9909
1520	0.9909
1521	0.9909
1522	0.9909
1523	0.9909
1524	0.9909
1525	0.9909
1526	0.9909
1527	0.9909
1528	0.9909
1529	0.9909
1530	0.9909
1531	0.9909
1532	0.9909
1533	0.9909
1534	0.9909
1535	0.9909
1536	0.9909
1537	0.9909
1538	0.9909
1539	0.9909
1540	0.9909
1541	0.9909
1542	0.9909
1543	0.9909
1544	0.9909
1545	0.9909
1546	0.9909
1547	0.9909
1548	0.9909
1549	0.9909
1550	0.9909
1551	0.990896
1552	0.990892
1553	0.990888
1554	0.990884
1555	0.99088
1556	0.990876
1557	0.990872
1558	0.990868
1559	0.990864
1560	0.99086
1561	0.990856
1562	0.990852
1563	0.9908480000000001
1564	0.9908440000000001
1565	0.99084
1566	0.990836
1567	0.990832
1568	0.990828
1569	0.990824
1570	0.99082
1571	0.990816
1572	0.990812
1573	0.990808
1574	0.990804
1575	0.9908
1576	0.990796
1577	0.990792
1578	0.990788
1579	0.990784
1580	0.99078
1581	0.990776
1582	0.990772
1583	0.990768
1584	0.990764
1585	0.99076
1586	0.990756
1587	0.990752
1588	0.9907480000000001
1589	0.9907440000000001
1590	0.9907400000000001
1591	0.9907360000000001
1592	0.9907320000000001
1593	0.990728
1594	0.990724
1595	0.99072
1596	0.990716
1597	0.990712
1598	0.990708
1599	0.990704
1600	0.9907
1601	0.99067
1602	0.9906400000000001
1603	0.99061
1604	0.99058
1605	0.99055
1606	0.9905200000000001
1607	0.99049
1608	0.99046
1609	0.99043
1610	0.9904000000000001
1611	0.99037
1612	0.99034
1613	0.99031
1614	0.99028
1615	0.99025
1616	0.99022
1617	0.99019
1618	0.99016
1619	0.99013
1620	0.9901
1621	0.99007
1622	0.99004
1623	0.99001
1624	0.98998
1625	0.98995
1626	0.98992
1627	0.98989
1628	0.98986
1629	0.98983
1630	0.9898
1631	0.98977
1632	0.98974
1633	0.98971
1634	0.98968
1635	0.98965
1636	0.9896199999999999
1637	0.98959
1638	0.98956
1639	0.98953
1640	0.9894999999999999
1641	0.98947
1642	0.98944
1643	0.98941
1644	0.9893799999999999
1645	0.98935
1646	0.98932
1647	0.98929
1648	0.9892599999999999
1649	0.9892299999999999
1650	0.9892
1651	0.9891719999999999
1652	0.989144
1653	0.989116
1654	0.989088
1655	0.9890599999999999
1656	0.989032
1657	0.989004
1658	0.988976
1659	0.9889479999999999
1660	0.98892
1661	0.988892
1662	0.988864
1663	0.9888359999999999
1664	0.988808
1665	0.98878
1666	0.988752
1667	0.9887239999999999
1668	0.988696
1669	0.988668
1670	0.98864
1671	0.9886119999999999
1672	0.988584
1673	0.988556
1674	0.988528
1675	0.9884999999999999
1676	0.988472
1677	0.988444
1678	0.988416
1679	0.988388
1680	0.98836
1681	0.988332
1682	0.988304
1683	0.988276
1684	0.988248
1685	0.98822
1686	0.988192
1687	0.988164
1688	0.988136
1689	0.988108
1690	0.98808
1691	0.988052
1692	0.988024
1693	0.987996
1694	0.987968
1695	0.98794
1696	0.987912
1697	0.987884
1698	0.987856
1699	0.987828
1700	0.9878
1701	0.987802
1702	0.987804
1703	0.987806
1704	0.987808
1705	0.98781
1706	0.987812
1707	0.987814
1708	0.987816
1709	0.987818
1710	0.98782
1711	0.987822
1712	0.987824
1713	0.987826
1714	0.987828
1715	0.98783
1716	0.987832
1717	0.987834
1718	0.987836
1719	0.987838
1720	0.98784
1721	0.987842
1722	0.987844
1723	0.987846
1724	0.9878480000000001
1725	0.98785
1726	0.987852
1727	0.987854
1728	0.987856
1729	0.987858
1730	0.98786
1731	0.987862
1732	0.987864
1733	0.987866
1734	0.987868
1735	0.98787
1736	0.987872
1737	0.987874
1738	0.987876
1739	0.987878
1740	0.98788
1741	0.987882
1742	0.987884
1743	0.987886
1744	0.987888
1745	0.98789
1746	0.987892
1747	0.987894
1748	0.987896
1749	0.987898
1750	0.9879
1751	0.98789
1752	0.98788
1753	0.98787
1754	0.98786
1755	0.98785
1756	0.98784
1757	0.98783
1758	0.98782
1759	0.98781
1760	0.9878
1761	0.9877900000000001
1762	0.98778
1763	0.98777
1764	0.98776
1765	0.98775
1766	0.9877400000000001
1767	0.98773
1768	0.98772
1769	0.98771
1770	0.9877
1771	0.9876900000000001
1772	0.98768
1773	0.98767
1774	0.98766
1775	0.98765
1776	0.9876400000000001
1777	0.98763
1778	0.98762
1779	0.98761
1780	0.9876
1781	0.9875900000000001
1782	0.98758
1783	0.9875700000000001
1784	0.98756
1785	0.98755
1786	0.9875400000000001
1787	0.98753
1788	0.9875200000000001
1789	0.98751
1790	0.9875
1791	0.9874900000000001
1792	0.98748
1793	0.9874700000000001
1794	0.98746
1795	0.98745
1796	0.9874400000000001
1797	0.98743
1798	0.9874200000000001
1799	0.98741
1800	0.9874
1801	0.987314
1802	0.9872280000000001
1803	0.9871420000000001
1804	0.987056
1805	0.98697
1806	0.9868840000000001
1807	0.9867980000000001
1808	0.986712
1809	0.986626
1810	0.9865400000000001
1811	0.986454
1812	0.986368
1813	0.986282
1814	0.9861960000000001
1815	0.98611
1816	0.986024
1817	0.985938
1818	0.9858520000000001
1819	0.985766
1820	0.98568
1821	0.985594
1822	0.985508
1823	0.985422
1824	0.985336
1825	0.98525
1826	0.985164
1827	0.985078
1828	0.984992
1829	0.9849060000000001
1830	0.98482
1831	0.984734
1832	0.984648
1833	0.984562
1834	0.984476
1835	0.98439
1836	0.984304
1837	0.984218
1838	0.984132
1839	0.984046
1840	0.98396
1841	0.983874
1842	0.983788
1843	0.983702
1844	0.9836159999999999
1845	0.98353
1846	0.983444
1847	0.983358
1848	0.9832719999999999
1849	0.983186
1850	0.9831
1851	0.9830679999999999
1852	0.983036
1853	0.983004
1854	0.982972
1855	0.9829399999999999
1856	0.982908
1857	0.982876
1858	0.9828439999999999
1859	0.982812
1860	0.98278
1861	0.982748
1862	0.982716
1863	0.982684
1864	0.982652
1865	0.98262
1866	0.982588
1867	0.982556
1868	0.982524
1869	0.982492
1870	0.98246
1871	0.982428
1872	0.982396
1873	0.982364
1874	0.982332
1875	0.9823
1876	0.982268
1877	0.982236
1878	0.982204
1879	0.982172
1880	0.98214
1881	0.982108
1882	0.9820760000000001
1883	0.982044
1884	0.982012
1885	0.9819800000000001
1886	0.981948
1887	0.981916
1888	0.981884
1889	0.9818520000000001
1890	0.98182
1891	0.981788
1892	0.9817560000000001
1893	0.981724
1894	0.981692
1895	0.98166
1896	0.9816280000000001
1897	0.981596
1898	0.981564
1899	0.9815320000000001
1900	0.9815
1901	0.9814700000000001
1902	0.9814400000000001
1903	0.98141
1904	0.98138
1905	0.9813500000000001
1906	0.9813200000000001
1907	0.98129
1908	0.98126
1909	0.98123
1910	0.9812000000000001
1911	0.98117
1912	0.98114
1913	0.98111
1914	0.9810800000000001
1915	0.98105
1916	0.98102
1917	0.98099
1918	0.98096
1919	0.98093
1920	0.9809
1921	0.98087
1922	0.98084
1923	0.98081
1924	0.98078
1925	0.98075
1926	0.98072
1927	0.9806900000000001
1928	0.98066
1929	0.98063
1930	0.9806
1931	0.98057
1932	0.98054
1933	0.98051
1934	0.98048
1935	0.98045
1936	0.98042
1937	0.98039
1938	0.98036
1939	0.98033
1940	0.9803
1941	0.98027
1942	0.98024
1943	0.98021
1944	0.9801799999999999
1945	0.98015
1946	0.98012
1947	0.98009
1948	0.9800599999999999
1949	0.98003
1950	0.98
1951	0.9798939999999999
1952	0.979788
1953	0.9796819999999999
1954	0.979576
1955	0.97947
1956	0.979364
1957	0.979258
1958	0.979152
1959	0.979046
1960	0.97894
1961	0.978834
1962	0.978728
1963	0.978622
1964	0.9785159999999999
1965	0.97841
1966	0.978304
1967	0.978198
1968	0.978092
1969	0.977986
1970	0.97788
1971	0.977774
1972	0.977668
1973	0.977562
1974	0.977456
1975	0.9773499999999999
1976	0.977244
1977	0.977138
1978	0.977032
1979	0.976926
1980	0.97682
1981	0.976714
1982	0.976608
1983	0.976502
1984	0.976396
1985	0.97629
1986	0.976184
1987	0.976078
1988	0.975972
1989	0.975866
1990	0.97576
1991	0.975654
1992	0.975548
1993	0.975442
1994	0.975336
1995	0.97523
1996	0.975124
1997	0.975018
1998	0.974912
1999	0.9748060000000001
2000	0.9747
2001	0.97448
2002	0.97426
2003	0.97404
2004	0.97382
