,0,1,2,3,4,5,6,Sat_mean
band1,0.05266027151720822,0.06085723478343256,0.060044364789220116,0.05999666409161003,0.05888968212136148,0.05889737368396139,0.057555981171878365,0.07050625
band2,0.05703514263108038,0.06588490141994399,0.06509284645722772,0.06505505901971026,0.06382155664202846,0.06373249831966817,0.06232109598320582,0.07
band3,0.06398622966992655,0.07385789262518791,0.07316818211755778,0.07311391780266396,0.07164941779443905,0.07136469162998255,0.06981646563397254,0.0784375
band4,0.06933834418563024,0.07988643556815367,0.07914969029070607,0.07906894249086167,0.07747269562169361,0.0770538424010688,0.0752649024218738,0.08669375
band5,0.09297451931673635,0.10606581980693865,0.1051066612209804,0.10517584671371845,0.10288932191121843,0.10286161402513626,0.09980491153014107,0.11608125
band6,0.14947506088297385,0.16537260295488107,0.16101048672595006,0.165507397303815,0.1596654425443789,0.16076443872083712,0.1534955129842029,0.16763125
band7,0.11920655847851558,0.129407212474829,0.12864843948979568,0.1306538101749878,0.12860440365874054,0.1251406541505462,0.12221701402161154,0.13066875
