,1,2,3,4,5,6,7,8,9,10
band1,0.09253898225198683,0.09654883786881119,0.09603696260676535,0.09368093372673393,0.08793440164678076,0.09529181384891058,0.08960599607747889,0.08484005036232027,0.08180351402258272,0.08172395040988255
band2,0.10291468508200856,0.10715834366975445,0.10659663509774824,0.10397512673605717,0.0975468990013953,0.10513705870509166,0.09929461324523778,0.09379880802773738,0.0905924957006873,0.0903248734326645
band3,0.12005830287654967,0.12461472082146591,0.12398808666587104,0.12087663743517793,0.11332948953829022,0.12108264969782975,0.11508458292217899,0.10837101999363691,0.10490576993253975,0.1042278246903886
band4,0.13609110675052852,0.1408680321178805,0.1401567753502324,0.13664451108288675,0.12805515517235008,0.135888143648064,0.129796063585824,0.12191563127202244,0.11829923679292743,0.11715782923885047
band5,0.19091956007532182,0.19644818166923422,0.19554602748983102,0.19074975162779337,0.17920962896414463,0.188196482888912,0.18118852760789264,0.17030351010772782,0.16595873804147462,0.1638637413194915
band6,0.30121767670364946,0.3050995504070889,0.30394090896077136,0.29832240046432296,0.2819881360802581,0.2944587715020919,0.28463717223214746,0.2699495490083385,0.2658349514695382,0.2621933081597126
band7,0.2652778044485414,0.2701002902710919,0.2672798402356951,0.2634766215126685,0.24660957117109167,0.2560034383238751,0.24798627534398554,0.23397365971850476,0.2309539185807226,0.2268035102137568
band8,0.14055402671745965,0.1459101220042491,0.1452862430691895,0.14175730735866837,0.1329715549837275,0.1418264954592154,0.13509346243408707,0.1271452629973842,0.12322020565095831,0.12231205616920111
