,0,1,2,3,4,5,6,7,8,9,10,Sat_mean
band1,0.07591691633773619,0.07676948627054694,0.07492768814117796,0.07391736045056084,0.07128223907093637,0.0725601844336548,0.07144089338939055,0.0707219848139757,0.072679136878057,0.07420588233012486,0.07457890040625739,0.07139333333333332
band2,0.0848998484863588,0.0855169890329669,0.08371368302073197,0.08200911003948264,0.0793296357142216,0.0803951584930451,0.07943901265447988,0.07828279106895489,0.08088442382126029,0.08222194028723388,0.08297458570874293,0.07524
band3,0.10054688387735344,0.10105820442777574,0.09904259034874688,0.09605305469070673,0.09314911611918417,0.09377723643767594,0.09290673633825915,0.09113520571084548,0.09464059008012585,0.09577479197439209,0.09708080590614054,0.09457666666666667
band4,0.11388033093725665,0.11469087442085232,0.11237812273214837,0.10874133749668795,0.1052632898560803,0.10592392131680728,0.10491704263143693,0.1030463487084405,0.10716800317138787,0.10837912109249183,0.1096720234086557,0.11105
band5,0.16604214494573905,0.16827078417496505,0.16506724180557225,0.15502265270158896,0.15200327985396048,0.15007645831159677,0.1480189426830714,0.14443882108474568,0.15066229674628895,0.1503258758722419,0.1537509456455396,0.15669333333333335
band6,0.24635270658274522,0.24598676608064654,0.2462821821277771,0.2354252074795584,0.23057448467719618,0.2298342979178385,0.2317312081971072,0.22565666205101398,0.2368563161198837,0.23599112617358511,0.24153047314724366,0.23411666666666664
band7,0.20619658747395606,0.2091866417715421,0.20920663262187691,0.1996504291161236,0.193325746346856,0.19494942446405938,0.193887622105165,0.1908613970405731,0.19893047663222602,0.20126559639433297,0.20366333239237963,0.19505333333333333
