,0,1,2,3,4,5,6,7,8,9,10,11,12,13,Sat_mean
band1,0.021059634930128093,0.025312132286660766,0.022043128603325204,0.027863634527949068,0.027202473873986707,0.029151241309216994,0.029388837756974994,0.02986881739876621,0.028449092367070206,0.028635305731970206,0.029488458464334635,0.03173616258740425,0.028326421978030713,0.03438659085349974,0.035519999999999996
band2,0.023901487494036904,0.029452343353702597,0.02521851478268503,0.0327753829950267,0.03188881023770689,0.03405697187080278,0.034320467951189405,0.03536588218900031,0.033462716337542296,0.03384524620300913,0.034691667536785875,0.03766769103278712,0.03318405301962672,0.04105425927068526,0.035095
band3,0.05587128278636212,0.062461763151109594,0.05738280696294781,0.06736304318705325,0.06471543645312874,0.06853230213479448,0.06764323539758371,0.07127962630918033,0.067944212799069,0.06889571342337802,0.06878628593017086,0.07426731255505394,0.06764903821125165,0.079263267445361,0.071815
band4,0.03264376117110601,0.04408348148992817,0.03562763294522337,0.05165955332450501,0.05020388940075748,0.05178946046355715,0.053025882631324135,0.05589952252645618,0.052251810003299225,0.05128351431968037,0.05253587710118681,0.056704450337206724,0.048689380658055684,0.06488606049555362,0.05993
band5,0.4907822312237268,0.4495563231755689,0.4649058313396708,0.4355188917315987,0.4199913000323065,0.43621165726111,0.41867997679584956,0.42684832135066875,0.4257867534075932,0.4413090619494865,0.427051682749428,0.4406420001451282,0.4338127758913547,0.42791472951187476,0.44106000000000006
band6,0.23111472412200706,0.2402338872114711,0.23671310438353907,0.254717005045227,0.24599193162895985,0.25958309393155926,0.2515315084113067,0.2617314750508204,0.2541454974690268,0.2602370374901591,0.2568599821878328,0.2712048029600131,0.2535149652197671,0.2833759312369271,0.25313
band7,0.10412870286580059,0.11353497960733737,0.10705474334907288,0.12215302292731468,0.1187133790450513,0.12558304043049914,0.1245383562783235,0.12840855184389618,0.12419814740378135,0.12495662830293547,0.12672739219551296,0.13216464578464773,0.12235804769135968,0.14244503442158785,0.12733
