,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.03609889705882353,0.001348078246983961,0.05479952587733302,0.010200139343489635,3.7344028677309824,18.61355400468668,0.6587446967995626
Band2,0.05660808823529412,0.005702960468902234,0.06625540723281106,0.012852372474990794,10.074462230905267,19.398224253349742,0.8543919749279061
Band3,0.08384044117647059,0.006286030013830278,0.09665664584494915,0.014623696929520211,7.497610849398085,15.129530723607642,0.8674048270924116
Band4,0.0910672794117647,0.012588106955219548,0.1056084280986077,0.02771349855790777,13.822864849516222,26.241748936961155,0.8623107175379434
Band5,0.13997904411764706,0.008610439660383926,0.15345610954925787,0.023906757849129025,6.1512347899355415,15.578889572627407,0.9121764166236418
Band6,0.2599033088235294,0.011150383635918427,0.2751299032272753,0.019379010097705134,4.290204571227439,7.043585546459776,0.9446567086124122
Band7,0.29625257352941176,0.015076637336519916,0.31426107544977055,0.027235867493915746,5.089116073121004,8.666637271235633,0.9426957287198708
Band8,0.32498345588235295,0.016394858361813803,0.33806652447685726,0.026452514123416628,5.044828610521298,7.8246475791564105,0.9613003132600906
Band8a,0.3277106617647059,0.013834648409731667,0.3515916008549163,0.026080787165077213,4.221604611590224,7.417920991758677,0.9320776178038883
Band11,0.35119742647058827,0.018094822565337964,0.38013937795059327,0.05273828161094874,5.152322084812701,13.87340661608678,0.9238648949339666
Band12,0.2521018382352941,0.023342991538657425,0.2747493887092619,0.0645161906599318,9.259349992073728,23.481832284694338,0.9175701515466034
