,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.03609889705882353,0.001348078246983961,0.05396624003542633,0.00987715631996418,3.7344028677309824,18.302472644898526,0.6689162897975898
Band2,0.05660808823529412,0.005702960468902234,0.06507757325509061,0.012520835944150106,10.074462230905267,19.23986300944416,0.8698555493672472
Band3,0.08384044117647059,0.006286030013830278,0.09440863806778613,0.014346180002345083,7.497610849398085,15.19583408463579,0.8880590049002985
Band4,0.0910672794117647,0.012588106955219548,0.10333177902934558,0.026976039745286003,13.822864849516222,26.106237595720653,0.8813095087224054
Band5,0.13997904411764706,0.008610439660383926,0.14904838149235886,0.02354041325587752,6.1512347899355415,15.793806695636173,0.9391517218509565
Band6,0.2599033088235294,0.011150383635918427,0.2642947586997166,0.021762882045157098,4.290204571227439,8.234322221230048,0.9833842717964127
Band7,0.29625257352941176,0.015076637336519916,0.3030224733182841,0.02847189617302263,5.089116073121004,9.395968510598474,0.9776587534424832
Band8,0.32498345588235295,0.016394858361813803,0.32542974457073365,0.028148435246032354,5.044828610521298,8.649619684630322,0.9986286174025998
Band8a,0.3277106617647059,0.013834648409731667,0.3382066491519613,0.02804879785782676,4.221604611590224,8.293390425101908,0.9689657568425292
Band11,0.35119742647058827,0.018094822565337964,0.371552869130573,0.05331184387940984,5.152322084812701,14.348387082613192,0.9452152187450036
Band12,0.2521018382352941,0.023342991538657425,0.26970951503875173,0.06549521903109691,9.259349992073728,24.2836145479282,0.934716145253801
