,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.08003469387755102,0.0008410515819091616,0.07264009682716142,0.008568964188940794,1.0508587478274451,11.796465813267895,1.1017977311894858
Band2,0.09336581632653061,0.0021490873352256585,0.09594354431608497,0.012199252462943958,2.3017924758560473,12.715032105499098,0.9731328667506585
Band3,0.13282448979591835,0.0028420695687420014,0.14008563999625656,0.017359482776662903,2.139718039277827,12.392050160977806,0.9481663488096835
Band4,0.1825061224489796,0.004355276329163695,0.18865962192514293,0.0236923422222045,2.3863727258690908,12.558247483187069,0.9673830604907873
Band5,0.20693469387755103,0.004536633248656944,0.20606705746816323,0.02591117061544149,2.1923019111243836,12.57414500590163,1.0042104566350778
Band6,0.21855357142857143,0.005198992985302489,0.22248204232216323,0.028151413875554726,2.378818589565646,12.653342077285641,0.9823425259288873
Band7,0.22254489795918367,0.005414372830979871,0.23154086767566706,0.029063755199646758,2.432935052940601,12.552321968646188,0.9611473784011012
Band8,0.23764030612244896,0.0068048420566897165,0.24413893442112966,0.03035432488447727,2.8635050037275174,12.433217567877685,0.9733814341653887
Band8a,0.2461137755102041,0.005831009996755056,0.2508293197125852,0.03109039052060792,2.3692334915699576,12.395038409478245,0.9812001874111669
Band11,0.3337331632653061,0.004593315039813521,0.32901705857712427,0.0362819012207746,1.3763436018379742,11.027361735491848,1.0143339214950655
Band12,0.2785908163265306,0.0038065219738880563,0.27541992812800714,0.03169707059261837,1.3663486916332912,11.508633673699347,1.0115129221769665
