,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.17001916666666667,0.009998523189562658,0.16545560337728568,0.009770520976042174,5.880821195392279,5.905222172356784,1.0275817995657408
Band2,0.21627791666666668,0.013841518606221967,0.22604645340192112,0.012122677282391853,6.399876057413151,5.362914170936878,0.9567852687434758
Band3,0.38433541666666665,0.016057053091805343,0.40965237637888297,0.017938900267595127,4.17787494867578,4.37905436462149,0.9381989189565912
Band4,0.5112833333333333,0.019714788583418512,0.5261737038578538,0.022194966103377053,3.855941959791084,4.218182311401301,0.9717006562370074
Band5,0.5623416666666667,0.02095860834809623,0.5523231915727538,0.023301960966403773,3.727023905649808,4.218899608406968,1.0181387912851987
Band6,0.5774741666666667,0.021301658761050096,0.579166616844065,0.024403174817855935,3.6887639293042134,4.2134981727419305,0.9970777836149801
Band7,0.5873945833333333,0.021481323570171112,0.6011576777546258,0.024313958577893216,3.657051695687998,4.044522673104315,0.9771056830336113
Band8,0.60689375,0.02456062572365574,0.6044186832730832,0.02456436715421294,4.0469399666178365,4.064131012825506,1.0040949540366848
Band8a,0.6077654166666666,0.023987906932307696,0.6043100395802462,0.024551419667865865,3.946902254470336,4.062719144120009,1.0057178879384836
Band11,0.72051875,0.022421063908093952,0.6978937089092748,0.02826130665481427,3.111794649076648,4.049514459584876,1.032419035738387
Band12,0.5675537500000001,0.015826072452470114,0.5796498308295681,0.025659336090372097,2.7884711276192102,4.426696037097025,0.9791320894336212
