,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.10253265306122449,0.0037951708173275564,0.10037793698313491,0.0074712549547761775,3.7014265251298792,7.443124634083152,1.0214660327044938
Band2,0.12036734693877552,0.009192085942900791,0.11381034842909989,0.008584898977554501,7.636693984437755,7.5431620200184275,1.0576133769923428
Band3,0.13921887755102041,0.0099208037839532,0.12912630073615824,0.00989726725634619,7.126047816552365,7.6647957851507895,1.0781605045395375
Band4,0.1602341836734694,0.010846846849592232,0.14747041342479936,0.011381050020322353,6.769371304500356,7.71751414810129,1.0865513966649232
Band5,0.1757719387755102,0.010230949360278258,0.1557656636699376,0.011884146449293973,5.820581733097267,7.6295032995693415,1.1284382875802799
Band6,0.17726377551020409,0.009657024726169507,0.16404915405884707,0.012335297559562914,5.4478275092440445,7.519269227769406,1.0805528167893919
Band7,0.18712346938775512,0.00967461754789524,0.17896059129278416,0.013286075552615661,5.170178588260144,7.424023052583291,1.0456127130336548
Band8,0.19261326530612247,0.01079635839734391,0.19024270418228206,0.013870891424931362,5.605199818499071,7.2911555187109265,1.0124607202890106
Band8a,0.20499897959183672,0.009917136219468898,0.19689762037537503,0.014284306932304537,4.837651504029149,7.254687438615181,1.0411450336526
Band11,0.3339515306122449,0.011245717901788835,0.31164409441311003,0.019103957919451006,3.3674700880009953,6.130056131956453,1.0715798457247983
Band12,0.2985285714285714,0.011647667717844036,0.27575028457963124,0.01915446413644061,3.901692780059734,6.946308021273928,1.0826047627971251
