,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.17318639705882355,0.010629969368889111,0.18752954805265076,0.013535823291753311,6.1378777718198005,7.217968278765859,0.9235152479021587
Band2,0.2225669117647059,0.01448023020995837,0.25909527083903583,0.017955404837056464,6.506012099977662,6.930039586948441,0.8590157243857093
Band3,0.38016948529411765,0.02047927904793802,0.46959795466680715,0.029902908758956022,5.386881335858466,6.367768100730543,0.8095637587771406
Band4,0.4962507352941177,0.027153274085770757,0.6013149251457002,0.03722669098746229,5.4716844035863375,6.190880922911097,0.8252759320315803
Band5,0.5421779411764707,0.029260324199021342,0.6326742777201232,0.03913230507940775,5.396812001522863,6.185221441343116,0.856962200407829
Band6,0.5639136029411765,0.030443544644936246,0.6627458285137658,0.04093278682518981,5.398618597982624,6.176242092233645,0.8508746169037011
Band7,0.5557040441176471,0.03084396246285192,0.6683220461847127,0.04047233600231254,5.550429727720679,6.055813396155224,0.8314914153887721
Band8,0.5756838235294118,0.033553120133226665,0.672221112383609,0.04067565669076629,5.828393774818728,6.050934125906233,0.8563905728698575
Band8a,0.5784966911764706,0.03311973748553135,0.6718726467974003,0.040702330047557765,5.725138620616269,6.058042434317368,0.861021346729886
Band11,0.6770746323529412,0.034540093655312756,0.769100752351308,0.04497937688463979,5.101371695950339,5.84830748729969,0.8803458198200652
Band12,0.5513338235294118,0.02580948076086245,0.6359866943891153,0.04005000891596575,4.681280135443313,6.2973029576404915,0.8668952171381272
