,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.046642857142857146,0.006063757273860419,0.03256624911521531,0.007851032168030209,13.000398443192323,24.107879726198252,1.4322452972044941
Band2,0.04644725274725275,0.011089152611422367,0.04300070290273891,0.010257942653609948,23.874722304384875,23.855290637485307,1.0801510117708868
Band3,0.07972637362637362,0.011892017224281216,0.07894699042486107,0.01117618661755948,14.916039302140437,14.156570829886892,1.0098722344869415
Band4,0.08308901098901099,0.019071450099873558,0.07032234841448733,0.02217905271598559,22.953035392846196,31.539124070857135,1.1815448838436908
Band5,0.1575587912087912,0.015462421823527967,0.1390845969545799,0.018355249736170743,9.813747430340289,13.197183683945187,1.1328270323150473
Band6,0.3313126373626374,0.041756702491150176,0.34026990349200087,0.0552343810915633,12.60341374948686,16.232520280143365,0.9736759965032463
Band7,0.3583049450549451,0.045398952252847444,0.398506936765822,0.07165876966494425,12.670478841950015,17.981812373583274,0.8991184644434405
Band8,0.39226208791208794,0.05884843114636002,0.42546004190369685,0.07200740571803668,15.002324455976707,16.924598934330852,0.921971629008763
Band8a,0.4057428571428572,0.05149505607947178,0.441520396454893,0.07189924144380838,12.691549628769186,16.284466588884715,0.9189674144177596
Band11,0.2951241758241758,0.029094064349359825,0.2883155853508173,0.03842213148413603,9.858245014360667,13.326415024489453,1.023615062172494
Band12,0.18676923076923077,0.01884164310225887,0.16194377784709957,0.0398312529957999,10.088194412247335,24.595729163121582,1.15329673823943
