,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.05554609375,0.0007600783618883894,0.05438393723355401,0.005485822923576116,1.3683741026134524,10.087211780965818,1.0213694810556848
Band2,0.067616796875,0.003173964997048681,0.07387570797008852,0.00762703924529425,4.6940481414939565,10.32415046145122,0.915277819095518
Band3,0.126055859375,0.005985657079028552,0.13639721579558034,0.014647551509740198,4.748416383582766,10.738893330266071,0.9241820563545885
Band4,0.2448625,0.011713663896279423,0.2535035622077247,0.027986628153118046,4.783772074645738,11.039934866944936,0.965913448582454
Band5,0.274925,0.011160802642507394,0.2750827731913578,0.029865042356083442,4.059580846597216,10.856747592590324,0.9994264519383477
Band6,0.287255078125,0.012345339043041569,0.2928296090403792,0.03099920788887982,4.297692184807767,10.586090658819014,0.9809632265888437
Band7,0.29301484375,0.012093558395405627,0.30281228985163094,0.031003796721677364,4.127285239420786,10.238619025954431,0.9676451503787002
Band8,0.29805859375,0.013910453170096974,0.308826061897467,0.03033546975121743,4.667019660491495,9.822833463222763,0.9651341985799052
Band8a,0.310529296875,0.011900681157211768,0.3118465967979545,0.02989879229902874,3.8323859542316385,9.587660281058053,0.9957758079245356
Band11,0.451787109375,0.017786029395126027,0.44405053583899234,0.035004966586666485,3.936816484146954,7.883104232838689,1.0174227321252751
Band12,0.3697640625,0.015775412209229074,0.3715179890542219,0.03329410131087537,4.266345437295999,8.96163908391962,0.995279026572342
