,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.082125,0.00027726341266023544,0.12368910745657516,0.011339012648092096,0.3376114613823263,9.16734939822652,0.6639630739419192
Band2,0.10225,0.004804425043644661,0.14181553870023705,0.012859419311333511,4.698704199163483,9.06770825622652,0.7210070274184213
Band3,0.12205,0.00475105251496971,0.16439400576163218,0.014711557157088676,3.8927099672017285,8.948962031146149,0.7424236634088102
Band4,0.14655,0.0060118632718983225,0.18837189654629152,0.01656670380433196,4.102260847422942,8.794679093895926,0.7779822929371316
Band5,0.16195,0.0045795742160161575,0.1999623484211378,0.017056795349151915,2.8277704328596216,8.530003515076173,0.8099024705337
Band6,0.170425,0.004218041607191659,0.21091775573061985,0.01743340289527822,2.4750134118771654,8.265498006504409,0.808016373062795
Band7,0.166275,0.003881607270191048,0.21313113668770153,0.016856214671477705,2.3344503203674924,7.90884660657392,0.780153489462409
Band8,0.18365,0.006965809357138623,0.22773153453618183,0.01766570126657035,3.792980864219234,7.7572485964887905,0.8064320137921954
Band8a,0.189825,0.004304866432306582,0.23573566319976258,0.018088813284153064,2.2678079453742037,7.673346085451903,0.8052451522328301
Band11,0.31895,0.004498055135277912,0.37206731448841884,0.026045451746561955,1.410269677152504,7.000198816811859,0.8572373535110078
Band12,0.275525,0.005097732338991525,0.33589615475494267,0.025581688155175804,1.8501886721682332,7.615951475788477,0.8202683957516954
