,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.3379734693877551,0.04431572151818849,0.16739898960063096,0.013430886930898868,13.11218942672252,8.023278373986223,2.0189695899244615
Band2,0.34743673469387754,0.045339673548681854,0.20972793820386262,0.015491967343903026,13.049763891152763,7.3866970116515,1.656606829158628
Band3,0.3850959183673469,0.04526541662819363,0.4071853715961135,0.017237146217343537,11.754322616583666,4.233242994407234,0.9457508673698694
Band4,0.41319387755102044,0.045173580901841405,0.5163906704730467,0.02112918623778628,10.932780797620472,4.091705649606451,0.800157518671878
Band5,0.47685714285714287,0.04444419109905118,0.603069277226554,0.025334816410563715,9.320231806271966,4.20097945083119,0.7907170218488891
Band6,0.3847795918367347,0.04348379937398143,0.6884683714050984,0.026359933781184362,11.300963017922214,3.8287791968404075,0.5588921841847814
Band7,0.26173469387755105,0.03826186117826283,0.5477078812092475,0.023648941638878665,14.618566843936673,4.317801961634321,0.4778727910573143
