,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.04936156862745098,0.0024718996208354317,0.046483794330347265,0.0054047802093634256,5.007741223727558,11.627235442427896,1.0619091952057997
Band2,0.06446980392156863,0.0044529071755982546,0.06480548564107794,0.006160184478646714,6.906965594335423,9.50565282816427,0.9948201650494765
Band3,0.08897843137254902,0.0058382079484386165,0.0904839385882891,0.008017279816337009,6.561374322271743,8.860445225330462,0.9833616082674044
Band4,0.12171176470588234,0.006016136701188046,0.12143880019861682,0.010105325019680995,4.942937698525775,8.321331405739707,1.0022477536571432
Band5,0.14985098039215686,0.007492735633540352,0.1426334650201028,0.012370847517073047,5.000124533007406,8.673173238362748,1.0506018371707988
Band6,0.17727686274509805,0.011007846308597797,0.1679053004658168,0.017181363491936136,6.209409472924678,10.232770165248013,1.0558145707924758
Band7,0.2003756862745098,0.012231115777249363,0.1974733711842204,0.02087306497507179,6.104091771140852,10.570065649813397,1.014697247901753
Band8,0.2265337254901961,0.01492018897540843,0.2170524122085754,0.02289784536428242,6.586299211352592,10.54945445263186,1.0436821373471292
Band8a,0.23651529411764705,0.013074029091225117,0.22815905652882673,0.02412049174373346,5.527773220754956,10.571787993296667,1.0366246149328924
Band11,0.36032156862745096,0.0075726679248592586,0.34339073025095934,0.02609231436541709,2.101641584683737,7.5984329414914935,1.0493048789177217
Band12,0.26821098039215685,0.0078039731597467,0.2668370114608074,0.02651407067321026,2.9096396979483647,9.936429181266185,1.0051490942872865
