,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.06246209150326797,0.0008656107093398765,0.04527558625603865,0.00501785364020779,1.3858176831856301,11.082912569770494,1.3795976301673414
Band2,0.06761928104575163,0.00480470093940213,0.056071781434442323,0.006837911631591279,7.105519113921426,12.194924892097442,1.2059413722178658
Band3,0.09253823529411764,0.0048676075665321315,0.08073181562129753,0.007672530202960829,5.260104162415932,9.503725568308376,1.1462424644108402
Band4,0.09839183006535948,0.012216870577861595,0.08418087376704925,0.01623292193443428,12.41654979864304,19.283384940093484,1.1688145496996825
Band5,0.14370522875816993,0.006932355614034411,0.12134469009029997,0.012549897506576733,4.82401070158715,10.342354080131228,1.184272905977428
Band6,0.26864052287581697,0.019150417452773443,0.2316267532025261,0.028309379066050907,7.1286406264277575,12.221981560695713,1.1597991991923635
Band7,0.3244581699346405,0.027822881950825183,0.291835643093921,0.04290959230639028,8.5751830371323,14.703341871294572,1.1117839017018927
Band8,0.343218954248366,0.03185207589429117,0.30924459486770733,0.04328387299997808,9.280395356965577,13.996646576311097,1.1098624194068538
Band8a,0.36955,0.02928529628382429,0.3201186440439352,0.04349685292657315,7.924582947862072,13.587728717419955,1.1544157357772655
Band11,0.373881045751634,0.0195580541944674,0.3168523900179896,0.03266954577743692,5.231090053027092,10.310651523121564,1.1799849315651574
Band12,0.23479052287581698,0.025543376059380143,0.20831024283448898,0.04268782695032864,10.879219376708098,20.49242820202839,1.1271194334037988
