,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.05301511111111112,0.0016531567408677689,0.055011770944618954,0.007998272862880913,3.1182745942058276,14.539202657069294,0.9637048617191782
Band2,0.059019555555555554,0.0042842833994629235,0.06700892815175316,0.009915727466566117,7.259091260743391,14.797621361903087,0.8807715208023578
Band3,0.08349422222222222,0.00492595957437686,0.09623647236823428,0.011408294516915137,5.899761017314804,11.854439627902222,0.8675943763061496
Band4,0.09510177777777777,0.009144178303133977,0.10949851389710197,0.020814444404376926,9.615149702564949,19.00888300998924,0.8685211734211014
Band5,0.14263066666666666,0.006915662866919475,0.15426346213747874,0.01831610533360189,4.8486507344746865,11.873262196902257,0.9245913756269453
Band6,0.23385244444444442,0.008423644277483483,0.25979273105126843,0.018505590923681446,3.6021194037527633,7.123213512863639,0.9001500677026069
Band7,0.255812,0.01043129854492399,0.2950857442155763,0.022518469868683354,4.077720570154641,7.631161555616315,0.8669073481676407
Band8,0.2831368888888889,0.011029343452248385,0.31728064199886064,0.022528784638823098,3.8954102715229806,7.100585934550649,0.8923862707322233
Band8a,0.291172,0.00995468702560647,0.33120331874843795,0.02265322775064933,3.4188338939205933,6.839674142231454,0.8791337028272855
Band11,0.32707111111111115,0.015003937590175338,0.3912846215653782,0.043132480663674054,4.587362527740417,11.023300760228631,0.8358905336034581
Band12,0.23803600000000003,0.018701039590829645,0.289454253305337,0.05134072124870774,7.856391298303468,17.73707612254358,0.8223613827809353
