,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.06390499999999999,0.013086155852655889,0.03303413232151524,0.007732908847443528,20.477514830851877,23.408845046028524,1.9345142587074537
Band2,0.0612,0.016561189570800765,0.03901381074756351,0.009619925318434735,27.060767272550272,24.65774333268769,1.5686752672275692
Band3,0.101245,0.020990652086107283,0.08757905193176917,0.019635832435649102,20.732532061936176,22.42069536325528,1.1560412880340114
Band4,0.08983,0.034626869624613775,0.0834021767882664,0.03755064100118613,38.54711079217831,45.02357426055696,1.0770702091871287
Band5,0.484375,0.04779426613099107,0.4627730246025929,0.03337175845053606,9.867203330269124,7.211258365630562,1.0466794178765235
Band6,0.23235,0.013505869094582547,0.9480345169429412,0.22616033239470557,5.812726100530471,23.855706554228483,0.2450860130591472
Band7,0.126905,0.027389513960638295,2.9998080133995693,2.9237090106880643,21.582690958306053,97.46320423268473,0.04230437395764649
