,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.7176875,0.003772953363524831,0.16545560337728568,0.009770520976042174,0.5257097780753922,5.905222172356784,4.337643968233999
Band2,0.6950758333333333,0.00908521689186462,0.22604645340192112,0.012122677282391853,1.307082832716999,5.362914170936878,3.0749247460983438
Band3,0.688575,0.008512591164465337,0.40965237637888297,0.017938900267595127,1.2362620142272573,4.37905436462149,1.6808763715388402
Band4,0.7086754166666667,0.00850123151822069,0.5261737038578538,0.022194966103377053,1.199594527803317,4.218182311401301,1.3468468900492905
Band5,0.7841904166666667,0.007611933601899206,0.5523231915727538,0.02330196096640377,0.9706741424174771,4.218899608406967,1.419803529222927
Band6,0.7590708333333333,0.006922492275586558,0.579166616844065,0.02440317481785594,0.9119692091431817,4.2134981727419305,1.310626012026701
Band7,0.7319504166666667,0.006855040711747978,0.6011576777546258,0.024313958577893213,0.936544410066207,4.044522673104314,1.2175681085876882
Band8,0.8068225,0.009137668945086597,0.6044186832730832,0.02456436715421294,1.132550089404621,4.064131012825506,1.3348735277851569
Band8a,0.7387858333333334,0.007427693628501979,0.6043100395802462,0.024551419667865865,1.0053919949965624,4.062719144120009,1.2225278167585865
Band11,0.543345,0.004908765119660952,0.6978937089092748,0.02826130665481427,0.9034343041089827,4.049514459584876,0.7785497892640182
Band12,0.4484470833333334,0.007950266756094134,0.5796498308295681,0.0256593360903721,1.7728438987715867,4.426696037097025,0.7736517108812688
