,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.08870918367346939,0.004793183653657831,0.09748655003252214,0.01047451599299656,5.403255283355007,10.744575522984652,0.9099633092347142
Band2,0.10411020408163266,0.007536462248539218,0.11095185844674202,0.012052424524845992,7.238927552797696,10.862751371245642,0.9383367303541524
Band3,0.12042704081632653,0.008406037275185223,0.12550918711951903,0.013762260656725795,6.980190842691204,10.965142052605572,0.9595077745316531
Band4,0.1460204081632653,0.010143621290970363,0.14138992887833032,0.015421041371548944,6.946714790461883,10.906746678413812,1.0327497108292603
Band5,0.163809693877551,0.009678339897502834,0.1493786091506268,0.016183353607765828,5.9082827569029375,10.83378249388254,1.0966074380326605
Band6,0.1713285714285714,0.010044391266690447,0.1568469392437366,0.016840335534516682,5.862648116970994,10.736795767717966,1.0923297085340675
Band7,0.16576989795918368,0.009423448932609867,0.1633743581780462,0.017272360958035356,5.684656290812301,10.572259411242399,1.0146628871742946
Band8,0.18235204081632653,0.011953201514544697,0.17390027458602922,0.018094166294288432,6.55501384082919,10.404909559436705,1.0486012241810243
Band8a,0.18593265306122447,0.010346677229717762,0.17955943278666042,0.018515673697311004,5.564744577871847,10.311724318771931,1.0354936534141108
Band11,0.29264030612244896,0.013959637805523147,0.27266901751962397,0.02442886144374507,4.770237562450485,8.959162894987484,1.07324370324321
Band12,0.2689142857142857,0.014551477938824001,0.24895050147157433,0.024991431227325844,5.411195578610711,10.038714957229928,1.0801917815979611
