Wavelength,08MAR18
350,0.013057009471241526
351,0.013136102534684311
352,0.013246012281645535
353,0.01322000297149835
354,0.013320461599830044
355,0.013298506960888964
356,0.013426230596133064
357,0.01345413377966841
358,0.013407405860206615
359,0.013454510343720517
360,0.013498821776830087
361,0.013514104177884966
362,0.01355933181042143
363,0.01357770055538737
364,0.013699207792526091
365,0.01372620677775642
366,0.01377295590196884
367,0.013898417870887067
368,0.013914336699925232
369,0.013972198634174385
370,0.014038436129693457
371,0.014141451604706413
372,0.014236439978482049
373,0.01436966096548891
374,0.014489774760127038
375,0.014635423464448447
376,0.01475013135980714
377,0.014855828792600655
378,0.015005404262230322
379,0.015137645357229251
380,0.01531621669929411
381,0.015431677554810504
382,0.015625817344937173
383,0.015854980926225733
384,0.01602925351536662
385,0.016211666441819844
386,0.016408673465802236
387,0.016638333662995736
388,0.016860222898368277
389,0.01708632637080612
390,0.017280808323704676
391,0.017532020290864765
392,0.017784787016654043
393,0.018069854725233817
394,0.018400767466581938
395,0.018792052716664724
396,0.01914696259959279
397,0.01938866847245143
398,0.019675633624707853
399,0.01999911282543782
400,0.020317942131912993
401,0.020574443666567972
402,0.02086880216338787
403,0.02116992252777636
404,0.021491082801328908
405,0.021793790909187538
406,0.022143522413945665
407,0.022510495402881726
408,0.022884292465483284
409,0.023218590716967566
410,0.023586791569326367
411,0.02392806607404036
412,0.024231794834848885
413,0.02461161491855554
414,0.02496627325719776
415,0.025289293031098732
416,0.025635161576753128
417,0.025983974160184397
418,0.026318791808781862
419,0.026629483080487813
420,0.026934469208471506
421,0.027245573723553643
422,0.02757117147089332
423,0.02786280849595417
424,0.028110401151458964
425,0.028341715250742375
426,0.028615236148151486
427,0.028870752952750323
428,0.029096860582314074
429,0.029311046654490875
430,0.029551833166587514
431,0.02979020700834083
432,0.02999324618488486
433,0.030200110365704032
434,0.030398817421361482
435,0.030606775622421676
436,0.03076602796596364
437,0.03093133330817325
438,0.031081705044386617
439,0.031229992633850526
440,0.03140175593573614
441,0.031566257570369516
442,0.0317106979220686
443,0.031878624434032825
444,0.032054555384132474
445,0.03223425104248194
446,0.03241260564886822
447,0.032574275901035316
448,0.032745581930137185
449,0.03292224587660851
450,0.03309962363038153
451,0.03325302999546264
452,0.033389078288297444
453,0.03353669027736533
454,0.03370440305652058
455,0.033873447946439705
456,0.03400738382683213
457,0.03412960227123283
458,0.03425804827783778
459,0.03438418068283511
460,0.034493834601966956
461,0.03458543362129933
462,0.03468132716310455
463,0.03478489478014084
464,0.03489397299022447
465,0.03501486963108598
466,0.03512191275160481
467,0.035229390540942165
468,0.035338461651600275
469,0.0354210543087565
470,0.03550934098359368
471,0.035604156840242256
472,0.0357109593435988
473,0.03582693859487772
474,0.03592296759437007
475,0.03602133748569257
476,0.036137787094774255
477,0.036232448140744264
478,0.036322819299845564
479,0.03641696121353167
480,0.036513497536769884
481,0.03660225884086843
482,0.036699186775765315
483,0.03681514839230579
484,0.03692671874435746
485,0.03703773737734915
486,0.03716038692922277
487,0.03729039248052567
488,0.03743782067704312
489,0.037577479046804044
490,0.03771795686253526
491,0.037874130359195415
492,0.03804188655093626
493,0.03821797418907961
494,0.03842128633777513
495,0.038646253687958515
496,0.03889729223674769
497,0.03916057772428101
498,0.039428583177830476
499,0.03973498175915126
500,0.04006074209743578
501,0.0404034805997909
502,0.04078184506193136
503,0.041182966486577696
504,0.0416177097261754
505,0.042079220550844745
506,0.04255561618043062
507,0.04306087065349848
508,0.04362694042077127
509,0.044206335999052146
510,0.04478586903192764
511,0.04540691048559868
512,0.046121894768588675
513,0.04695099081576383
514,0.04785730637440067
515,0.04871113105100644
516,0.04959945908030856
517,0.05063313224290955
518,0.05172788035132861
519,0.05281191180214524
520,0.05389053490690193
521,0.05497746500573654
522,0.056110195952781744
523,0.057258205456078036
524,0.05839544156454576
525,0.059499253308440886
526,0.06065190076942195
527,0.06170095761237307
528,0.06276487675118732
529,0.06375957251880449
530,0.06464900734684592
531,0.06551798121383556
532,0.06634370819727113
533,0.0671276787258589
534,0.06788422238404132
535,0.06858796287664778
536,0.0692324938865725
537,0.06978882367332204
538,0.07030778719657854
539,0.07083580438842652
540,0.07133766246289237
541,0.07181097658301941
542,0.07225550468397526
543,0.07267119865807509
544,0.07308599299545979
545,0.07348825151249366
546,0.07386205138216721
547,0.07422852488722217
548,0.07458010162133594
549,0.07490515488872468
550,0.07519372010368419
551,0.07543770053924448
552,0.07564601394510731
553,0.07582400015824009
554,0.07595503441754375
555,0.0760094664145128
556,0.07599445399073992
557,0.07592291063986722
558,0.07578697096187187
559,0.07561008494566335
560,0.07540721186793356
561,0.07517549884261218
562,0.07483494222024437
563,0.0744759583064632
564,0.07406519147589521
565,0.07359088491563562
566,0.07306904403103315
567,0.07251165655392888
568,0.07192761130306442
569,0.07136227513993718
570,0.07077828888232623
571,0.0702153566413273
572,0.06965431799066027
573,0.0691003807717255
574,0.06856319793662552
575,0.06804339160359063
576,0.06752239464809101
577,0.06703080449749342
578,0.06656579030467416
579,0.06611905090266487
580,0.0656788615151415
581,0.06529179520631542
582,0.06495985456950798
583,0.06467334540104314
584,0.06441560725466988
585,0.0641578979590622
586,0.06394106236616118
587,0.06373582329535252
588,0.06356566472935656
589,0.06341018790783348
590,0.06326213165203506
591,0.06313316338777156
592,0.06306050171334429
593,0.06301063252365557
594,0.06296832282807185
595,0.06295641359745932
596,0.06295872258275059
597,0.06296810175141515
598,0.06298104375717418
599,0.06296578723415339
600,0.06294083361705133
601,0.0629143357186373
602,0.06287816812928324
603,0.06276247919728295
604,0.06262178305420134
605,0.062472393209679275
606,0.062293241318541755
607,0.062083379851097235
608,0.061848627414035975
609,0.06160840189321532
610,0.06138134914415944
611,0.06115338340878202
612,0.06090990948608226
613,0.060644831747873995
614,0.06037692905948251
615,0.06012284457969533
616,0.05989838841221027
617,0.059690667502456315
618,0.05949688544899049
619,0.05932495301273548
