Wavelength,14MAR18
350,0.038854620346497754
351,0.0388348396472464
352,0.03905317352336195
353,0.039266997142973
354,0.039260774360354606
355,0.039048382438575946
356,0.0393587569268282
357,0.039698031568414546
358,0.03955496320141595
359,0.039948715782387345
360,0.04037902048901465
361,0.0405076952572514
362,0.0403394720788081
363,0.04056692477247645
364,0.040853115103979445
365,0.04103949902654235
366,0.04104987507698095
367,0.041135088519192606
368,0.0413360788795715
369,0.0415921325313115
370,0.041673183826299906
371,0.041924200178507245
372,0.04229170806138405
373,0.0424370146936306
374,0.04260630682284035
375,0.0428182313652146
376,0.04295884387203165
377,0.04329311863726645
378,0.04369005287604105
379,0.04398271865188515
380,0.0441688475615076
381,0.04455693009681985
382,0.04492078455766875
383,0.04514925663641265
384,0.04532410683449495
385,0.04575683020796295
386,0.04607720730521865
387,0.04622575846641075
388,0.046647400525272
389,0.0469882395532835
390,0.047163578548666596
391,0.04727556838506025
392,0.0477311079200895
393,0.048101441570206
394,0.0483635353959328
395,0.04866587652551935
396,0.048898648104359746
397,0.0491013569579956
398,0.04933503283016025
399,0.04967015632460215
400,0.04995535313763115
401,0.05017954483922185
402,0.05040434151689155
403,0.0506628033191344
404,0.0509719790209395
405,0.051266190206622445
406,0.0515757149726795
407,0.05186154648227375
408,0.0521585024260041
409,0.05253757014713825
410,0.0527644675731024
411,0.0530471776069453
412,0.05342736926152075
413,0.053810964858764146
414,0.05409314539572095
415,0.0543715158770748
416,0.05471761164016655
417,0.055110974633567456
418,0.05540689351331825
419,0.055685423445981
420,0.05611543271201845
421,0.05654048832995175
422,0.0569375264619362
423,0.05732822429736345
424,0.05769336262825825
425,0.05810657393166705
426,0.0585724191092994
427,0.05906740406829335
428,0.059540428430533504
429,0.0600670379858082
430,0.060612523966561846
431,0.0610778492432829
432,0.0615790766699493
433,0.06204416862423365
434,0.062437300077545055
435,0.06287897312238924
436,0.06337336941997984
437,0.0638464693258954
438,0.0642358702097119
439,0.0646793215224173
440,0.06516420632695491
441,0.06565840195094966
442,0.0661041314997754
443,0.06655655755183275
444,0.066990400688983
445,0.06738537015187615
446,0.06779871638059115
447,0.06823264401003415
448,0.06862855816946235
449,0.0689502210545179
450,0.06934829785973304
451,0.06976477175993075
452,0.0701575933231427
453,0.07054760956857506
454,0.07092840187592625
455,0.07130784773058729
456,0.07166640327146435
457,0.07200116608432715
458,0.07231923199186449
459,0.07263257305505665
460,0.07295559802303239
461,0.07328485560811285
462,0.0736289113208252
463,0.07397897881386595
464,0.07426858868273739
465,0.07460363645983616
466,0.0749707015773339
467,0.0753017509841611
468,0.07562577070906906
469,0.07595715760868771
470,0.07630355605616179
471,0.07666651178693405
472,0.0769775052984102
473,0.07727126909928045
474,0.07760152021495906
475,0.07797093872479816
476,0.07829783781517005
477,0.0785866117851578
478,0.0789121085836692
479,0.07928428552201305
480,0.0796455141547939
481,0.0799618207716618
482,0.08027068457441391
483,0.08066002523454516
484,0.0811020386372013
485,0.081515922491886
486,0.08190863407375085
487,0.08230513181117904
488,0.08268958384596364
489,0.08299134748610235
490,0.0833556651036471
491,0.08377353495479936
