Wavelength,12FEB18
350,0.062449378061772705
351,0.06312039968998052
352,0.06351958748201107
353,0.06367827668253122
354,0.0648090958478678
355,0.06526397559017692
356,0.06576551112487278
357,0.06621179595779052
358,0.06649741387057477
359,0.06688551133053662
360,0.06746460642041256
361,0.06802920820619937
362,0.06861052343670296
363,0.06903982693303444
364,0.06965922227443529
365,0.07018398140718073
366,0.07045053927910887
367,0.07086794557021169
368,0.07143440262504834
369,0.07209974945499317
370,0.07264078945396758
371,0.07312035271616134
372,0.07360354773853894
373,0.0741998450068972
374,0.07492346779802775
375,0.0756664285368831
376,0.07633291060222194
377,0.07696104597222043
378,0.07738091275911337
379,0.07807616713726892
380,0.07877329291372866
381,0.07928643478540708
382,0.0801298803363556
383,0.08081016076524088
384,0.08143913459913278
385,0.08202426959136856
386,0.08263387208983479
387,0.08334089962153458
388,0.08398054869968291
389,0.08467021646256094
390,0.08534581295643599
391,0.08584834599428527
392,0.08632774815032013
393,0.08690644635236068
394,0.08764859968675838
395,0.0883559837668
396,0.08900860503022748
397,0.08947616686686558
398,0.0899283199654121
399,0.090358462984553
400,0.0908155195793238
401,0.09119432751475703
402,0.09164702477514723
403,0.09200916076534557
404,0.09237358207208983
405,0.09272141702328439
406,0.09320700075420037
407,0.09371042313857147
408,0.09413469991850608
409,0.09457392164300114
410,0.09502744516921686
411,0.09537815027258575
412,0.09574425785462275
413,0.09622515238689716
414,0.0967020025680718
415,0.09702444787413954
416,0.09740141245749658
417,0.09779435004924725
418,0.09815554441371312
419,0.0985701303878329
420,0.09893720778101445
421,0.09933244436577822
422,0.09973454432980086
423,0.10008052794807301
424,0.10042988821783147
425,0.10081432074344361
426,0.10120562910470574
427,0.10157846386146628
428,0.10200139431510277
429,0.10241261204791283
430,0.10283166126269201
431,0.10321244799692526
432,0.10355148502006138
433,0.10387607396523248
434,0.10420456859186417
435,0.104598621220529
436,0.10498975352289878
437,0.10536515809706966
438,0.10566633130957377
439,0.10596150062040625
440,0.10622480828724537
441,0.10654425391561036
442,0.1068688382582484
443,0.10717811170791428
444,0.10747995148806715
445,0.10778564620857838
446,0.10810395724237466
447,0.10841246508794396
448,0.10872657541577183
449,0.10904817625982154
450,0.10939492801186736
451,0.10974837345981533
452,0.11010399998600552
453,0.11047875848476706
454,0.1108455645521412
455,0.11124346805907107
456,0.11162807176651744
457,0.11197284920568336
458,0.11232521589793171
459,0.1126605064973529
460,0.11301798342250179
461,0.11335971599129833
462,0.11366086347874631
463,0.11400671332818026
464,0.11433449370028735
465,0.11466961751840171
466,0.11499754919784737
467,0.11529861256173894
468,0.11558463490218746
469,0.11585610110556588
470,0.11613828571568173
471,0.11641227025670255
472,0.11671450426938085
473,0.11699596649259697
474,0.11724607441795794
475,0.11749099629806097
476,0.11776134240468096
477,0.11799666118995349
478,0.11826117568271248
479,0.11854257571939976
480,0.11879837288289287
481,0.11903263726836857
482,0.1192913713169897
483,0.11960022700821973
484,0.11989256786267397
485,0.12016839499207721
486,0.12047161490870902
487,0.12077601539315369
488,0.12106501254773339
489,0.12133194980592685
490,0.12159178904771871
491,0.12187675176646752
492,0.12214357825572505
493,0.12241119251815469
494,0.12267565809851062
495,0.12293115612545892
496,0.12320989681596047
497,0.12348810707287833
498,0.12375746758686934
499,0.12400803863379622
500,0.12428122256131532
501,0.12455959760999981
502,0.12482227210653662
503,0.12512869025842988
504,0.12541237412187475
505,0.1256954450404287
506,0.12597428011922945
507,0.12621388730778368
508,0.12647580309714165
509,0.12674206791282722
510,0.12699289058197535
511,0.12725305542025764
512,0.12754360995171837
513,0.12784332873503154
514,0.12809521338825383
515,0.12835356832561823
516,0.12863140587560185
517,0.1289130671501303
518,0.129176794928663
519,0.12943646266497544
520,0.12970663839776372
521,0.12994760224369478
