Wavelength,20MAY18CSIRO
350,0.05315150517933398
351,0.05344024202909514
352,0.05385788947842079
353,0.054137927064241156
354,0.05438905518186157
355,0.05471464063253248
356,0.05505573699364571
357,0.055434561814321395
358,0.05581877427907922
359,0.056225589191944585
360,0.056693828747732426
361,0.05711897015447337
362,0.057574084061577206
363,0.05800574034965002
364,0.05851457290139451
365,0.05898697931881693
366,0.059528536713439224
367,0.06003127334400319
368,0.06067719259877721
369,0.061463180887926044
370,0.06218540415641222
371,0.06299031320468179
372,0.06394482621878587
373,0.0647842899022762
374,0.06571778907468992
375,0.06665963326904631
376,0.06764061448718886
377,0.06869649041901041
378,0.06975014135155128
379,0.07092594769531602
380,0.0721503618114799
381,0.07334799019944412
382,0.07463170113457848
383,0.07604929525129508
384,0.07755822436832768
385,0.07898210936346688
386,0.08040102867478513
387,0.08193271986897048
388,0.08340571452445679
389,0.08488460711318024
390,0.08627213426332395
391,0.08769281603260871
392,0.08915345279090184
393,0.0905748901459477
394,0.0920029208820612
395,0.09343464878204799
396,0.09487477762372816
397,0.09619858067201167
398,0.09752376779205901
399,0.09881559668901489
400,0.09998520976191094
401,0.10106056645774919
402,0.10211387090529708
403,0.10316602549859875
404,0.1043019947458919
405,0.10546059873233714
406,0.10657870789424596
407,0.10787134789769363
408,0.10923097771610298
409,0.11062158685522878
410,0.1120205763153877
411,0.11341792407438148
412,0.11481160384611368
413,0.11618279225805628
414,0.1175850180631857
415,0.11901096404201736
416,0.1205038237121092
417,0.12203647753886884
418,0.12373202886961986
419,0.12548336614638522
420,0.12720850911019452
421,0.12895994203435762
422,0.1307981320714143
423,0.13263093198392578
424,0.13442416900009965
425,0.13649517883847978
426,0.13867805824250007
427,0.14098876791799897
428,0.14340911517717128
429,0.1458329279977388
430,0.14828819731942341
431,0.15071405715382596
432,0.15309605605603022
433,0.15546909552762056
434,0.15791563667826064
435,0.16023086246250395
436,0.16240441765040464
437,0.1645517292655911
438,0.16668742416980772
439,0.16878973769254424
440,0.17093965352364426
441,0.17300770284402978
442,0.17484258183430448
443,0.17658666331057454
444,0.17827742979352074
445,0.17984055223545917
446,0.18123544757079166
447,0.18250389547225254
448,0.18365199886740105
449,0.1846637027373407
450,0.18559227968559713
451,0.18639392657229759
452,0.1870866227782583
453,0.18768781013108016
454,0.18818734801428633
455,0.1886360379120952
456,0.18902838340872488
457,0.1893475184589373
458,0.1896708719287471
459,0.189952058212108
460,0.19019310671903142
461,0.19047589897674472
462,0.19077977385786582
463,0.19107638714803926
464,0.19143086093458073
465,0.19180367346049595
466,0.19223822243400138
467,0.19273227037779517
468,0.1932613029071486
469,0.19382609757302902
470,0.19448120093173643
471,0.19522054896256522
472,0.19597646340657865
473,0.19683930470755925
474,0.1977671437839145
475,0.1987820145080882
476,0.1998840416558213
477,0.20110005890797375
478,0.20240807663049243
479,0.20367835879259436
480,0.20505717266578932
481,0.20664602700147602
482,0.2083530250599132
483,0.21012241247494698
484,0.21206810800038722
485,0.2140910989415733
486,0.21619668658211055
487,0.21849824307441731
488,0.22061120959859534
489,0.22280537671993014
490,0.22519814432950971
491,0.22762259649279723
492,0.22994319374335068
493,0.2323111153181034
494,0.23477676119652705
495,0.2374213288624813
496,0.23981105090182317
497,0.24218825896248622
498,0.2447252263710378
499,0.2472148014595532
500,0.24980014586049387
501,0.2523167684014701
502,0.25486782323706286
503,0.25753690890696895
504,0.2601958467415749
505,0.2627623294662748
506,0.26538053382314597
507,0.26786557630177615
508,0.27035724702602465
509,0.2730914659900401
510,0.27588133888358896
511,0.27850563119159366
512,0.28112749720481844
513,0.2837592594820089
514,0.2864329278345652
515,0.28917937923330833
516,0.2921298031419779
517,0.2948369932534456
518,0.29759857504271825
519,0.3003567971777646
520,0.30298493127381404
521,0.3055356026112779
522,0.30831434160286353
523,0.3111501691624289
524,0.3140441711333444
525,0.316828448926638
526,0.3197280891380109
527,0.32269580711869916
528,0.3257196574220519
529,0.32888562161344287
530,0.3315392675599072
531,0.3344886577033279
532,0.33752905227454033
533,0.3408522434257087
534,0.34429511977206495
535,0.3476585964764198
536,0.3510070560172568
537,0.35434832108866876
538,0.35727337808320025
539,0.36016730212259107
540,0.3634483695432875
541,0.3668891449054604
542,0.37016714641295934
543,0.3735543852372245
544,0.3769040398934147
545,0.3802613868011249
546,0.38364161138613123
547,0.38702818113026405
548,0.3903721748267548
549,0.393862031666698
550,0.3971091676582524
551,0.4002762320814077
552,0.40340912503363224
553,0.4064605458148208
554,0.40972581761685295
555,0.41282702249698205
556,0.4159489824373206
557,0.41914725593196367
558,0.42240700097578054
559,0.4255947710235671
560,0.4287538853504829
561,0.43167666238132596
562,0.4344425618230973
563,0.43713692176214786
564,0.439862075975966
565,0.4426173361695882
566,0.445212243897496
567,0.44768080754022743
568,0.4501220628029479
569,0.4526075889046736
570,0.45501535756182454
571,0.45727455904345554
572,0.45940647497555825
573,0.46138998722231644
574,0.4633098641100223
575,0.46524723498699566
576,0.4672827378167784
577,0.4693262855598297
578,0.4713030122258048
579,0.47322017858123894
580,0.4750442077008887
581,0.47680718504286645
582,0.478396404843176
583,0.47993136650709534
584,0.48141107587251164
585,0.48315820699945394
586,0.48486556159777217
587,0.48645126429769403
588,0.48785943736139425
589,0.4892239362854893
590,0.4905410161540455
591,0.49179467949378575
592,0.49297901546377904
593,0.4942135397685839
594,0.49541595345077577
595,0.4965907164018811
596,0.49773369463233386
597,0.49882206991737027
598,0.49983586001159364
599,0.5007808636277756
600,0.5016990903630494
601,0.5026152088632087
602,0.5035650959731318
603,0.5044373075935672
604,0.5052644978605252
605,0.5060813672044742
606,0.5068640529467506
607,0.5076420540873585
608,0.5084123139047679
609,0.5091819813770316
610,0.5098900716520999
611,0.5105907590508132
612,0.5112913488702968
613,0.511972905985966
614,0.512605536572285
615,0.5132161063600141
616,0.5138334490703621
617,0.5144052798793984
618,0.5149808153522979
619,0.5155676738949228
620,0.5161418663344501
621,0.5166952405803084
622,0.5172556386540048
623,0.5178295333604186
624,0.5183565431394929
625,0.5188874129050693
626,0.5194181564401469
627,0.5199298886885547
628,0.5204360699828252
629,0.5209641049397389
630,0.5214904631993778
631,0.5220148292029537
632,0.5224829105500581
633,0.5229397930434573
634,0.5234302738825486
635,0.5239663385545923
636,0.5244728248053189
637,0.5249447243429672
638,0.5254282971205412
639,0.5259022114948316
640,0.5264080965484884
641,0.5269492485472931
642,0.5274483481872216
643,0.5279248397834091
644,0.5284252955329137
645,0.5289033802854184
646,0.5294456390358653
647,0.5300472569623648
648,0.5306385356174101
649,0.5312031571746332
650,0.5317873810046501
651,0.5323657563812493
