Wavelength,03MAY18
350,0.04180813130430204
351,0.042123160292825965
352,0.04247761839799692
353,0.042554768403887236
354,0.04315330604465494
355,0.04334471763536829
356,0.04379042062210248
357,0.04404375940688969
358,0.0440776668792195
359,0.044236501615381674
360,0.044564491910859295
361,0.04491837007498293
362,0.045230928198016024
363,0.04530532438472859
364,0.04561047177284039
365,0.04589878275771868
366,0.04593254019902431
367,0.046179982280182795
368,0.0465107233540918
369,0.04686649890865452
370,0.047067047506633826
371,0.047352578880839796
372,0.047631247737040874
373,0.047951350344435796
374,0.048352938566610076
375,0.04879935850021699
376,0.049195233471429775
377,0.04956296273690115
378,0.04986818420195086
379,0.05030877720862027
380,0.050713588384200065
381,0.05097090343066915
382,0.05149938292435107
383,0.0519902918512908
384,0.05239268226476379
385,0.052669487745813724
386,0.05314069621267255
387,0.05358649644774718
388,0.05397913828729159
389,0.05441980326075777
390,0.05469241338155275
391,0.05503632621649692
392,0.05532313980516466
393,0.05565162357326517
394,0.05596977699637065
395,0.0564109018343629
396,0.056798996556613045
397,0.05706121748554566
398,0.057326444030888296
399,0.057582240305795084
400,0.05780263088593926
401,0.05800770525652659
402,0.058314926261085934
403,0.05851157667629512
404,0.05874393551821567
405,0.05900563089750039
406,0.05925072794164979
407,0.059540650565732905
408,0.059757530210476015
409,0.060040525547942605
410,0.06029000610035236
411,0.06052999172891996
412,0.06085263019092765
413,0.061083960966094746
414,0.061416841845429414
415,0.06170540399898083
416,0.06196113368845776
417,0.06219924502609064
418,0.062449415992108
419,0.06272919011514104
420,0.06298163693083363
421,0.06328386593309247
422,0.06352454723280489
423,0.06374367976092248
424,0.06399345353328109
425,0.06423087387164077
426,0.0644598053205486
427,0.06477037992351693
428,0.0650464230802368
429,0.0652965907283564
430,0.06552866063265374
431,0.06574468056996183
432,0.06597223475534351
433,0.06620888887566388
434,0.06641418251389296
435,0.06661299525453056
436,0.0668563964287626
437,0.06706540028319356
438,0.06722067692370387
439,0.06734638890356798
440,0.06753805519110923
441,0.06776695354658908
442,0.06794194462237203
443,0.06813307960355569
444,0.06833136512610243
445,0.06853496282202759
446,0.06869884189817409
447,0.0688930413919363
448,0.06909851549709463
449,0.06931903893465763
450,0.06957287924808815
451,0.06979418027792568
452,0.07005376711891129
453,0.07030126603992606
454,0.07055751905547085
455,0.07082134535424019
456,0.07107368817308354
457,0.0713117531416924
458,0.07154246160930397
459,0.07175807354874829
460,0.07197830095832891
461,0.07218828272919135
462,0.07238274355451291
463,0.07259750974031144
464,0.072802489524089
465,0.07302398888835596
466,0.07320580847403609
467,0.0733908269906687
468,0.07358034913989137
469,0.07374057716371699
470,0.0739516301602249
471,0.07414561345528688
472,0.07432331170529569
473,0.07451042007937571
474,0.07467884323448987
475,0.07485722421458184
476,0.07503575477629464
477,0.07521809550753639
478,0.0753987351626237
479,0.07558737996220043
480,0.07577655298108242
481,0.07594029783203764
482,0.07611949681319202
483,0.07633019716276648
484,0.0765137212214369
485,0.07671917164910357
486,0.07690884868934894
487,0.07708721076000023
488,0.07730584364577796
489,0.07749688733819218
490,0.07766310596071718
491,0.07782766389018281
492,0.07799466732952003
493,0.07815490595410655
494,0.07832190774174767
495,0.0784988249059424
496,0.07869122974120767
497,0.0788849890569455
498,0.0790791301690309
499,0.0792571184255769
500,0.07944682469401945
501,0.07963145457283856
502,0.07982069996465009
503,0.0800193193672362
504,0.08022112153667794
505,0.0804299077826756
506,0.0806234487836118
507,0.08079137350393162
508,0.08096580622968644
509,0.08115265207683893
510,0.08132606079530696
511,0.08149703884610943
512,0.0816836861951889
513,0.08186345243960784
514,0.08205369016266022
515,0.08223834691479817
516,0.08241366938561982
517,0.08259740778435687
518,0.08278897007628426
519,0.08296181144756395
520,0.08312794868873513
521,0.08329857019226433
522,0.08352020282663535
523,0.08368368784269221
524,0.08386576910931276
525,0.08405287868185728
526,0.08424219400384397
527,0.08443092668702554
528,0.084638519896173
529,0.08485748700337313
530,0.08509131100448054
531,0.08529160985682606
532,0.08545062745629636
533,0.08562927451150236
534,0.08580431168489132
535,0.0859658388829039
536,0.08615037505779215
537,0.08631158397340853
538,0.08647375881172882
539,0.08664650705615563
540,0.08681769774428946
541,0.08697918463112578
542,0.0871344481217945
543,0.08727511498764151
544,0.08743897795234644
545,0.08758207419269202
546,0.08770574006944484
547,0.08786698780132651
548,0.08800512123872897
549,0.0881254326016076
550,0.08825783176715925
551,0.08840730476811111
552,0.088571998121908
553,0.08873940895074696
554,0.08886655984696079
555,0.08901232502707015
556,0.0891617317184466
557,0.08930443219984943
558,0.08945001979839812
559,0.08959408404595
560,0.08975005829908442
561,0.08991833165379587
562,0.09004586776405209
563,0.09016372337871019
564,0.09028989223916592
565,0.09041810574783882
566,0.09053593382406479
567,0.09064563124349936
568,0.09075023794017653
569,0.09087546294195228
570,0.09100259046129282
571,0.09112357754733909
572,0.0912304035514233
573,0.0913226418664209
574,0.09142269183200187
575,0.09154068754398416
576,0.09167032284674657
577,0.09179271287524216
578,0.09190946622418461
579,0.09202500752028038
580,0.09215437941227161
581,0.09230805456360024
582,0.09244961939416736
583,0.0925559522382277
584,0.09266236440301605
585,0.09276987228024824
586,0.09287883681430176
587,0.09298823885590231
588,0.09311993956986309
589,0.09325569597863999
590,0.09337915888870081
591,0.09346941059266003
592,0.09357382554600865
593,0.09368988388449566
594,0.0937981489746603
595,0.09397769513978863
596,0.09410153291883971
597,0.09422743403135102
