Wavelength,20OCT18
350,0.12192225789350364
351,0.12281027790660284
352,0.12254360329497122
353,0.12178570490874155
354,0.1230333353053101
355,0.12385856176431234
356,0.12399181050991373
357,0.12430901948661902
358,0.12389025867402431
359,0.12335916975625609
360,0.12419955461243481
361,0.1250025075657463
362,0.12569785221998292
363,0.12576286384747196
364,0.12654846418321108
365,0.12715454075497173
366,0.12734581322636526
367,0.1276451541997784
368,0.1282590767916605
369,0.12850562355960707
370,0.12887824322552668
371,0.129227503546725
372,0.12943946357673924
373,0.12979875121254514
374,0.13065891849345196
375,0.13140171964518294
376,0.13199211672056077
377,0.13254023318911543
378,0.1329145496985975
379,0.13368568696975877
380,0.13430163100627568
381,0.1349129857747175
382,0.1359169708804957
383,0.13660661207051528
384,0.13707479360051272
385,0.1377086112291737
386,0.13847559974397283
387,0.13933198870237778
388,0.13994740083448176
389,0.14072075201317596
390,0.14140550965695864
391,0.1420123511614343
392,0.14259831243465157
393,0.14310747168346744
394,0.14385598764699215
395,0.14472193156424956
396,0.1455719415130936
397,0.1462010650530955
398,0.1468073498367333
399,0.14732762084753992
400,0.1478649183854634
401,0.14839418382315966
402,0.14890293035894583
403,0.14941617819683672
404,0.15006816555487767
405,0.15065061181709968
406,0.15121430698111984
407,0.15185226338922606
408,0.15253141336298354
409,0.153249140519208
410,0.1539164860817941
411,0.15452119437476544
412,0.15513534346087204
413,0.15586087264443504
414,0.1568127596509341
415,0.1574477298591449
416,0.1581144583423784
417,0.15886105004053952
418,0.1596439339878864
419,0.16049211978616218
420,0.16122099420303343
421,0.16205611802041406
422,0.16290715426218777
423,0.1636586079455274
424,0.16450004371757138
425,0.16533012640682454
426,0.16626193505026715
427,0.1672389344432043
428,0.16826918233850557
429,0.1692883546662154
430,0.17043346825656341
431,0.17148351587991717
432,0.17250503323438338
433,0.1735824979709279
434,0.17459740261717505
435,0.17566250925338983
436,0.17677292326856373
437,0.1778922437802138
438,0.1789542933135994
439,0.18003932540426773
440,0.1810393870600806
441,0.18210924664332773
442,0.1832438060458454
443,0.18435692234278625
444,0.1853842161083099
445,0.1864395582457437
446,0.18740787766359235
447,0.18842126806800605
448,0.18946495995707463
449,0.19045834823423233
450,0.19144724979931
451,0.19230805488110336
452,0.19315514998725491
453,0.19402158658664587
454,0.1948619214571421
455,0.19569989549127437
456,0.19651618415073677
457,0.19728749735867757
458,0.19807546000647275
459,0.1987822488377623
460,0.19949164995659646
461,0.20015928097143598
462,0.20083528403858614
463,0.20158309706780375
464,0.20232266576538122
465,0.20310171137434968
466,0.2038364303515051
467,0.20452021361785663
468,0.20516950111151427
469,0.20582235877321725
470,0.20655797853749602
471,0.20724793696700505
472,0.20792724259980336
473,0.20863820756060036
474,0.20925857379611862
475,0.20993878822929307
476,0.21067583603731516
477,0.2113417670373901
478,0.21201381410464798
479,0.2127046392823129
480,0.21337248792283783
481,0.21410383928166155
482,0.21485600614891506
483,0.21568139645228412
484,0.21645865533106767
485,0.21728117559019317
486,0.21813688666862557
487,0.21895537796025472
488,0.219857279572793
489,0.22074946208362295
490,0.2216753112070096
491,0.22252160250347275
492,0.22343049428070827
493,0.2243069850441638
494,0.22516392377871824
495,0.22611230145849984
496,0.22709785053473208
497,0.22806810772554928
498,0.22899532591201494
499,0.22987821247866855
500,0.2308698834356347
501,0.231917486310609
502,0.23296803619224146
503,0.23402344765411198
504,0.2349568436192545
505,0.2359135759855358
506,0.23691897310859927
507,0.23782016626403413
508,0.2388029189404764
509,0.23975418547963306
510,0.24070276360433435
511,0.24165016883098747
512,0.2426546672261659
513,0.24367394034811302
514,0.24462593367331642
515,0.24564713005153407
516,0.24673477520769477
517,0.24782544419473446
518,0.24892907705270756
519,0.24999266862783304
520,0.25110308090669964
521,0.25217497887479556
522,0.2532336121024249
523,0.254341579280535
524,0.2554639965106154
525,0.25661914045991185
526,0.25781621614949923
527,0.2590735486876744
528,0.26036497676901393
529,0.2616946942119693
530,0.26301471354011896
531,0.26439094396815926
532,0.2658425586567026
533,0.267300330534446
534,0.2688113683758961
535,0.27032966637693134
536,0.2718962959139676
537,0.2734495182467467
538,0.2749984113724567
539,0.27667257219035535
540,0.2784341903013915
541,0.28022817025482183
542,0.2820375920465663
543,0.28389866653750395
544,0.2858068985503768
545,0.2876972538841532
546,0.2896099877588435
547,0.2916234533664257
548,0.29368280234598076
549,0.2957594196990154
550,0.2978382566127489
551,0.3000297054293364
552,0.302276295895346
553,0.304595954846807
554,0.3068727981693614
555,0.3091983617623143
556,0.3115737751144827
557,0.31407923115011827
558,0.31667431336168955
559,0.3193097392882155
560,0.32191114681706995
561,0.32455673241527394
562,0.3272176680811423
563,0.32988564471941145
564,0.33253815793133257
565,0.3351954817642927
566,0.33786369341331624
567,0.3405570259954569
568,0.3431957277651525
569,0.34575640397547336
570,0.34836588144865993
571,0.35100325629499507
572,0.35350989312310904
573,0.355971187513644
574,0.3584103010803583
575,0.36087974293168795
576,0.3632416642925721
577,0.3655125720239081
578,0.3677179902444656
