Wavelength,21JUN18
350,0.03620868129801391
351,0.036372054879403745
352,0.03621117739065696
353,0.036166220374622526
354,0.03625541709017306
355,0.036121464305767396
356,0.036089691680630046
357,0.036050522440521225
358,0.035697125516780004
359,0.03541697674649731
360,0.03565254890959543
361,0.035734239410573604
362,0.03576598519663429
363,0.03567385239631422
364,0.035685615973075874
365,0.03587187989617565
366,0.03585400116062734
367,0.03572255872536112
368,0.035783142761729794
369,0.03584899440509659
370,0.035942088905631234
371,0.036048281789656134
372,0.036127861712109716
373,0.03619380995837199
374,0.036392810767880875
375,0.0363845918289621
376,0.0364667835117364
377,0.036665829986747375
378,0.036874256300694935
379,0.036886853738125495
380,0.036948927524652266
381,0.03724150364088574
382,0.03750913886011828
383,0.03763301407743855
384,0.03768882960118046
385,0.03785751358889015
386,0.038090529115270985
387,0.03825169608236055
388,0.03825093099181458
389,0.03845681161814876
390,0.03855244288005
391,0.038630311017593094
392,0.03872763605486024
393,0.038818397046025
394,0.03894394754830886
395,0.03913661048644812
396,0.039258522205273656
397,0.03938886612870565
398,0.03951396156847989
399,0.03961951727026808
400,0.039805307360281914
401,0.0399213876600283
402,0.040017407699098125
403,0.0401925566888377
404,0.040333647418436536
405,0.040486108108978236
406,0.04062808948036828
407,0.04084854656543131
408,0.04099761190970124
409,0.04116307587783628
410,0.041370971841078005
411,0.04155669480696374
412,0.041800266013379384
413,0.041974938470920806
414,0.042166381542365
415,0.04240737283666922
416,0.04264698564624814
417,0.042857817826066305
418,0.04304149692710085
419,0.04332400293403364
420,0.04355253645204683
421,0.043739890350116065
422,0.04401758678487712
423,0.04428333848908023
424,0.044581959879460245
425,0.04480861885889535
426,0.04519675114329576
427,0.04553732213579464
428,0.045875240617427704
429,0.046199665444169286
430,0.0465533753184465
431,0.04688623839915598
432,0.04724258553419837
433,0.04756834359917043
434,0.04790113590646986
435,0.048251133510002306
436,0.048642458489186816
437,0.04905542889995927
438,0.04939272501533927
439,0.049724657729190117
440,0.050092696072649545
441,0.05048691962201041
442,0.050902835531014934
443,0.05127508999826288
444,0.05164830798057354
445,0.05201622595944437
446,0.052399868561298094
447,0.05279016153688544
448,0.05315229873959601
449,0.05350666099186702
450,0.05390571876712169
451,0.05427683945674
452,0.054647620735862525
453,0.054985579088233025
454,0.0553112428142959
455,0.055696670933154925
456,0.056050575802190666
457,0.05636246296602841
458,0.05668754729155273
459,0.05704049123301606
460,0.057337928252591736
461,0.05760723923116573
462,0.05793423565792156
463,0.058279729151793566
464,0.058633273907927524
465,0.058955183626662175
466,0.05926423698651748
467,0.059615311617400704
468,0.05996625355299935
469,0.06024648544459936
470,0.06055489848168004
471,0.06086989111889833
472,0.061166333542925284
473,0.06149540410062729
474,0.06179310434758732
475,0.062097080040908165
476,0.06242510708008853
477,0.06277304371695835
478,0.06311353487825988
479,0.0634077947864321
480,0.06370153742642182
481,0.06404504757579
482,0.06442437372577763
483,0.06479418597227735
484,0.06519611243958864
485,0.06558959729095325
486,0.06595353487092909
487,0.0663364237461968
488,0.06675288168966123
489,0.06717436246911315
490,0.06757217229123091
491,0.06799260468617001
492,0.06843863766576608
493,0.06889889542519481
494,0.06932266934851566
495,0.06978076456338256
496,0.07024713514978127
497,0.07069326625325706
498,0.07115227253696396
499,0.07163783153620941
500,0.07215113626696432
501,0.0726560528447028
502,0.07312431915082268
503,0.07360838211063253
504,0.07407077524383429
505,0.07458139900646579
506,0.07505377252320487
507,0.07545963131085538
508,0.07594348951639973
509,0.07648988873552309
510,0.07697644791866282
511,0.07740821317062607
512,0.07791855680524779
513,0.07846371418753788
514,0.07898710855883373
515,0.07954532197759445
516,0.08014016552040212
517,0.08069039152102642
518,0.0812583159446866
519,0.08187539779329107
520,0.08241690053521283
521,0.08300475055595474
522,0.08365501862345112
523,0.08426266010733452
524,0.08494713895580447
525,0.08568029221337856
526,0.08636614874921095
527,0.08711133099527008
528,0.08784620687651391
529,0.08858082865354996
530,0.08928720326321878
531,0.09004605041413291
532,0.09087535016567941
533,0.09169665587793308
