Wavelength,23JUN18
350,0.03576252506382233
351,0.03567257600703484
352,0.03581177415013442
353,0.03553924604075019
354,0.0354488749638546
355,0.03570253470125497
356,0.03566180947856864
357,0.035709187680727054
358,0.035540837861939525
359,0.035328112787649704
360,0.0355566771960287
361,0.03565325951036638
362,0.03551184605588247
363,0.03569579133871448
364,0.03580913821554406
365,0.035983494216520515
366,0.03598139420831248
367,0.03593082908253485
368,0.03612879727095593
369,0.036297237334606366
370,0.03636885460019415
371,0.036580707647385816
372,0.03663907056356135
373,0.03685789765360921
374,0.03707244583755287
375,0.03739620304323327
376,0.03761716004179923
377,0.03785213060679045
378,0.0379851307112159
379,0.03830561617932128
380,0.03866142659652669
381,0.03897382881079061
382,0.039324177525919504
383,0.03967541648959318
384,0.040006179476621245
385,0.040359509103835706
386,0.04089993132997011
387,0.04133172734713482
388,0.04158097747142035
389,0.04191435845324216
390,0.04225099916601515
391,0.04258959500541288
392,0.0427954315007273
393,0.04317448283412453
394,0.04373939635891098
395,0.044147517893884006
396,0.044525607817211814
397,0.044933295377965865
398,0.045335195049687305
399,0.04563258294544898
400,0.04598049763412919
401,0.0463103932151185
402,0.04662943644050361
403,0.04713294636529774
404,0.047361933565007744
405,0.04767097060139866
406,0.04809110939701661
407,0.0486656552483294
408,0.04913643523774208
409,0.049623713865554475
410,0.05017730307732458
411,0.0505914845143587
412,0.0510758377366483
413,0.05160227160128514
414,0.05201015509604477
415,0.05238776724227784
416,0.05292652656724994
417,0.05349668712716526
418,0.05394752918403917
419,0.0543887973262437
420,0.054881710890633977
421,0.0553946166582515
422,0.05588665258263012
423,0.05638233137874222
424,0.05687758679310656
425,0.0573148470837705
426,0.057861179149954964
427,0.058495467364460915
428,0.05913322357291695
429,0.059763538436172145
430,0.06035847566889414
431,0.060922084468973
432,0.06140922299399155
433,0.0619795796298165
434,0.06261511072405418
435,0.06320277490468565
436,0.0637221983185777
437,0.0642475363287186
438,0.06477430953330418
439,0.06532924046862693
440,0.0658421597098347
441,0.06641084495830071
442,0.06698409456121313
443,0.06753208304562212
444,0.06802507277148692
445,0.06850176355582702
446,0.06892265793199656
447,0.06932593948124288
448,0.06976415604018675
449,0.07019188147518794
450,0.0706018179447627
451,0.0709357766777923
452,0.07133071775206604
453,0.07173400595329421
454,0.072091243179005
455,0.07252607792662785
456,0.07285473759521888
457,0.07318846881215833
458,0.0736010568876728
459,0.0738980459613437
460,0.07422577884641496
461,0.07452709062098326
462,0.07480081157790927
463,0.07511799001575023
464,0.07548745379851807
465,0.07591204179705188
466,0.07630356161101663
467,0.07663604578817271
468,0.0769745118660844
469,0.07733624055704832
470,0.07774787409732728
471,0.07808074347313418
472,0.07841772265165388
473,0.07882334182474614
474,0.07919099078028469
475,0.07961450617802285
476,0.08007906909758308
477,0.08045046327307645
478,0.08083350837350087
479,0.08123477859667119
480,0.08167140698210036
481,0.08212007146437314
482,0.0825586211350065
483,0.08300990594057787
484,0.08343598165013863
485,0.08393170946497483
486,0.08445128416380357
487,0.08495258579458015
488,0.08538437384610731
489,0.08581211313711329
490,0.08628406460271695
491,0.08679222561037464
492,0.08726652469003268
493,0.08773195361148206
494,0.08821695704886896
495,0.08875450250461878
496,0.0892278153721558
497,0.08970678864575282
498,0.09025184995064978
499,0.09071828540802454
500,0.0912256837791611
501,0.09178250618323922
502,0.09231765584138046
503,0.09283634676868951
504,0.0933353628578257
505,0.09391682530098011
506,0.09449432476092229
507,0.09500010956196948
508,0.09553982725382343
509,0.09610517005452138
510,0.09662251883812442
511,0.09719834476617992
512,0.09783220138366955
513,0.0984148791936125
514,0.09897149006631262
515,0.09956642870163601
516,0.10018563591569152
517,0.10076969413055134
518,0.1014061392665444
519,0.10199373310036731
520,0.10251464700645138
521,0.10303067888335765
522,0.10360967951467409
523,0.10421947070035295
524,0.10473878657423297
525,0.10533278520151748
526,0.10597420182757761
527,0.10663978537496377
528,0.10723211408658233
529,0.10783964704101756
530,0.1084658056799025
531,0.10914265057733177
532,0.10976221215772337
533,0.1103514671327517
534,0.11095583785391011
535,0.11162359757897772
536,0.1122675009111545
537,0.11287281127885077
538,0.1135469427496556
539,0.1141891301723871
540,0.11485430233007188
541,0.11554100633579029
542,0.11619578918364348
543,0.11678948479492082
544,0.11741913038947353
545,0.11806143629560875
546,0.11863972692353611
547,0.11930039804054432
548,0.11996523286546254
549,0.12060327648410545
550,0.12127445372789566
551,0.12196599571646721
552,0.12265179445367355
553,0.1233679579092517
554,0.1240020653622643
555,0.12465371564947776
556,0.12538375440579763
557,0.12611382353732722
558,0.12682816250286483
559,0.12749674686415388
560,0.12816804008561533
561,0.12885521339302897
562,0.12953580951214014
563,0.13015588838142653
564,0.1308059701622257
565,0.13143254545591415
566,0.13207791481142944
