Wavelength,22MAY18CSIRO
350,0.05494193753096758
351,0.055217284523490145
352,0.05565404698980688
353,0.05603905921300581
354,0.05626843088689765
355,0.056646788675516965
356,0.056950248205041396
357,0.05727821318011255
358,0.05764046121730962
359,0.05796052330723604
360,0.05843802471277109
361,0.05895068962273778
362,0.059414844373728
363,0.059898272949983886
364,0.06040570538466662
365,0.060905020945546576
366,0.06154620144253106
367,0.06208905631498946
368,0.06269971389112998
369,0.06337002727237867
370,0.06415157526988582
371,0.06506518663665764
372,0.06602476104760252
373,0.06699054896299006
374,0.06783854625249762
375,0.06877181470102453
376,0.06982407078839994
377,0.07086735667978081
378,0.07203609878108375
379,0.07322478048955224
380,0.07444746131771227
381,0.07573541738001419
382,0.07706267807977228
383,0.07844360353149456
384,0.07991274330053805
385,0.08140401683035564
386,0.08297198179378029
387,0.08455737604153798
388,0.08598463306753018
389,0.08744874051028345
390,0.08896063307966792
391,0.09050916249998198
392,0.09202097052881514
393,0.09349697771324125
394,0.09500314503846896
395,0.09653293021885093
396,0.09796039358694525
397,0.0993358485684474
398,0.10064147460146383
399,0.10193505818571791
400,0.10308612367888931
401,0.10416725648585562
402,0.10527315136259013
403,0.1063852700594153
404,0.10759053715855696
405,0.10883889302721028
406,0.11007211076815282
407,0.11139812973465371
408,0.11281497242744495
409,0.1142223932437047
410,0.11562423467607907
411,0.11706826916821408
412,0.11847185632406354
413,0.11986955389430913
414,0.1213320874428424
415,0.12281837877411314
416,0.12436399391600422
417,0.12602785930709254
418,0.1276808308947708
419,0.12935532281423437
420,0.1310293647320749
421,0.13282650234038434
422,0.13473756245786142
423,0.13670344989869823
424,0.13862457731336206
425,0.14072700858333512
426,0.14295252982319778
427,0.14524847486844508
428,0.1476401000294806
429,0.15008146031019368
430,0.1524855941552917
431,0.15495824904174715
432,0.15752343787426287
433,0.1600657318180901
434,0.16244082733219778
435,0.16470715131602662
436,0.16695237922857395
437,0.16914258353676181
438,0.17128794215178417
439,0.17343038456523174
440,0.17550411927841544
441,0.17746373438372576
442,0.1793661586695507
443,0.18124116277114977
444,0.18299568468051838
445,0.1845935900452363
446,0.18602753032356478
447,0.18736243968269292
448,0.18857450140215457
449,0.189651176305265
450,0.19059152097457038
451,0.19137930463277195
452,0.19208133185098802
453,0.19271186366913717
454,0.19325419685176776
455,0.19371461734852627
456,0.19410364964650817
457,0.19443220889765306
458,0.19475601097490916
459,0.19502595978664805
460,0.1952562045896276
461,0.19552626298140716
462,0.19581446806137046
463,0.19610391441057426
464,0.19640228124121417
465,0.19678155022442223
466,0.197225363732057
467,0.19771637457872485
468,0.19824234389679618
469,0.1988491226579185
470,0.1995225348150722
471,0.20025073347657266
472,0.2010327503138722
473,0.20189683712214002
474,0.20285155525864496
475,0.20385592608081654
476,0.20495577301743317
477,0.20618270529473848
478,0.20748298860950273
479,0.20885203014849305
480,0.2103181476488159
481,0.21185094176992975
482,0.213483486847622
483,0.21522966774545732
484,0.21710248456929515
485,0.21915706974839827
486,0.2214081289737147
487,0.22374383805907172
488,0.22604783563925407
489,0.22847911252800454
490,0.23087138809392
491,0.23325807761197456
492,0.23572128389449656
493,0.23825973355167898
494,0.2408274247020301
495,0.2433092750756976
496,0.24591780906478689
497,0.24849530683199925
498,0.251101280185289
499,0.25375294389374414
500,0.256415225687015
501,0.25914459695011327
502,0.26189019656357126
503,0.264693005232294
504,0.26738587249480744
505,0.27012120339988
506,0.2727114980449185
507,0.27527593038881865
508,0.27798478688673184
509,0.2804673652202074
510,0.2832157038215527
511,0.2857570062868182
512,0.28829605830014515
513,0.29078326669727056
514,0.29346101483249376
515,0.2961824617282328
516,0.2988698466781285
517,0.3018171735971307
518,0.30479534828582433
519,0.3074494604799819
520,0.3101035533665573
