Wavelength,01DEC18
350,0.02236359055158372
351,0.022427884448861547
352,0.022412777831767337
353,0.022260780732242833
354,0.02249267806228661
355,0.022581768681347
356,0.022839708711246857
357,0.02284984556286602
358,0.022742387408103717
359,0.023016202783366982
360,0.022989820460059367
361,0.023059646598403434
362,0.023314605853387634
363,0.02339018514528755
364,0.023463167118943234
365,0.02365081486395864
366,0.023756349433999742
367,0.023831005689382408
368,0.02392895316061045
369,0.024161831493136603
370,0.02431672207362584
371,0.02444984628681613
372,0.024611007427244678
373,0.02479805561587708
374,0.025043128156616825
375,0.025195011417298532
376,0.025432533703486773
377,0.025641885352501868
378,0.025856057003215263
379,0.026111652406685212
380,0.02637661481878414
381,0.026526516862087117
382,0.026857099914034087
383,0.027193262706653537
384,0.02747962802887425
385,0.027745599712305453
386,0.02808781657725153
387,0.028487440050899017
388,0.028833752663848605
389,0.02910269676551321
390,0.02943972324734303
391,0.029746691255937676
392,0.030058254418673706
393,0.0304482275234408
394,0.030885251230077532
395,0.031327687279783245
396,0.03176452449011677
397,0.03222770718079171
398,0.032594029815477765
399,0.03297940201816171
400,0.03338234434251786
401,0.03369090284683492
402,0.03400693616200588
403,0.03438157875757755
404,0.03482900973593883
405,0.03521697072841222
406,0.03571390063397518
407,0.03622529798754111
408,0.0366746310678145
409,0.03712308940922768
410,0.037605391351696674
411,0.038052555737651164
412,0.03850637876560435
413,0.03901102139525635
414,0.039524216480656904
415,0.04001926218800377
416,0.040537871567079976
417,0.04102147279198404
418,0.04150872500592001
419,0.042061552286734055
420,0.04256242806006604
421,0.04310232058104446
422,0.043570573779400205
423,0.04401981376000501
424,0.04442800065350071
425,0.04492497769852741
426,0.045441861577522
427,0.04593122903817425
428,0.046451211096578626
429,0.04694552138306278
430,0.047459180062647516
431,0.04796549638498062
432,0.0484363040735899
433,0.04888971035667438
434,0.04931619739539789
435,0.04979114111247068
436,0.050257063018446596
437,0.05067590260907642
438,0.05110477029676145
439,0.051569306240002916
440,0.05201780404068314
441,0.05250674406273972
442,0.05295152172238969
443,0.05341324281521747
444,0.053850859646676394
445,0.05429251560969463
446,0.05473219227737146
447,0.05514706642921072
448,0.05560519885551592
449,0.056050095943045164
450,0.056463143776469125
451,0.05689667711778751
452,0.05731996157045244
453,0.057767558378502656
454,0.0582286312332336
455,0.058683797763608894
456,0.05914991447371438
457,0.05957540377068114
458,0.060002973030496794
