Wavelength,19OCT18
350,0.12472286483848527
351,0.12567513625455606
352,0.12538977626618442
353,0.12498799332270082
354,0.12631042451725508
355,0.12690877188024183
356,0.12710479917364087
357,0.12738407058218015
358,0.12681162683556296
359,0.12648703928420635
360,0.12727073305184344
361,0.12802776213089084
362,0.12881481283246285
363,0.1289896319231465
364,0.12978836088064905
365,0.13041986607725517
366,0.1303937046980711
367,0.13061910001509777
368,0.13124201652500372
369,0.13162915971522232
370,0.13195438688496164
371,0.1323135530708982
372,0.13258057184348615
373,0.1330098594988993
374,0.13393742372989106
375,0.1347529142669314
376,0.13536567411691475
377,0.13586506663167813
378,0.13623322002139032
379,0.13703775354808903
380,0.1376487236221366
381,0.13822401233685253
382,0.13927246106790575
383,0.14013053086823624
384,0.1405997455181459
385,0.14144382356737023
386,0.1423019954726017
387,0.1431038599779012
388,0.14366940465232791
389,0.14460004956044348
390,0.14536830654830307
391,0.1460034873708498
392,0.1465632680144442
393,0.14707399172029068
394,0.1478462876713194
395,0.14879292247519973
396,0.14964056859861818
397,0.1502588993008515
398,0.15089071628226552
399,0.15149143561927464
400,0.15214112355376128
401,0.1527500012714213
402,0.15329843793325246
403,0.1538465581828402
404,0.15449388438507827
405,0.15512346831152574
406,0.15580326079277457
407,0.1564564826287671
408,0.15710280266904447
409,0.15793163100390917
410,0.15871383686320728
411,0.1592641169148116
412,0.15992729474691975
413,0.16075795986050634
414,0.16167517873507772
415,0.1623254094702096
416,0.1630672674473356
417,0.16388517246663742
418,0.16462399968862376
419,0.16549551584024624
420,0.16624276220515954
421,0.16706229897605757
422,0.16801401256768428
423,0.16881055810153028
424,0.169688853381887
425,0.17059996691091572
426,0.17149037103664672
427,0.17248119245913124
428,0.17356893389965208
429,0.17462486252096188
430,0.175732576096576
431,0.17682685423162953
432,0.17792150763831793
433,0.17909206244348588
434,0.18012891635727718
435,0.181173128767686
436,0.18226728814638
437,0.18347521504523168
438,0.18454079470971424
439,0.1856207654911547
440,0.18670956249747095
441,0.1878378084995614
442,0.1889911366652816
443,0.1901434868575413
444,0.19118208215675095
445,0.19222578027551684
446,0.19319840807359973
447,0.19420431415982906
448,0.1952428497361331
449,0.19623903426045072
450,0.19723557517254758
451,0.198090373442258
452,0.1989570615877782
453,0.1998361840838442
454,0.20068000924053214
455,0.20152868419419512
456,0.20236499471139863
457,0.20313295477842777
458,0.2039149993837721
459,0.20468563962437036
460,0.20541213616036688
461,0.2060930124326204
462,0.2068160993576409
463,0.20754583160212325
464,0.20828231083930027
465,0.20909105990920515
466,0.20981872876920996
467,0.21050237540534383
468,0.21117875610062237
469,0.21185215751437853
470,0.21257407426254854
471,0.21328769666056607
472,0.21399284079246234
473,0.21468379193779166
474,0.2153371878992613
475,0.21603022413399442
476,0.21677605433138342
477,0.21743324116328966
478,0.21812054403346862
479,0.2188220879171351
480,0.21951867992592725
481,0.22022207727646842
482,0.22095864645826563
483,0.22178199144786348
484,0.2225855029433207
485,0.22340291380458327
486,0.22425857182842826
487,0.22510353292567453
488,0.22599106685407905
489,0.22688104337357312
490,0.22780420561634368
491,0.22869538910783072
492,0.22965845791311093
493,0.23057240436385273
494,0.2314618744410668
495,0.23246141854759939
496,0.23346570500864003
497,0.2344469039630357
498,0.23541241819744252
499,0.2363632381872087
500,0.23738875002860976
501,0.2384458550551155
502,0.23946814077502912
503,0.2405478989460761
504,0.24154305701977047
505,0.24254031321264552
506,0.24355074424088674
507,0.244452697841401
508,0.24546592249979027
509,0.24649042729219184
510,0.2474508659335803
511,0.24842102012908832
512,0.24948860787515448
513,0.2505719304650067
514,0.25155772250620567
515,0.25260608512296856
516,0.2537542688606097
517,0.2548744080454291
518,0.25605292852275796
519,0.25717236563091883
520,0.2582745950327008
521,0.25937320542329956
522,0.26046844073759134
523,0.2615999715765137
524,0.2627665870104374
525,0.26401014920411436
526,0.2652679790304124
527,0.2665441904769844
