Wavelength,17SEP18
350,0.06705251181228028
351,0.06765869383012015
352,0.0679490818260317
353,0.06817202426473475
354,0.0693860069449253
355,0.07003999941744578
356,0.07057273040790744
357,0.07107872694924589
358,0.07151997565270607
359,0.07182641144939712
360,0.07247348793808348
361,0.07303740819683749
362,0.07359752662182902
363,0.07406332906977763
364,0.0747095652352774
365,0.0752068455544669
366,0.07551702494331074
367,0.07599680874076213
368,0.07652393112457645
369,0.07712964796250958
370,0.07766378535228102
371,0.07825593512749338
372,0.07879623411587006
373,0.07946421872623877
374,0.08025415710891945
375,0.08100151056879434
376,0.08170334750644233
377,0.08245453866981803
378,0.08295344907607742
379,0.08371707756830898
380,0.0843984391860356
381,0.0849795326986998
382,0.08596297081439996
383,0.08678088516184425
384,0.08739055311340536
385,0.08806273469355302
386,0.08880299467741301
387,0.08959002493099973
388,0.09030186131435922
389,0.09106474248627483
390,0.09171101084177954
391,0.09225608353165639
392,0.09280810155277198
393,0.0934588043080921
394,0.09414474086168685
395,0.09489248409138258
396,0.09562316646346715
397,0.09620364387174762
398,0.09672880179216946
399,0.09721789268582388
400,0.0977277274054325
401,0.09816785290862148
402,0.09868586916128434
403,0.09912422066230135
404,0.09955575781930456
405,0.099958400361876
406,0.10045888516166308
407,0.1009897659499616
408,0.10149129604749031
409,0.10205238718766493
410,0.10250222426075807
411,0.10290507483021098
412,0.10339023823587648
413,0.10386807402851023
414,0.10443715768247484
415,0.10486641241854805
416,0.10526815055342238
417,0.10569887342545656
418,0.10613783066277449
419,0.1066368648622795
420,0.10709715518555517
421,0.10757868590816251
422,0.10801655686514199
423,0.10841971546143354
424,0.10884895498516761
425,0.1093309414998028
426,0.10977134922102952
427,0.1101957457880383
428,0.1106976354629723
429,0.11115243938165066
430,0.11163259357598644
431,0.11209721598623466
432,0.11246792361093716
433,0.11287444682413472
434,0.11328092248815295
435,0.11369025730737985
436,0.1141153564521597
437,0.11450997083726128
438,0.1148369122338756
439,0.11516065523741516
440,0.11551435959634929
441,0.11588490972064674
442,0.11624052985344475
443,0.11658946053168477
444,0.1169419647925264
445,0.11731541916411103
446,0.11769063883880974
447,0.11804196573089917
448,0.11840946859454185
449,0.1188031291268126
450,0.1192478489019413
451,0.11966948825241684
452,0.12007135326298989
453,0.12050034176130875
454,0.12094670824066996
455,0.1213974408880019
456,0.12181947253190764
457,0.12221393507164106
458,0.12265921635897424
459,0.12304510841670123
460,0.12343076486623869
461,0.12380592572186083
462,0.12417417777873614
463,0.12454657726909112
464,0.12490005784518297
465,0.1252860325850566
466,0.12562002127038377
467,0.12593391434135182
468,0.1262212752671617
469,0.12652383115564464
470,0.1268357469338944
471,0.12713439341710353
472,0.12744598027458903
473,0.12778375734072822
474,0.12808227477488132
475,0.1283685952547217
476,0.12868320020597668
477,0.12896766464607665
478,0.12926805397533192
479,0.12956716387218953
480,0.12986349940482617
481,0.13015729097809203
482,0.13045762613099587
483,0.13079292655442737
484,0.13111725687585538
485,0.1314316322325702
486,0.13174531813064694
487,0.13203246551074593
488,0.13235712142554357
489,0.13268503448469163
490,0.13300169065553005
491,0.13330848793982147
492,0.13358558714950078
493,0.13385559302427016
494,0.13414718246649737
495,0.13445994147820844
496,0.134766689257066
497,0.13506709011084672
498,0.13535216823132842
499,0.1355936332287145
500,0.13589510664098955
501,0.13622954363580575
502,0.13653752788034898
503,0.1368088792788467
504,0.13711292160859548
505,0.13744814728053023
506,0.13773869665527025
507,0.1380087256233976
508,0.1382892506136951
509,0.13856993408638726
510,0.13887563134581488
511,0.13916744828148586
512,0.1394594171830628
513,0.1397479189845559
514,0.14002541330887816
515,0.14034683553239632
516,0.14067789139304485
517,0.1409646896303406
518,0.14129937914083895
519,0.14162492596588452
520,0.1419276012977443
521,0.1421769680576702
522,0.14246603193096055
523,0.1427397837692453
524,0.142994590757458
525,0.143317291075638
526,0.14361593561196354
527,0.1439033995389959
528,0.14417580507597946
529,0.14446277090962073
530,0.14475420276211062
531,0.1450323092350141
532,0.14531697818365713
533,0.14557159747514956
534,0.14584455085350445
535,0.1461418412100908
536,0.1463925343649664
