Wavelength,21OCT18
350,0.03934010965223261
351,0.03964239406644027
352,0.03960750798977593
353,0.03940057565650078
354,0.03977040170302544
355,0.039923239292558685
356,0.03999759414205302
357,0.04016488705294739
358,0.04013586150647827
359,0.03990821922085343
360,0.0403342235840649
361,0.04063774835239792
362,0.04086404709358876
363,0.04101061697829281
364,0.041297750394057045
365,0.04151309897706776
366,0.041543424573989574
367,0.041570490619594634
368,0.041811477512107995
369,0.042085672788872375
370,0.0422708115790464
371,0.04250387903866615
372,0.042660372928329277
373,0.04278643186450433
374,0.0432894466007815
375,0.04373449259485035
376,0.04403972855653593
377,0.044288759673877125
378,0.04451185821639643
379,0.04495159018724867
380,0.045278733902664764
381,0.04560906774419485
382,0.04612336212200218
383,0.046495815444620545
384,0.04686196376523556
385,0.047289677703273164
386,0.04768372513815689
387,0.048091781638283405
388,0.04858900963773942
389,0.048939824262582865
390,0.049394527695397546
391,0.049918801663418375
392,0.050276379362342374
393,0.050558137973234614
394,0.05098674679072361
395,0.05163805549044208
396,0.05210054768356881
397,0.052599876898783676
398,0.05309140818665735
399,0.05346341255176263
400,0.05389322413919953
401,0.054325085194765255
402,0.05470797097987988
403,0.055010070913375286
404,0.05533348228272038
405,0.055695855332450514
406,0.056227229101992016
407,0.05665135561138921
408,0.056994391307732095
409,0.05743417219632449
410,0.05790287895563666
411,0.058298368299918024
412,0.05875451278380962
413,0.0592840552543077
414,0.05980927979578325
415,0.060220729918340696
416,0.060755481821955115
417,0.061267140260839986
418,0.061750818311684774
419,0.062323357630871226
420,0.0628281319828431
421,0.06332710995657818
422,0.06387600974440898
423,0.06443658700943233
424,0.06498383486674929
425,0.06541968821799254
426,0.06603773482444306
427,0.06665901019291637
428,0.06730040097421755
429,0.06791845228967389
430,0.06854840171695531
431,0.06922148925085207
432,0.06985075778322465
433,0.0704835676915531
434,0.07103518756849939
435,0.07162323091832733
436,0.07229476628010478
437,0.07294497887663717
438,0.07354967857561484
439,0.07417817167148949
440,0.07475854759101361
441,0.0753343524781575
442,0.07594618301223857
443,0.07655417882614947
444,0.07713567915419653
445,0.0776893463030981
446,0.07819423997807866
447,0.07866680774367515
448,0.07920087097401832
449,0.07966699067901406
450,0.0801113623903115
451,0.08053980747972103
452,0.080937234170042
453,0.08134449746111641
454,0.08173994038594533
455,0.08217161359830559
456,0.08257612516745404
457,0.08293446978840698
458,0.08338331675164881
459,0.0837971381261906
460,0.08418658702357401
461,0.08450605152409285
462,0.08482945609454728
463,0.08511475357174018
464,0.08545083159373365
465,0.08584188424210203
466,0.08623373440696012
467,0.08664812435995567
468,0.08699205252627804
469,0.08735015582258449
470,0.0877328935950987
471,0.08809640183934234
472,0.08843512839996943
473,0.0887849026761194
474,0.0891849629917019
475,0.08957967890801176
476,0.08995900747590446
477,0.09035548676198796
478,0.09074977408717264
479,0.09112095845979352
480,0.09149285019538342
481,0.09198347144335181
482,0.09244323030262405
483,0.09291737168157886
484,0.09336157572746626
485,0.09395101689256093
486,0.0945059453552819
487,0.09498897271905024
488,0.09557958093993754
489,0.09616500702121178
490,0.09670996398424883
491,0.09721366736939921
492,0.09779774727176443
493,0.09836677548761649
494,0.09892884548428765
495,0.09959642555133272
496,0.10024319289405839
497,0.10086236862277478
498,0.10146122300248371
499,0.10208368344379137
500,0.10275681499188462
501,0.10343767088787235
502,0.10411272146087694
503,0.10477984895189013
504,0.10541654152211585
505,0.1060494899047038
506,0.10667459744477453
507,0.10730280092066273
508,0.1080017593631017
509,0.10867888284656624
510,0.10934414203640809
511,0.11002685934674844
512,0.11072489943383798
513,0.11143926674217626
514,0.11208560833979574
515,0.11277922596679603
516,0.1135600348259615
517,0.11434534474807898
518,0.11513717505719112
519,0.11588011722929425
520,0.11659749538148342
521,0.1173054272696229
522,0.117951089018698
523,0.11858258647251013
524,0.11925015230302687
525,0.11997499934620884
526,0.12070947575365795
527,0.12140427216778676
528,0.122089353336865
529,0.12276895698609144
530,0.12344138616462064
531,0.12415385588481578
532,0.12487696746021992
533,0.12558297713942837
534,0.12632096223606232
535,0.12707981868701074
536,0.12779244024690734
537,0.1285085938147542
538,0.129245051845249
539,0.13007869569536418
540,0.13089797711462842
541,0.13168054324790662
542,0.13242332410484758
543,0.13313160495511128
544,0.1338921738950048
545,0.13467349003331308
546,0.13538717372434694
547,0.13616754031955497
548,0.13696746404108634
549,0.13777464128267314
550,0.13853659684811037
551,0.1392699354460611
552,0.14003262892549298
553,0.14088424128939714
554,0.1417139251191803
555,0.1425197158274763
556,0.14326600155242014
557,0.1440922932635767
558,0.14487373681810323
559,0.145719742865427
560,0.14652928752410493
561,0.1473676270124863
562,0.14817505827049735
563,0.148939857741983
564,0.1496397871017269
565,0.1504215361529206
566,0.15122244382532318
567,0.15197109284069565
568,0.1527470490524327
569,0.15350435882310368
570,0.15420870904831652
571,0.15491878708984164
572,0.15559188931731133
573,0.15627002360522793
574,0.1569235528561491
575,0.15756699794515563
576,0.1581893509076365
577,0.15879949413006533
578,0.15944048008655254
579,0.1600505445738932
580,0.16064589372735932
581,0.16120651136420827
582,0.16174856497948714
583,0.1623213486874422
584,0.1628956869940555
585,0.16346432585964676
586,0.1640479462294397
587,0.1645821500212525
588,0.1651019277987476
589,0.1656184875291979
590,0.1661476633953599
591,0.16662649342718083
592,0.16707042417817675
593,0.16758387334313352
