Wavelength,09MAY18
350,0.0377417129157535
351,0.03763598569778863
352,0.03771637461265798
353,0.037402436267510414
354,0.03741144131257255
355,0.03756061116035095
356,0.03766047576554954
357,0.03764176430744883
358,0.03736063336956692
359,0.03697904962949511
360,0.037141541293341004
361,0.03724557796311137
362,0.037192931188791564
363,0.037164358997282224
364,0.037303510947521205
365,0.037432708104651345
366,0.03753860169296791
367,0.03751599719040269
368,0.0376155989723716
369,0.03770469868785625
370,0.037752350996856955
371,0.037819577359488016
372,0.03787467509278383
373,0.037978968787400785
374,0.0382785767261488
375,0.03849368669943718
376,0.03873879234704225
377,0.03902052635088708
378,0.03922471718093791
379,0.03948239611648856
380,0.03974452431863386
381,0.04005131497115301
382,0.04041818128581426
383,0.0407186091297793
384,0.04094157911689755
385,0.041250168841518255
386,0.0417986161091307
387,0.04219733679554463
388,0.042386427401031476
389,0.04258725351985801
390,0.04296988438039663
391,0.0433456951379592
392,0.04354662097294236
393,0.043843841670361566
394,0.044302043408093045
395,0.044624722079769266
396,0.044991000830926144
397,0.045190882623547646
398,0.04540591853062356
399,0.04566314132388222
400,0.0460352104034065
401,0.04626961489455348
402,0.04647219908826333
403,0.046814722866448215
404,0.04706882147207299
405,0.04732877346359514
406,0.04762619264352243
407,0.048029952360027064
408,0.048521675888288894
409,0.04896455662858694
410,0.04934452612680588
411,0.04959719266996544
412,0.04999786988552382
413,0.050423521517721545
414,0.05086749615098486
415,0.05126572407533779
416,0.05169926221051406
417,0.05222576676388785
418,0.052658252719342685
419,0.05315055334301036
420,0.05368300580148676
421,0.054252389841714294
422,0.054704309825005834
423,0.05518861916109061
424,0.05570559056081252
425,0.05609713350154065
426,0.05657845183221448
427,0.05717391548508006
428,0.05779791720144148
429,0.05845964435391857
430,0.05899064019557777
431,0.05948923393342241
432,0.06004029531998177
433,0.06051520617062699
434,0.06099923324117737
435,0.061440369531543776
436,0.06193134621090303
437,0.06244342919846628
438,0.06295652951686945
439,0.06343429044713866
440,0.0639444030841314
441,0.06437983446242779
442,0.06490721214169923
443,0.06543043109462648
444,0.0659269665445635
445,0.06643803039142626
446,0.06689446294582485
447,0.0672571495867432
448,0.06774393304162679
449,0.06811429591921611
450,0.06846273434883751
451,0.06877623889133411
452,0.069114562949911
453,0.0694944629293229
454,0.06984712121292008
455,0.07024418910627295
456,0.07060520061351948
457,0.07099595163369077
458,0.07140616407072128
459,0.07167102603325752
460,0.07195589422435514
461,0.07225783081356973
462,0.07261000213253893
463,0.07295287322272001
464,0.07332640245325511
465,0.0737404109229008
466,0.07406265024960712
467,0.07430028137050751
468,0.07453467560809961
469,0.07478933807897861
470,0.07511617577301993
471,0.07539555864382656
472,0.07571142495207799
473,0.07608482726242491
474,0.07645915675463699
475,0.07678306892547168
476,0.0770943720203059
477,0.07739833511943423
478,0.07773457573283878
479,0.07806229139271466
480,0.07839809218625307
481,0.07879635972828644
482,0.07920806310617604
483,0.079655468673935
484,0.08009234010049732
485,0.0805609259864823
486,0.08105641570883684
487,0.08152482131776632
488,0.08194283217851675
489,0.08237754022325082
490,0.08285403775497932
491,0.08333625579025085
492,0.08378020694939758
493,0.08423007153216844
494,0.08470228827795517
495,0.08524040306452305
496,0.08569031273310365
497,0.08615532421395686
498,0.08666417793334197
499,0.0871557121840377
500,0.08762545623849083
501,0.08809040441754759
502,0.08856361897790976
503,0.08908970945498955
504,0.08957890238119637
505,0.09006087232601881
506,0.09054403351608728
507,0.09105169215786688
508,0.09161590836778352
509,0.09219955215170435
510,0.09267217716222245
511,0.09319194304237141
512,0.093806837184199
513,0.09439631785210342
514,0.09496095663880688
515,0.09558354707071338
516,0.09624325521163313
517,0.09684685664361312
518,0.09748592175050336
519,0.09807042724275794
520,0.09855131338532051
521,0.09910860635478932
522,0.09967146471098584
523,0.10026865172042634
524,0.10086504046580116
525,0.10147566069844716
